N	2gram	Losev_Dial_3	KulturaY
1	т е	48	38
2	и т	24	33
3	в том	5	30
4	и в	24	24
5	потому что	7	23
6	том что	8	21
7	что в	7	17
8	для того	3	16
9	и пр	6	15
10	было бы	5	15
11	т д	23	14
12	в этом	8	14
13	точки зрения	25	14
14	может быть	13	13
15	все же	3	12
16	таким образом	13	12
17	в его	2	12
18	и не	27	12
19	не в	3	11
20	только в	5	11
21	вовсе не	13	10
22	в силу	3	10
23	в самом	7	10
24	у нас	4	10
25	не только	23	10
26	хотя бы	4	10
27	если бы	6	9
28	то что	14	9
29	прежде всего	8	9
30	самом деле	6	9
31	того что	12	9
32	с точки	14	9
33	о том	6	9
34	так как	6	9
35	то же	6	8
36	уже не	5	8
37	а не	26	8
38	как раз	7	8
39	тем что	3	8
40	не менее	11	7
41	в них	5	7
42	с другой	4	7
43	как бы	3	7
44	не может	19	7
45	это не	4	7
46	бы в	2	7
47	так и	5	7
48	однако не	2	6
49	тогда когда	5	6
50	именно в	2	6
51	что он	13	6
52	зависимости от	3	6
53	при этом	2	6
54	что такое	21	6
55	только потому	2	6
56	в ней	2	6
57	но и	9	6
58	что же	11	6
59	все это	6	6
60	другой стороны	2	6
61	все эти	3	6
62	мере в	3	6
63	еще и	2	5
64	что это	12	5
65	в зависимости	2	5
66	по крайней	5	5
67	к тому	4	5
68	крайней мере	5	5
69	но не	2	5
70	еще не	2	5
71	что не	5	5
72	например в	2	5
73	всяком случае	2	5
74	и что	15	5
75	целый ряд	2	5
76	в виду	7	5
77	не просто	18	5
78	а в	2	5
79	и его	5	5
80	во всяком	2	5
81	и с	6	5
82	учение о	8	4
83	с его	2	4
84	в частности	2	4
85	и потому	2	4
86	на то	3	4
87	в нем	3	4
88	же в	2	4
89	по существу	2	4
90	есть в	3	4
91	из них	3	4
92	это и	7	4
93	что и	6	4
94	не есть	54	4
95	тем не	10	4
96	со стороны	2	4
97	и тогда	5	4
98	не на	6	4
99	с этим	3	4
100	тем самым	3	4
101	так что	8	4
102	так же	4	4
103	и на	3	4
104	в данном	2	4
105	из этих	2	4
106	и является	2	4
107	того или	3	4
108	как на	5	3
109	если не	3	3
110	уже и	3	3
111	для этого	2	3
112	ясно что	7	3
113	на себя	3	3
114	была бы	3	3
115	или иного	2	3
116	или иной	4	3
117	то это	9	3
118	в первом	2	3
119	только тогда	3	3
120	меня и	2	3
121	и если	2	3
122	в сущности	10	3
123	не имеют	2	3
124	но еще	2	3
125	и эти	2	3
126	в истории	4	3
127	оно не	6	3
128	что она	9	3
129	тому что	4	3
130	в своем	3	3
131	в особенности	7	3
132	не было	3	3
133	что оно	7	3
134	только и	2	3
135	в их	2	3
136	и даже	13	3
137	и он	2	3
138	в таком	14	3
139	несмотря на	2	3
140	должно быть	3	3
141	той же	3	3
142	должна быть	6	3
143	и здесь	2	3
144	и то	4	3
145	хотя и	5	3
146	даже и	7	3
147	они не	2	3
148	в себе	2	3
149	он есть	3	3
150	а если	3	3
151	как это	5	3
152	я не	6	2
153	только к	2	2
154	и есть	16	2
155	можно ли	5	2
156	никогда не	7	2
157	превращается в	6	2
158	что их	2	2
159	что история	2	2
160	с этой	5	2
161	факты и	2	2
162	и все	6	2
163	этого не	2	2
164	что все	14	2
165	так или	2	2
166	не могут	4	2
167	вопрос о	5	2
168	по себе	20	2
169	в смысле	2	2
170	в то	5	2
171	как о	4	2
172	для нас	2	2
173	что его	5	2
174	как и	7	2
175	и как	8	2
176	е не	4	2
177	это есть	8	2
178	лишь как	2	2
179	что если	2	2
180	же время	3	2
181	и сами	2	2
182	конечно не	4	2
183	понимать как	3	2
184	никак не	2	2
185	же и	2	2
186	от себя	4	2
187	но если	6	2
188	как таковой	2	2
189	о нем	4	2
190	тем более	3	2
191	и тем	2	2
192	ее в	2	2
193	ни в	9	2
194	не говоря	2	2
195	себя самого	2	2
196	а именно	2	2
197	то и	3	2
198	как например	2	2
199	мы говорим	2	2
200	он не	5	2
201	и для	2	2
202	как я	2	2
203	все равно	2	2
204	в слове	3	2
205	как именно	2	2
206	должны быть	3	2
207	не имеет	11	2
208	д и	6	2
209	что нужно	2	2
210	когда мы	2	2
211	или в	2	2
212	или иначе	2	2
213	также и	2	2
214	иное как	6	2
215	одно из	5	2
216	как с	2	2
217	чтобы быть	4	2
218	в каком	3	2
219	что можно	2	2
220	что законы	2	2
221	этой точки	2	2
222	е в	4	2
223	но вот	2	2
224	иной раз	2	2
225	ничего не	17	2
226	но в	2	2
227	это было	3	2
