N	3gram	Losev_Prob_2	Psycholo
1	для того чтобы	2	19
2	на то что	4	16
3	в том что	4	14
4	с одной стороны	5	12
5	о том что	14	6
6	заключается в том	2	6
7	в самом деле	2	5
8	до сих пор	4	5
9	с другой стороны	5	5
10	не только не	2	4
11	по этому поводу	2	4
12	друг к другу	2	4
13	с самого начала	2	3
14	то же самое	5	3
15	и то что	7	3
16	мы все же	3	3
17	и т д	6	3
18	можно было бы	2	3
19	никак не может	2	3
20	можно сказать что	3	2
21	в конце концов	7	2
22	друг от друга	2	2
23	сами по себе	2	2
24	в данном случае	5	2
25	не что иное	3	2
26	на первый план	3	2
27	может быть и	2	2
28	то что мы	7	2
29	и той же	2	2
30	не может быть	3	2
31	вопрос о том	2	2
32	до тех пор	4	2
33	что иное как	3	2
34	не только в	2	2
35	само по себе	2	2
36	на самом деле	2	2
37	одной и той	2	2
38	в этом случае	7	2
