N	2gram	Vinokur_Ku_1	Problema
1	и не	12	28
2	не только	10	24
3	только в	11	23
4	вовсе не	10	21
5	в том	30	20
6	и в	24	20
7	ни в	2	17
8	не просто	5	16
9	все эти	6	16
10	то что	9	15
11	потому что	23	15
12	у нас	10	14
13	было бы	15	14
14	но и	6	14
15	точки зрения	14	14
16	или иной	3	13
17	не в	11	13
18	также и	2	13
19	даже и	3	13
20	не есть	4	12
21	в себе	3	12
22	том что	21	12
23	прежде всего	9	11
24	по себе	2	11
25	с точки	9	11
26	не менее	7	10
27	тем не	4	10
28	в качестве	7	10
29	не является	2	10
30	так и	7	10
31	и его	5	10
32	может быть	13	9
33	все это	6	9
34	и даже	3	9
35	в этом	14	9
36	если бы	9	8
37	что он	6	8
38	таким образом	12	8
39	в той	5	8
40	в результате	5	8
41	во всяком	5	8
42	и все	2	8
43	но в	2	8
44	с другой	7	7
45	это не	7	7
46	ясно что	3	7
47	есть в	4	7
48	еще не	5	7
49	и потому	4	7
50	и тем	2	7
51	то же	8	7
52	именно в	6	7
53	а не	8	7
54	и с	5	7
55	в ней	6	7
56	здесь не	3	7
57	хотя бы	10	7
58	по крайней	5	6
59	а только	8	6
60	так что	4	6
61	для нас	2	6
62	как и	2	6
63	при этом	6	6
64	крайней мере	5	6
65	но если	2	6
66	в виду	5	6
67	другой стороны	6	6
68	в таком	3	6
69	в данном	4	6
70	в каком	2	6
71	мы имеем	6	6
72	но не	5	5
73	на самом	2	5
74	хотя и	3	5
75	в нем	4	5
76	в смысле	2	5
77	можно сказать	3	5
78	и если	3	5
79	вместе с	7	5
80	как в	4	5
81	так же	4	5
82	то и	2	5
83	не может	7	5
84	в них	7	5
85	только и	3	5
86	так как	9	5
87	если мы	2	5
88	уже не	8	5
89	когда мы	2	5
90	или в	2	5
91	в этих	4	5
92	о том	9	5
93	уже в	3	4
94	с тем	5	4
95	и есть	2	4
96	в какой	6	4
97	и для	2	4
98	в одном	3	4
99	в самой	4	4
100	что его	2	4
101	это и	4	4
102	в этой	3	4
103	тем самым	4	4
104	несмотря на	3	4
105	в своей	2	4
106	никак не	2	4
107	что она	3	4
108	как бы	7	4
109	всяком случае	5	4
110	однако не	6	4
111	тем более	2	4
112	не имеет	2	4
113	и т	33	4
114	же в	4	4
115	с этим	4	4
116	в разных	2	4
117	а в	5	4
118	что не	5	4
119	можно было	6	4
120	как раз	8	4
121	в то	2	4
122	здесь как	2	4
123	с ним	5	4
124	в связи	3	3
125	к тому	5	3
126	и более	2	3
127	казалось бы	3	3
128	уже и	3	3
129	можно ли	2	3
130	были бы	2	3
131	если не	3	3
132	этом смысле	3	3
133	или иного	3	3
134	слова но	2	3
135	и как	2	3
136	но все	2	3
137	это есть	2	3
138	связи с	7	3
139	в истории	3	3
140	учение о	4	3
141	себе и	2	3
142	на себе	6	3
143	себе в	3	3
144	конечно не	2	3
145	между прочим	2	3
146	же и	2	3
147	и является	4	3
148	в его	12	3
149	только к	2	3
150	то это	3	3
151	что и	4	3
152	в зависимости	5	3
153	что в	17	3
154	меньше всего	2	3
155	не говоря	2	3
156	дело не	2	3
157	бы и	2	3
158	в своем	3	3
159	т д	14	3
160	не было	3	3
161	еще и	5	3
162	все равно	2	3
163	самом деле	9	3
164	для того	16	3
165	и на	4	3
166	тем что	8	3
167	из них	4	3
168	зависимости от	6	3
169	того или	4	3
170	а это	3	3
171	а если	3	3
172	как это	3	3
173	в области	7	3
174	как о	2	3
175	этого не	2	2
176	до того	2	2
177	в частности	4	2
178	для этого	3	2
179	другое дело	2	2
180	с основной	2	2
181	эти категории	2	2
182	не раз	2	2
183	была бы	3	2
184	и говорит	2	2
185	с его	4	2
186	и прочих	2	2
187	что они	4	2
188	заключается в	2	2
189	так называемая	2	2
190	для них	2	2
191	то только	2	2
192	в пределах	4	2
193	тот же	2	2
194	и может	3	2
195	том как	3	2
196	в это	2	2
197	что это	5	2
198	на его	3	2
199	в самом	10	2
200	по преимуществу	2	2
201	свидетельствует о	2	2
202	том чтобы	8	2
203	между собою	2	2
204	он не	2	2
205	относится к	2	2
206	в котором	3	2
207	все же	12	2
208	был в	2	2
209	или менее	3	2
210	а именно	2	2
211	и тогда	4	2
212	свидетельствуют о	2	2
213	и что	5	2
214	того чтобы	17	2
215	и он	3	2
216	действия и	2	2
217	с ними	4	2
218	а то	2	2
219	как они	2	2
220	то мы	3	2
221	как именно	2	2
222	xix века	5	2
223	и то	3	2
224	во все	2	2
225	к своему	2	2
226	очень много	2	2
227	в которой	6	2
228	того же	4	2
229	более или	3	2
230	идет речь	2	2
231	которое в	2	2
232	иное как	2	2
233	это было	2	2
