N	2gram	Propp_Isto_6	SlovoVZh
1	не может	6	16
2	может быть	11	14
3	и его	7	13
4	как бы	4	13
5	таким образом	12	12
6	и в	26	12
7	отношению к	2	11
8	по отношению	2	11
9	и не	10	10
10	если бы	3	9
11	так как	18	9
12	прежде всего	4	8
13	для нас	2	7
14	сказать что	3	7
15	в нем	8	6
16	все время	2	6
17	при этом	3	6
18	в том	12	6
19	только в	5	6
20	в ней	5	6
21	и др	2	5
22	то что	6	5
23	должна быть	3	5
24	никогда не	13	5
25	а не	2	5
26	можно сказать	2	5
27	то же	5	5
28	как и	5	5
29	том что	10	5
30	как в	6	5
31	что мы	2	5
32	но в	7	5
33	все же	8	4
34	жизни и	2	4
35	так и	5	4
36	от того	3	4
37	с другой	10	4
38	уже не	7	4
39	что не	2	4
40	зависимости от	2	4
41	не в	3	4
42	в этом	12	4
43	и на	12	4
44	его в	5	4
45	не только	10	4
46	в них	3	3
47	когда он	3	3
48	в своей	3	3
49	в некоторых	2	3
50	сих пор	4	3
51	и по	4	3
52	все эти	8	3
53	но и	9	3
54	того что	2	3
55	и наконец	3	3
56	ни в	2	3
57	так же	2	3
58	мы не	6	3
59	и с	6	3
60	о том	7	3
61	и ее	3	3
62	в себе	3	3
63	до сих	4	3
64	еще не	9	3
65	из этого	3	3
66	здесь не	2	3
67	с ним	8	3
68	но для	2	3
69	как только	3	2
70	с этой	2	2
71	зависит от	4	2
72	но мы	2	2
73	с его	4	2
74	что и	4	2
75	независимо от	3	2
76	но все	2	2
77	что в	12	2
78	данном случае	3	2
79	вместе с	8	2
80	в этих	2	2
81	на него	2	2
82	в форме	2	2
83	в своем	2	2
84	окно и	2	2
85	другой стороны	8	2
86	это не	4	2
87	мы имеем	14	2
88	и другие	3	2
89	с одной	7	2
90	к этому	3	2
91	связь с	11	2
92	и что	5	2
93	не есть	2	2
94	не так	2	2
95	как на	3	2
96	стороны и	2	2
97	и те	2	2
98	но это	4	2
99	такой же	3	2
100	в данном	3	2
101	и то	3	2
102	мы можем	7	2
103	но не	2	2
104	быть только	2	2
105	могут быть	3	2
106	имеем в	4	2
107	кроме того	3	2
108	она не	3	2
109	в то	5	2
110	одной стороны	7	2
111	там где	5	2
112	как это	5	2
113	ничего не	2	2
114	он не	2	2
115	в его	5	2
116	относится к	2	2
117	из него	2	2
