N	2gram	Tiupa_Anal_1	Komedia
1	и в	18	26
2	и не	21	14
3	едва ли	2	14
4	к тому	7	12
5	так и	4	12
6	и его	5	12
7	в том	27	11
8	тому же	4	11
9	может быть	29	11
10	но и	17	10
11	в этом	13	10
12	что в	5	9
13	столь же	4	9
14	том что	12	9
15	если бы	3	9
16	вместе с	4	9
17	было бы	2	8
18	и на	5	7
19	из них	2	7
20	не только	15	7
21	что и	3	7
22	на себя	2	7
23	то что	6	6
24	еще не	3	6
25	в нем	3	6
26	в двух	2	6
27	того чтобы	3	6
28	потому что	2	6
29	в то	9	6
30	о том	5	6
31	таким образом	3	6
32	с его	3	5
33	в которой	2	5
34	что он	3	5
35	в качестве	31	5
36	один из	2	5
37	ни в	4	5
38	для того	4	5
39	и с	2	5
40	место в	3	4
41	в частности	19	4
42	прежде всего	6	4
43	из этих	2	4
44	как мы	2	4
45	как и	13	4
46	в целом	5	4
47	как будто	3	4
48	в его	13	4
49	еще в	2	4
50	мира в	2	4
51	все же	4	4
52	в самом	6	4
53	более чем	4	4
54	точки зрения	6	4
55	в начале	2	4
56	в наиболее	3	4
57	только в	6	4
58	так как	2	4
59	между тем	5	4
60	том числе	3	3
61	вопрос о	2	3
62	отношению к	5	3
63	но не	10	3
64	того же	4	3
65	же время	6	3
66	и сам	2	3
67	никто не	3	3
68	из которых	4	3
69	как правило	4	3
70	в котором	3	3
71	себя в	6	3
72	в своей	6	3
73	в их	5	3
74	по отношению	6	3
75	дело с	4	3
76	той же	2	3
77	то же	9	3
78	к нему	3	3
79	а в	9	3
80	не может	22	3
81	как он	3	3
82	в этой	5	3
83	могла бы	3	3
84	но в	8	3
85	ни было	4	2
86	если в	3	2
87	и есть	3	2
88	отнюдь не	15	2
89	однако в	3	2
90	в нашем	3	2
91	не всегда	4	2
92	то ни	3	2
93	в какой	2	2
94	с другой	4	2
95	это не	6	2
96	вовсе не	2	2
97	что именно	2	2
98	нет и	2	2
99	и к	3	2
100	не в	14	2
101	в силу	3	2
102	х годов	2	2
103	на этом	2	2
104	бы то	3	2
105	перед лицом	6	2
106	как известно	3	2
107	одной стороны	3	2
108	одним из	3	2
109	он не	3	2
110	что из	2	2
111	как бы	5	2
112	которые в	2	2
113	даже в	3	2
114	не является	2	2
115	хотя бы	3	2
116	и т	3	2
117	в мире	8	2
118	отношение к	2	2
119	не говоря	2	2
120	со стороны	2	2
121	в отличие	6	2
122	т п	3	2
123	с одной	3	2
124	в той	8	2
125	не более	4	2
126	в принципе	8	2
127	отличие от	6	2
128	роль в	2	2
129	из четырех	2	2
130	не следует	4	2
131	и все	3	2
132	в первом	2	2
133	мы имеем	6	2
134	в состав	3	2
