N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	26
2	так же	8	18
3	то что	2	16
4	не только	14	15
5	что в	12	14
6	может быть	2	14
7	же как	4	13
8	но и	10	12
9	связь с	3	12
10	что он	6	10
11	так и	6	10
12	таким образом	8	10
13	и его	13	10
14	что и	7	9
15	все же	2	9
16	и не	15	9
17	его в	5	9
18	так как	6	9
19	то же	11	8
20	а в	4	8
21	превращается в	2	7
22	во время	12	7
23	об этом	4	7
24	как и	10	7
25	в качестве	2	7
26	он не	6	7
27	как в	3	7
28	в этом	14	7
29	мы видим	5	6
30	мы видели	7	6
31	когда он	2	6
32	вместе с	3	6
33	не может	5	6
34	а не	4	6
35	к нему	2	6
36	потому что	7	6
37	мы можем	2	6
38	как он	3	6
39	совершенно так	2	6
40	у него	4	5
41	и как	5	5
42	это не	3	5
43	в одном	3	5
44	к этому	2	5
45	это и	5	5
46	но не	4	5
47	и только	2	5
48	ничего не	4	5
49	в его	13	5
50	и у	5	5
51	мы уже	4	5
52	до сих	3	5
53	и др	8	5
54	сих пор	3	5
55	как мы	8	5
56	эта связь	4	5
57	и что	2	5
58	не в	7	5
59	и с	10	5
60	и здесь	4	5
61	в другом	3	5
62	но в	14	5
63	вовсе не	8	4
64	в доме	4	4
65	в своей	3	4
66	в этот	2	4
67	даже в	2	4
68	он в	2	4
69	так в	2	4
70	здесь не	6	4
71	но эта	2	4
72	и даже	4	4
73	но он	3	4
74	в которых	3	4
75	о том	4	4
76	перед нами	4	3
77	он должен	2	3
78	в одной	3	3
79	из этих	3	3
80	своего отца	3	3
81	на котором	2	3
82	в том	10	3
83	по существу	3	3
84	том что	7	3
85	но это	5	3
86	при этом	2	3
87	связанные с	3	3
88	и другие	3	3
89	и если	2	3
90	например в	5	3
91	относится к	2	3
92	как бы	12	3
93	все эти	5	3
94	а также	4	3
95	и он	3	3
96	но мы	2	3
97	на него	2	3
98	данном случае	2	3
99	что она	3	3
100	а именно	2	3
101	как это	4	3
102	всякого рода	2	3
103	в свете	2	3
104	не мог	4	3
105	не имеет	3	3
106	в данном	2	3
107	связи с	6	3
108	только в	4	3
109	переходит в	2	3
110	человека с	5	3
111	что эта	2	3
112	с представлением	2	3
113	там где	3	3
114	с миром	8	3
115	о чем	3	3
116	не могут	2	2
117	с тем	2	2
118	связанных с	3	2
119	не менее	3	2
120	и есть	2	2
121	в своем	11	2
122	и во	4	2
123	с этим	4	2
124	и все	7	2
125	с помощью	3	2
126	человеком и	2	2
127	видим что	2	2
128	его как	4	2
129	ни в	3	2
130	этот момент	3	2
131	есть в	3	2
132	в истории	2	2
133	на этом	5	2
134	у нее	2	2
135	есть и	5	2
136	и там	2	2
137	было бы	2	2
138	том как	2	2
139	средние века	2	2
140	конечно не	2	2
141	хотя и	5	2
142	что на	3	2
143	между человеком	2	2
144	не могло	3	2
145	вступают в	2	2
146	еще один	2	2
147	хотя бы	2	2
148	в нем	10	2
149	в целом	2	2
150	не хочет	2	2
151	на том	2	2
152	от того	3	2
153	и их	5	2
154	все это	7	2
155	что это	2	2
156	в связи	5	2
157	происходит в	2	2
158	и за	2	2
159	и вот	3	2
160	лишь в	2	2
161	того что	3	2
162	на этот	3	2
163	право на	10	2
164	тут же	2	2
165	и на	5	2
166	сказать что	4	2
167	в средние	2	2
168	во все	2	2
169	же самое	2	2
170	в этой	6	2
171	но этот	3	2
172	представлением о	2	2
173	в особенности	2	2
174	так например	2	2
