N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	49
2	то есть	40	32
3	прежде всего	9	19
4	в его	9	18
5	не только	14	17
6	и его	6	17
7	и на	11	17
8	и не	27	15
9	в этом	16	15
10	только в	6	13
11	но и	12	13
12	как и	12	11
13	как бы	19	11
14	и т.п	14	11
15	смех и	2	10
16	вовсе не	9	10
17	в этой	3	10
18	все это	6	9
19	в романе	6	9
20	для него	2	9
21	в нем	17	9
22	в сущности	7	8
23	отношение к	3	8
24	все же	4	7
25	жизни и	5	7
26	не может	19	7
27	таким образом	4	7
28	то же	6	7
29	все эти	4	7
30	как мы	12	7
31	то что	4	6
32	в себя	4	6
33	же время	5	6
34	здесь в	2	6
35	мы уже	3	6
36	времени и	2	6
37	во всех	5	6
38	так и	4	6
39	у рабле	2	6
40	рядом с	5	6
41	сказать что	2	6
42	и с	7	6
43	но он	3	6
44	точки зрения	11	6
45	в то	5	6
46	так как	5	6
47	с его	5	5
48	никогда не	6	5
49	в своем	3	5
50	уже в	4	5
51	из этих	3	5
52	но не	4	5
53	при этом	5	5
54	может быть	23	5
55	в своей	3	5
56	с точки	9	5
57	в духе	2	4
58	с другой	3	4
59	и во	3	4
60	в жизни	5	4
61	и к	9	4
62	в себе	7	4
63	том что	4	4
64	но все	2	4
65	одна из	2	4
66	и о	3	4
67	в свое	2	4
68	в этих	4	4
69	значение в	2	4
70	и до	3	4
71	сих пор	8	4
72	до сих	8	4
73	в известной	2	4
74	отношения к	2	4
75	не было	2	4
76	а в	2	4
77	мы находим	5	4
78	лишь в	2	4
79	тем что	3	4
80	там где	2	4
81	с ним	2	4
82	но в	6	4
83	например у	2	3
84	превращается в	4	3
85	но здесь	3	3
86	в одном	11	3
87	человека и	3	3
88	на все	2	3
89	что он	6	3
90	в том	9	3
91	да и	4	3
92	во всем	4	3
93	большей или	2	3
94	но именно	3	3
95	в большей	2	3
96	не дает	2	3
97	было бы	3	3
98	в последующих	3	3
99	в самом	9	3
100	меньшей степени	2	3
101	свое время	2	3
102	раз в	2	3
103	с ее	3	3
104	ни в	6	3
105	образов и	2	3
106	но эти	4	3
107	другой стороны	3	3
108	и все	9	3
109	и других	4	3
110	к нему	5	3
111	можно было	2	3
112	или меньшей	2	3
113	так в	2	3
114	его творчества	3	3
115	также и	3	3
116	их в	3	3
117	смены и	2	3
118	карнавального типа	2	3
119	далеко не	3	3
120	о том	5	3
121	и это	3	3
122	смех в	3	3
123	в виду	4	3
124	автора и	2	2
125	диалога в	3	2
126	сознания и	2	2
127	что в	4	2
128	на фоне	6	2
129	отчасти и	2	2
130	могут быть	2	2
131	за пределы	5	2
132	эти явления	3	2
133	имеем в	3	2
134	для понимания	2	2
135	на площади	5	2
136	на то	3	2
137	в условиях	3	2
138	можно сказать	4	2
139	в отношении	3	2
140	без всякого	2	2
141	в самой	5	2
142	по существу	3	2
143	но это	6	2
144	лишь как	2	2
145	мы сказали	3	2
146	есть в	6	2
147	все что	2	2
148	ничего не	2	2
149	до конца	4	2
150	мы здесь	2	2
151	в пределах	10	2
152	еще не	7	2
153	и другие	3	2
154	в формах	3	2
155	совершенно не	4	2
156	в произведениях	2	2
157	одним из	3	2
158	у него	5	2
159	хотя и	6	2
160	к ней	2	2
161	в него	6	2
162	речь и	2	2
163	себе и	3	2
164	в мире	3	2
165	вместе с	2	2
166	в их	4	2
167	целый ряд	2	2
168	того как	2	2
169	и даже	3	2
170	так же	3	2
171	особенно в	5	2
172	здесь с	2	2
173	жизнь и	3	2
174	во всяком	2	2
175	и следовательно	2	2
176	в другом	2	2
177	и т.д	3	2
178	в конце	3	2
179	в художественном	2	2
180	в произведении	2	2
181	здесь не	4	2
182	он как	2	2
183	мы можем	4	2
