N	2gram	Voloshinov_2	Problemy
1	и в	19	46
2	то есть	2	40
3	чужое слово	8	40
4	и не	19	27
5	может быть	28	23
6	чужого слова	13	23
7	как бы	19	19
8	не может	18	19
9	в нем	11	17
10	в этом	15	16
11	не только	13	14
12	и т.п	10	14
13	слова в	8	13
14	перед нами	3	12
15	но и	10	12
16	как и	9	12
17	как мы	15	12
18	на чужое	3	11
19	и на	5	11
20	точки зрения	17	11
21	а не	9	11
22	не в	10	10
23	в пределах	10	10
24	между ними	2	10
25	прежде всего	7	9
26	в том	7	9
27	в большинстве	5	9
28	в самом	6	9
29	и все	6	9
30	вовсе не	11	9
31	в его	5	9
32	с точки	13	9
33	большинстве случаев	5	8
34	до сих	3	8
35	конечно не	4	8
36	сих пор	3	8
37	или в	2	8
38	и с	2	7
39	по себе	3	7
40	еще не	3	7
41	в сущности	14	7
42	как раз	4	7
43	слово и	3	7
44	в себе	4	7
45	слова и	6	7
46	никогда не	7	6
47	ни в	6	6
48	друг друга	2	6
49	слово в	3	6
50	но в	7	6
51	что он	4	6
52	мы увидим	2	6
53	то же	16	6
54	и он	2	6
55	и его	16	6
56	только в	8	6
57	это не	4	5
58	же время	8	5
59	при этом	9	5
60	в котором	3	5
61	к нему	5	5
62	жизни и	2	5
63	по отношению	8	5
64	рядом с	2	5
65	в то	8	5
66	так как	3	5
67	в жизни	2	5
68	слова на	3	5
69	с его	8	5
70	у него	2	5
71	к другому	5	5
72	за пределы	3	5
73	о том	3	5
74	если же	2	5
75	отношению к	8	5
76	во всех	6	5
77	если мы	6	5
78	речи и	13	5
79	так сказать	14	5
80	уже в	2	4
81	что в	2	4
82	в этих	3	4
83	да и	3	4
84	до конца	2	4
85	по мере	4	4
86	слово как	2	4
87	в их	5	4
88	таким образом	14	4
89	все эти	3	4
90	в направлении	6	4
91	должно быть	3	4
92	он и	2	4
93	и здесь	5	4
94	мы не	2	4
95	мы можем	6	4
96	не знает	2	4
97	том что	10	4
98	чужую речь	7	4
99	но не	2	4
100	на границе	2	4
101	совершенно не	5	4
102	он не	3	4
103	все же	5	4
104	то что	4	4
105	в процессе	18	4
106	так и	10	4
107	на чужую	2	4
108	приводит к	2	4
109	самом деле	9	4
110	диалога в	2	3
111	в отношении	4	3
112	с другой	3	3
113	на то	4	3
114	в своем	2	3
115	более или	2	3
116	в формах	4	3
117	одним из	2	3
118	но для	2	3
119	и для	7	3
120	не к	3	3
121	и их	4	3
122	и до	3	3
123	так же	5	3
124	с помощью	6	3
125	и даже	2	3
126	конечно и	2	3
127	в диалоге	2	3
128	бы в	4	3
129	если бы	11	3
130	в единстве	4	3
131	не как	3	3
132	в различных	3	3
133	более того	6	3
134	мы сказали	3	3
135	того же	5	3
136	ведь это	2	3
137	слов и	3	3
138	было бы	4	3
139	мы уже	6	3
140	чужой речи	53	3
141	в своей	3	3
142	и о	2	3
143	что и	3	3
144	себя в	2	3
145	или менее	2	3
146	только на	4	3
147	в отличие	3	3
148	еще более	2	3
149	в той	5	3
150	в речи	2	3
151	тем же	4	3
152	той же	3	3
153	в слове	4	3
154	слова как	2	3
155	тем что	2	3
156	в этой	3	3
157	и т.д	4	3
158	далеко не	2	3
159	установка на	2	3
160	и это	3	3
161	отличие от	3	3
162	разобранные нами	2	3
163	данное слово	4	2
164	должна быть	4	2
165	высказывание в	8	2
166	чужое высказывание	9	2
167	в одной	2	2
168	мысли и	3	2
169	и речь	2	2
170	на все	2	2
171	вопрос о	2	2
172	для понимания	3	2
173	его к	2	2
174	или иной	5	2
175	авторский контекст	4	2
176	к тому	6	2
177	оно является	2	2
178	все время	2	2
179	как если	4	2
180	следовательно и	2	2
181	и как	6	2
182	лишь как	2	2
183	конкретного высказывания	3	2
184	в конкретном	3	2
185	лингвистики и	2	2
186	смысле слова	5	2
187	для него	9	2
188	мы здесь	2	2
189	прямая речь	10	2
190	и следовательно	6	2
191	той или	4	2
192	и является	2	2
193	и тем	4	2
194	значение в	4	2
195	языка и	15	2
196	влияние на	4	2
197	авторского контекста	8	2
198	отношения к	2	2
199	вступить в	3	2
200	не было	3	2
201	то такой	2	2
202	они не	2	2
203	лишь в	14	2
204	в системе	2	2
205	как слово	5	2
206	речь и	4	2
207	а в	3	2
208	сказать что	4	2
209	в узком	2	2
210	именно как	2	2
211	языка в	3	2
212	от одного	3	2
213	монологического высказывания	5	2
214	предметное значение	2	2
215	авторской речи	4	2
216	между тем	6	2
217	а как	4	2
218	сознания и	3	2
219	и всякое	2	2
220	всякое высказывание	3	2
221	с этим	3	2
222	из одного	4	2
223	стороны и	2	2
224	у нас	3	2
225	одна из	7	2
226	здесь в	2	2
227	выходят за	2	2
228	в корне	3	2
229	но ведь	3	2
230	этого слова	5	2
231	на почве	9	2
232	и пр	25	2
233	системе языка	5	2
234	вместе с	2	2
235	в языке	7	2
236	узком смысле	2	2
237	бы не	2	2
238	хотя бы	6	2
239	речь в	4	2
240	высказывания и	11	2
241	ничего не	4	2
242	в атмосфере	2	2
243	в данном	5	2
244	во всяком	3	2
245	от этого	2	2
246	могут быть	3	2
247	в другом	3	2
248	зрения своего	2	2
249	может стать	2	2
250	отношении к	5	2
251	там где	2	2
