N	2gram	Potebnia_M_2	Psycholo
1	то что	20	32
2	и в	24	31
3	в том	18	30
4	и т	6	26
5	то есть	30	26
6	что в	16	23
7	может быть	23	22
8	таким образом	11	20
9	при этом	13	19
10	так как	10	18
11	не может	12	17
12	как и	7	16
13	том что	8	16
14	и не	19	16
15	т п	3	16
16	только в	11	14
17	а не	18	13
18	не только	15	13
19	что и	11	13
20	так же	2	12
21	если мы	3	12
22	мы не	11	12
23	в этом	8	12
24	в самом	4	11
25	с таким	3	11
26	могут быть	8	11
27	не в	13	11
28	на то	5	10
29	того что	7	10
30	потому что	49	10
31	по себе	15	9
32	как в	10	9
33	самом деле	2	9
34	никогда не	4	8
35	вместе с	11	8
36	все это	2	8
37	т д	3	8
38	и что	4	8
39	во всяком	7	8
40	что мы	11	8
41	что он	4	7
42	есть в	2	7
43	только тогда	3	7
44	и его	2	7
45	того чтобы	2	7
46	тому как	4	7
47	сказать что	2	7
48	о том	5	7
49	что это	3	6
50	вовсе не	9	6
51	очевидно что	3	6
52	одной стороны	3	6
53	внутренняя форма	4	6
54	было бы	13	6
55	если бы	11	6
56	из этих	4	6
57	вслед за	3	6
58	всяком случае	7	6
59	а в	8	6
60	что она	3	6
61	для того	5	6
62	в его	2	6
63	и есть	2	5
64	само по	2	5
65	и все	3	5
66	тогда когда	10	5
67	все же	5	5
68	так что	10	5
69	мы видим	2	5
70	с одной	4	5
71	то время	4	5
72	для нас	31	5
73	в какой	2	5
74	как бы	9	5
75	в целом	3	5
76	другой стороны	2	5
77	и для	3	5
78	то же	12	5
79	отдельных лиц	2	5
80	с другой	6	5
81	время как	4	5
82	подобно тому	4	5
83	в то	6	5
84	в которой	5	4
85	в котором	4	4
86	прежде всего	7	4
87	тому что	2	4
88	столь же	5	4
89	одной и	2	4
90	в себе	10	4
91	указывает на	2	4
92	одна из	4	4
93	у него	2	4
94	и если	4	4
95	у нас	2	4
96	от себя	2	4
97	один из	2	4
98	в этих	3	4
99	со стороны	3	4
100	к этому	2	4
101	те же	3	4
102	и у	3	4
103	мы можем	12	4
104	этого слова	6	4
105	там где	4	4
106	между тем	6	4
107	как это	2	4
108	под влиянием	8	3
109	уже в	5	3
110	совсем не	2	3
111	не могут	7	3
112	как на	3	3
113	с тем	4	3
114	состоит в	2	3
115	что у	2	3
116	в состоянии	6	3
117	с в	2	3
118	точно так	9	3
119	что все	2	3
120	в каждом	2	3
121	вопрос о	2	3
122	в собственном	2	3
123	а потому	5	3
124	что на	3	3
125	мы знаем	2	3
126	но это	3	3
127	но не	12	3
128	все что	3	3
129	не можем	6	3
130	до сих	4	3
131	например в	3	3
132	хотя и	3	3
133	в слове	13	3
134	себе не	4	3
135	но мы	3	3
136	сих пор	4	3
137	не есть	6	3
138	и той	2	3
139	так и	5	3
140	разница между	2	3
141	не было	6	3
142	что оно	4	3
143	и других	2	3
144	от того	5	3
145	но только	2	3
146	должны быть	4	3
147	тем же	3	3
148	и по	2	3
149	разницы между	2	3
150	той же	3	3
151	в таком	4	3
152	в обществе	2	3
153	и только	6	3
154	с этим	7	3
155	внутренней формы	2	3
156	слова в	5	3
157	внутреннюю форму	3	3
158	во всем	2	3
159	может стать	2	3
160	и это	2	3
161	когда мы	2	3
162	мысли в	3	3
163	на деле	3	3
164	но в	4	3
165	не менее	5	2
166	на вопрос	3	2
167	такой же	4	2
168	сама по	2	2
169	независимо от	9	2
170	этом смысле	2	2
171	главным образом	4	2
172	и как	6	2
173	но даже	3	2
174	себе представить	2	2
175	в них	5	2
176	и во	3	2
177	и от	3	2
178	одного и	6	2
179	которое может	2	2
180	человека и	3	2
181	в жизни	2	2
182	представлений в	4	2
183	с ним	5	2
184	и здесь	2	2
185	и вместе	4	2
186	есть не	5	2
187	смысле этого	3	2
188	а только	8	2
189	бы что	2	2
190	или не	5	2
191	тем не	6	2
192	уже не	4	2
193	и потому	2	2
194	себя и	2	2
195	что они	5	2
196	более или	8	2
197	есть нечто	3	2
198	того же	14	2
199	что само	3	2
200	но что	2	2
201	не дает	2	2
202	что с	2	2
203	тот же	5	2
204	и может	3	2
205	и тот	2	2
206	по поводу	6	2
207	с теми	2	2
208	что такое	2	2
209	и их	5	2
210	имеет место	2	2
211	к другим	3	2
212	и следовательно	2	2
213	далеко не	3	2
214	чувства и	4	2
215	и тем	3	2
216	в нем	9	2
217	не знаем	2	2
218	из них	5	2
219	но и	9	2
220	или менее	8	2
221	и тогда	3	2
222	только что	3	2
223	то и	9	2
224	в нас	3	2
225	что есть	2	2
226	в связи	2	2
227	таким путем	4	2
228	на самом	2	2
229	в себя	2	2
230	тем самым	4	2
231	мысли а	2	2
232	есть только	6	2
233	от него	4	2
234	его не	3	2
235	что для	3	2
236	в чем	7	2
237	нас в	2	2
238	их в	2	2
239	бы ни	5	2
240	что только	2	2
241	одно из	3	2
242	в каком	3	2
243	мысли но	2	2
244	как например	3	2
245	в сознании	23	2
246	и то	3	2
247	бы в	2	2
248	его в	3	2
249	как он	4	2
250	таком случае	2	2
251	одном из	4	2
252	внешняя форма	3	2
253	не то	2	2
254	в одном	6	2
255	и поэтому	2	2
256	стало быть	4	2
