N	2gram	Bakhtin_Fr_1	Mirosoze
1	может быть	6	30
2	не только	10	29
3	и в	65	28
4	не может	3	28
5	но и	10	25
6	он не	2	24
7	в этом	15	20
8	не в	4	16
9	потому что	5	16
10	в ней	6	15
11	в своей	5	15
12	никогда не	6	14
13	он был	2	14
14	до конца	2	14
15	в нем	13	13
16	и он	2	12
17	и это	2	12
18	для него	5	11
19	в самом	4	11
20	и не	22	11
21	что в	3	10
22	в своем	8	10
23	прежде всего	11	10
24	и все	5	10
25	что он	3	10
26	и потому	10	10
27	в его	9	9
28	и его	10	9
29	но не	2	8
30	в самой	3	7
31	того что	2	7
32	но в	14	7
33	нет ничего	3	7
34	менее всего	3	7
35	к нему	3	7
36	в себе	3	7
37	в том	16	6
38	в этой	4	6
39	все это	9	6
40	и на	11	6
41	только в	7	6
42	не могут	3	5
43	это не	3	5
44	и человека	2	5
45	мира и	4	5
46	как и	5	5
47	то что	3	5
48	нет и	2	5
49	в этих	2	4
50	не знает	6	4
51	не к	2	4
52	отношение к	4	4
53	ни с	2	4
54	в их	4	4
55	отношения к	2	4
56	и по	2	4
57	точки зрения	7	4
58	в них	5	4
59	xix века	5	4
60	от него	2	4
61	за пределы	8	4
62	или к	2	4
63	уже не	3	4
64	и вот	2	3
65	к тому	2	3
66	для нас	4	3
67	и их	3	3
68	в свете	2	3
69	особенно в	2	3
70	мир в	3	3
71	и еще	4	3
72	его в	7	3
73	так как	6	3
74	это очень	2	3
75	в мир	2	3
76	то есть	45	3
77	и с	3	3
78	с его	5	3
79	одно из	6	3
80	людьми и	2	3
81	в жизни	4	3
82	интерес к	2	3
83	в ее	3	3
84	том что	6	3
85	ничего не	3	3
86	не была	2	3
87	связана с	5	2
88	по своему	8	2
89	и от	2	2
90	с их	5	2
91	одним из	2	2
92	на этот	2	2
93	в виду	3	2
94	жизни и	7	2
95	могут быть	2	2
96	все эти	10	2
97	мир этот	2	2
98	есть только	2	2
99	сказать что	6	2
100	в более	3	2
101	даже и	3	2
102	он и	3	2
103	по своей	3	2
104	как бы	22	2
105	о том	2	2
106	начало в	4	2
107	с ним	3	2
108	в основе	8	2
109	жизни в	5	2
110	и во	3	2
111	этот мир	2	2
112	мы видим	2	2
113	литературы и	5	2
114	до сих	4	2
115	века в	5	2
116	и к	4	2
117	о нем	3	2
118	все же	6	2
119	в свой	2	2
120	сих пор	4	2
121	который был	2	2
122	как в	5	2
123	мысли и	4	2
124	приводит к	2	2
125	и самый	2	2
126	входит в	4	2
127	разного рода	3	2
128	истории и	2	2
129	в той	5	2
130	и у	6	2
131	и для	2	2
132	на протяжении	5	2
