N	2gram	Bakhtin_Fr_5	Dialekti
1	и не	15	30
2	и в	45	18
3	ничего не	4	17
4	может быть	2	17
5	точки зрения	4	17
6	в нем	10	16
7	и есть	2	16
8	ни в	3	15
9	не имеет	3	15
10	а не	4	14
11	потому что	7	14
12	что в	12	13
13	то что	2	13
14	не только	14	13
15	и даже	4	13
16	было бы	2	12
17	и что	2	12
18	с точки	2	12
19	в этом	14	12
20	не может	5	12
21	что это	2	11
22	что он	6	11
23	как бы	12	11
24	все это	7	11
25	так как	6	11
26	прежде всего	10	10
27	несмотря на	2	10
28	то же	11	10
29	сказать что	4	10
30	это не	3	9
31	в том	10	9
32	так и	6	9
33	том что	7	9
34	но это	5	8
35	к нему	2	8
36	вовсе не	8	7
37	и как	5	7
38	но и	10	7
39	что она	3	7
40	мы находим	4	7
41	также и	7	7
42	можно сказать	2	6
43	хотя бы	2	6
44	не было	3	6
45	и вот	3	6
46	не в	7	6
47	его не	4	6
48	в то	11	6
49	и ни	3	6
50	и образ	3	6
51	в чем	2	6
52	с ним	5	6
53	но в	14	6
54	в своем	11	5
55	есть и	5	5
56	не нуждается	2	5
57	все же	2	5
58	в отношении	2	5
59	в особенности	2	5
60	и он	3	5
61	а в	4	5
62	можно было	4	5
63	и с	10	5
64	говорить о	2	5
65	нисколько не	3	4
66	в конце	7	4
67	к тому	2	4
68	что эта	2	4
69	об этом	4	4
70	это и	5	4
71	мы видим	5	4
72	но не	4	4
73	же время	9	4
74	внешнее и	2	4
75	хотя и	5	4
76	так же	8	4
77	как раз	5	4
78	и притом	2	4
79	как мы	8	4
80	почти всегда	3	4
81	мы можем	2	4
82	к ней	2	4
83	и вообще	2	4
84	о том	4	4
85	как он	3	4
86	и жизни	2	4
87	как это	4	4
88	всех этих	6	3
89	и внешнее	2	3
90	в них	6	3
91	точку зрения	2	3
92	но эта	2	3
93	что и	7	3
94	вплоть до	2	3
95	уже и	2	3
96	конечно не	2	3
97	и о	4	3
98	он не	6	3
99	в его	13	3
100	если в	2	3
101	даже в	2	3
102	один из	2	3
103	жизни и	8	3
104	но она	3	3
105	мысли и	6	3
106	в их	4	3
107	в самом	4	3
108	еще и	3	3
109	на самом	5	3
110	самом деле	5	3
111	жизнь и	2	3
112	в данном	2	3
113	и та	2	3
114	в основе	4	3
115	в ней	8	3
116	нуждается в	3	3
117	только в	4	3
118	и все	7	3
119	бы в	4	3
120	от этого	2	3
121	на этом	5	2
122	не менее	3	2
123	поэтому и	3	2
124	но они	3	2
125	находим в	3	2
126	того что	3	2
127	же как	4	2
128	именно в	3	2
129	в качестве	2	2
130	как в	3	2
131	эти последние	2	2
132	и от	4	2
133	из этих	3	2
134	в каждом	2	2
135	к этому	2	2
136	как и	10	2
137	такой же	4	2
138	связанные с	3	2
139	тому же	4	2
140	здесь в	4	2
141	для него	3	2
142	до сих	3	2
143	для того	6	2
144	о чем	3	2
145	и больше	2	2
146	гете и	2	2
147	относится к	2	2
148	в своей	3	2
149	и их	5	2
150	сих пор	3	2
151	с этим	4	2
152	этом отношении	5	2
153	все эти	5	2
154	если мы	2	2
155	в эпоху	7	2
156	чтобы не	2	2
157	можно говорить	2	2
158	и у	5	2
159	и для	3	2
160	между собою	4	2
161	он и	3	2
162	ко всему	2	2
163	в которых	3	2
164	в другом	3	2
165	и это	4	2
166	почти все	3	2
167	заметить что	2	2
168	которая не	2	2
169	почти не	2	2
170	нет ни	2	2
171	это было	4	2
