N	2gram	Vygotskiy__3	VeschiIm
1	не может	7	33
2	не только	12	31
3	может быть	19	29
4	и не	10	28
5	и в	38	26
6	то что	35	24
7	и т	14	21
8	т д	4	20
9	а не	7	20
10	не просто	2	18
11	есть только	2	17
12	и следовательно	2	15
13	что она	16	14
14	только в	4	14
15	и что	18	13
16	того что	4	13
17	что это	10	12
18	было бы	12	12
19	но и	5	12
20	сказать что	4	12
21	все же	8	12
22	и то	8	12
23	и ее	2	12
24	что же	2	11
25	таким образом	12	11
26	то же	10	10
27	уже не	2	10
28	в ней	15	10
29	как бы	14	10
30	и больше	2	10
31	потому что	14	10
32	в том	25	9
33	в самом	25	9
34	что не	3	9
35	еще и	2	9
36	на то	16	8
37	но это	3	8
38	с ее	2	8
39	в себе	4	8
40	смысл и	4	8
41	и это	8	8
42	ничего не	2	8
43	совершенно не	5	7
44	что оно	2	7
45	в то	3	7
46	его в	3	7
47	так как	6	7
48	том что	14	7
49	указывает на	6	7
50	как раз	8	7
51	в этом	13	7
52	ли это	2	7
53	ее не	3	6
54	оно есть	2	6
55	так что	8	6
56	и как	8	6
57	это есть	2	6
58	что они	4	6
59	но что	2	6
60	что в	20	6
61	для него	2	6
62	но если	4	6
63	со стороны	2	6
64	и только	3	6
65	точки зрения	16	6
66	когда мы	2	6
67	но в	3	6
68	ясно что	6	6
69	одно и	3	6
70	она не	6	6
71	если мы	6	6
72	с ним	2	6
73	должна быть	5	5
74	с этой	2	5
75	не в	12	5
76	свою очередь	2	5
77	для этого	2	5
78	а в	7	5
79	или не	2	5
80	как к	2	5
81	с самой	2	5
82	с тем	8	5
83	если бы	14	5
84	отнюдь не	2	5
85	в свою	4	5
86	в ее	7	5
87	у нас	2	5
88	одна из	4	5
89	того же	3	5
90	в сущности	10	5
91	и для	4	5
92	как только	3	4
93	я не	5	4
94	в своем	5	4
95	с другой	7	4
96	как же	2	4
97	и мы	13	4
98	только то	2	4
99	из них	6	4
100	то и	3	4
101	быть не	2	4
102	сам себя	2	4
103	и даже	4	4
104	с этим	8	4
105	о том	6	4
106	и более	2	4
107	и все	10	4
108	то это	2	4
109	как и	8	4
110	во всех	4	4
111	и о	3	4
112	должен быть	3	4
113	что и	4	4
114	с точки	9	4
115	мы не	5	4
116	в данном	2	4
117	тем что	3	4
118	и другое	4	3
119	она должна	3	3
120	никогда не	4	3
121	что именно	2	3
122	к тому	6	3
123	несмотря на	5	3
124	на этом	5	3
125	в нем	4	3
126	все это	3	3
127	отношения к	2	3
128	что смысл	2	3
129	их в	2	3
130	к себе	2	3
131	но как	2	3
132	себя как	2	3
133	на это	3	3
134	в одном	8	3
135	один из	6	3
136	что он	11	3
137	она может	3	3
138	мы видим	12	3
139	есть именно	2	3
140	могла бы	3	3
141	тот же	3	3
142	по самому	2	3
143	к ней	2	3
144	по смыслу	2	3
145	в своей	5	3
146	вместе с	5	3
147	а с	2	3
148	в той	5	3
149	самом деле	21	3
150	бы в	3	3
151	того чтобы	9	3
152	хотя бы	2	3
153	не то	4	3
154	в основе	3	3
155	где она	3	2
156	казалось бы	5	2
157	тому что	6	2
158	была бы	2	2
159	ни в	3	2
160	в самой	4	2
161	и если	6	2
162	и та	2	2
163	мы уже	7	2
164	в виду	4	2
165	и тем	3	2
166	и уже	2	2
167	в первой	2	2
168	образом и	2	2
169	данном случае	2	2
170	но только	8	2
171	мы говорили	3	2
172	она могла	2	2
173	оба эти	3	2
174	и вот	2	2
175	заключается в	7	2
176	не мог	4	2
177	который мы	3	2
178	так же	2	2
179	в своих	4	2
180	что только	2	2
181	как это	6	2
182	то есть	15	2
183	мы можем	7	2
184	но они	2	2
185	на их	2	2
186	ли что	2	2
187	и во	2	2
188	если он	4	2
189	остановиться на	2	2
190	и эти	2	2
191	о которых	9	2
192	а я	3	2
193	в силу	2	2
194	признать что	2	2
195	в качестве	2	2
196	и может	2	2
197	наряду с	3	2
198	никак не	7	2
199	он не	6	2
200	и когда	5	2
201	и этот	3	2
202	когда он	4	2
203	как в	4	2
204	как мы	7	2
205	для того	8	2
206	к чему	6	2
207	и его	6	2
208	той же	2	2
209	с но	2	2
210	во всяком	2	2
211	том как	2	2
