N	2gram	Bakhtin_Fr_1	Problemy
1	и не	22	31
2	и в	65	29
3	в его	9	24
4	может быть	6	24
5	в этом	15	22
6	как бы	22	19
7	в нем	13	19
8	точки зрения	7	19
9	для него	5	18
10	не только	10	15
11	то что	3	15
12	но и	10	14
13	и его	10	14
14	рядом с	5	14
15	уже не	3	13
16	с точки	3	13
17	как и	5	12
18	не может	3	12
19	в одном	5	10
20	в самом	4	10
21	только в	7	10
22	с его	5	9
23	это не	3	9
24	все же	6	9
25	в романе	2	9
26	но не	2	9
27	о нем	3	9
28	все эти	10	9
29	в своем	8	8
30	до конца	2	8
31	что он	3	8
32	что в	3	8
33	в своей	5	8
34	потому что	5	8
35	в том	16	8
36	прежде всего	11	7
37	вовсе не	18	7
38	том что	6	7
39	не в	4	7
40	за пределы	8	7
41	так и	10	7
42	в форме	3	7
43	входит в	4	7
44	и на	11	7
45	в себе	3	7
46	мира и	4	7
47	но в	14	7
48	все это	9	6
49	не могут	3	6
50	в целом	2	6
51	несмотря на	2	6
52	к нему	3	6
53	одним из	2	6
54	как в	5	6
55	как раз	3	6
56	в самой	3	6
57	самом деле	3	6
58	менее всего	3	6
59	на мир	5	6
60	могут быть	2	6
61	его в	7	6
62	и потому	10	6
63	так как	6	6
64	и др	24	5
65	но все	3	5
66	более того	2	5
67	еще не	6	5
68	в сущности	16	5
69	он не	2	5
70	мысли и	4	5
71	на самом	6	5
72	мир и	3	5
73	с их	5	5
74	между тем	5	5
75	он и	3	5
76	и это	2	5
77	с ним	3	5
78	ничего не	3	5
79	мира в	3	5
80	поэтому и	4	4
81	перестает быть	3	4
82	превращается в	5	4
83	раз и	2	4
84	в литературе	6	4
85	но это	3	4
86	и с	3	4
87	даже в	3	4
88	в процессе	2	4
89	от того	2	4
90	в свете	2	4
91	и для	2	4
92	но эта	2	4
93	как мы	6	4
94	и наконец	2	4
95	их в	2	4
96	в основе	8	4
97	в этой	4	4
98	так сказать	4	4
99	но у	2	4
100	никогда не	6	3
101	и одновременно	5	3
102	в них	5	3
103	с другой	3	3
104	нового времени	13	3
105	кроме того	2	3
106	и пр	5	3
107	в духе	8	3
108	и до	4	3
109	на него	2	3
110	в их	4	3
111	мир в	3	3
112	на котором	3	3
113	этом отношении	3	3
114	например в	2	3
115	себе самому	2	3
116	в себя	3	3
117	приводит к	2	3
118	и у	6	3
119	друг друга	3	3
120	не входит	2	3
121	и здесь	3	3
122	в своих	5	3
123	сказать что	6	3
124	но с	2	3
125	этот мир	2	3
126	но как	3	3
127	не знает	6	3
128	далеко не	3	3
129	и этим	2	3
130	отношения к	2	3
131	в мир	2	3
132	воспринимается как	2	3
133	в противоположность	2	2
134	он понимает	2	2
135	всех этих	8	2
136	связи с	4	2
137	основная особенность	2	2
138	поэтому в	2	2
139	нем в	2	2
140	и во	3	2
141	и от	2	2
142	для своего	2	2
143	в жизни	4	2
144	в условиях	13	2
145	его к	2	2
146	и к	4	2
147	жизни и	7	2
148	же в	2	2
149	лежащие в	2	2
150	мы остановимся	4	2
151	мы видим	2	2
152	в обычном	3	2
153	при этом	6	2
154	а его	2	2
155	до сих	4	2
156	в большинстве	2	2
157	нам кажется	2	2
158	на его	2	2
159	не укладывается	2	2
160	отношение к	4	2
161	сих пор	4	2
162	мы уже	12	2
163	во всей	3	2
164	в отношении	6	2
165	в изображении	2	2
166	и даже	8	2
167	или к	2	2
168	в той	5	2
169	к себе	2	2
170	на этот	2	2
171	между ними	4	2
172	или даже	2	2
173	конечно и	3	2
174	этот вопрос	2	2
175	в ней	6	2
176	одно из	6	2
177	его на	2	2
178	из тех	2	2
179	большинстве случаев	2	2
180	в чисто	2	2
