N	2gram	Propp_Isto_7	Problema
1	и не	4	42
2	и в	24	38
3	не может	14	27
4	может быть	14	26
5	как бы	4	22
6	и его	3	16
7	в нем	6	15
8	в этом	12	15
9	и т	17	14
10	прежде всего	2	13
11	только в	6	13
12	но не	6	12
13	ни в	2	11
14	во всех	7	11
15	к нему	7	10
16	отношение к	5	10
17	в их	4	10
18	таким образом	7	10
19	но и	11	9
20	не имеет	4	9
21	его в	3	9
22	не только	21	9
23	в том	7	8
24	и др	2	8
25	точки зрения	4	8
26	было бы	2	8
27	для нее	2	8
28	то что	7	8
29	что в	13	7
30	и становится	3	7
31	с другой	9	7
32	вообще не	2	7
33	не в	9	7
34	в самом	2	7
35	как и	6	7
36	еще не	8	7
37	как мы	3	7
38	не всегда	4	6
39	и наконец	3	6
40	а в	10	6
41	все же	9	6
42	мы можем	4	6
43	и этим	3	6
44	там где	5	6
45	ничего не	5	6
46	то же	8	5
47	это не	10	5
48	при этом	4	5
49	никогда не	4	5
50	все эти	2	5
51	в основе	2	5
52	с ним	5	5
53	в них	3	5
54	конечно не	2	5
55	и о	2	5
56	так и	5	5
57	а не	8	5
58	не менее	5	4
59	должны быть	3	4
60	другой стороны	8	4
61	данном случае	3	4
62	в форме	2	4
63	в других	4	4
64	от всех	2	4
65	сказать что	2	4
66	в то	2	4
67	о том	9	4
68	но в	5	4
69	но они	3	4
70	но конечно	2	4
71	в ее	2	4
72	как в	12	4
73	мы здесь	2	4
74	что не	2	4
75	в данном	4	4
76	здесь не	2	4
77	как только	2	3
78	и от	2	3
79	в тех	5	3
80	тем не	4	3
81	в дальнейшем	3	3
82	но это	3	3
83	кроме того	3	3
84	одной стороны	5	3
85	например в	3	3
86	хотя и	3	3
87	и тем	2	3
88	все это	8	3
89	с одной	5	3
90	они не	2	3
91	и даже	3	3
92	и на	2	3
93	и все	6	3
94	но здесь	2	3
95	том что	10	3
96	от него	3	3
97	мы увидим	6	3
98	одной из	4	3
99	он не	6	3
100	на него	2	3
101	связь с	2	3
102	и это	2	3
103	только там	2	2
104	не могут	2	2
105	и другие	9	2
106	в этих	13	2
107	на то	3	2
108	связаны с	2	2
109	не можем	2	2
110	в каких	2	2
111	что это	6	2
112	и у	2	2
113	не имеют	2	2
114	не вполне	3	2
115	в котором	2	2
116	здесь нет	3	2
117	он может	4	2
118	другими словами	2	2
119	ни с	2	2
120	где оно	2	2
121	задачи и	3	2
122	отличается от	2	2
123	в связи	2	2
124	в особенности	2	2
125	здесь мы	5	2
126	и что	10	2
127	того что	6	2
128	его не	2	2
129	и здесь	12	2
130	не его	2	2
131	к себе	3	2
132	во всем	2	2
133	мы должны	4	2
134	как это	2	2
135	мы имеем	12	2
136	с его	3	2
137	не все	3	2
138	к этому	2	2
139	вовсе не	4	2
140	на первый	4	2
141	что он	21	2
142	по существу	4	2
143	связи с	3	2
144	одна из	7	2
145	она не	2	2
146	что и	8	2
147	нами в	2	2
148	выше в	3	2
149	и эта	2	2
150	и он	3	2
151	или в	8	2
152	тем что	6	2
153	и ее	2	2
154	в таких	2	2
155	нами выше	2	2
156	в чем	5	2
157	собственно не	2	2
