N	2gram	Losev_Vlad_2	Problemy
1	и не	18	31
2	и в	30	29
3	в его	11	24
4	может быть	7	24
5	а не	7	22
6	в этом	20	22
7	как бы	5	19
8	в нем	4	19
9	точки зрения	7	19
10	для него	9	18
11	у достоевского	2	16
12	не только	12	15
13	то что	20	15
14	но и	8	14
15	и его	6	14
16	то же	4	14
17	уже не	3	13
18	с точки	3	13
19	как и	5	12
20	не может	9	12
21	таким образом	3	12
22	в самом	2	10
23	в то	9	10
24	только в	6	10
25	с его	4	9
26	это не	2	9
27	все же	9	9
28	но не	3	9
29	же время	3	9
30	о нем	2	9
31	все эти	5	9
32	в своем	8	8
33	до конца	7	8
34	по себе	5	8
35	что он	13	8
36	что в	12	8
37	в своей	5	8
38	потому что	9	8
39	в том	18	8
40	прежде всего	6	7
41	вовсе не	4	7
42	том что	12	7
43	не в	9	7
44	она не	2	7
45	так и	5	7
46	и как	3	7
47	а в	11	7
48	и на	4	7
49	в себе	6	7
50	но в	8	7
51	все это	5	6
52	в конце	13	6
53	в целом	4	6
54	несмотря на	4	6
55	к нему	2	6
56	как в	3	6
57	достоевского но	2	6
58	так же	4	6
59	его в	4	6
60	и потому	2	6
61	так как	5	6
62	именно в	4	5
63	было бы	9	5
64	но все	2	5
65	в сущности	2	5
66	и о	4	5
67	у него	19	5
68	он не	4	5
69	мысли и	2	5
70	той же	4	5
71	конце концов	3	5
72	во всяком	6	5
73	он и	3	5
74	и это	3	5
75	с ним	5	5
76	ничего не	2	5
77	или как	2	5
78	в результате	5	4
79	раз и	2	4
80	что и	3	4
81	но это	4	4
82	и с	14	4
83	даже в	2	4
84	не на	2	4
85	и для	3	4
86	не было	10	4
87	как мы	11	4
88	и наконец	4	4
89	должно быть	3	4
90	их в	2	4
91	в этой	4	4
92	что же	8	4
93	уже в	3	3
94	я не	4	3
95	он сам	2	3
96	никогда не	7	3
97	в них	3	3
98	ни в	7	3
99	по существу	3	3
100	была для	2	3
101	кроме того	9	3
102	о своем	2	3
103	всяком случае	6	3
104	себе и	2	3
105	и до	2	3
106	бытия в	2	3
107	в их	2	3
108	на котором	2	3
109	друг друга	2	3
110	в своих	2	3
111	сказать что	11	3
112	само по	2	3
113	как к	2	3
114	как будто	2	3
115	мы должны	4	3
116	отношения к	3	3
117	всех этих	3	2
118	связи с	8	2
119	уже и	2	2
120	однако в	2	2
121	его и	2	2
122	хотя бы	3	2
123	с этой	4	2
124	и во	2	2
125	и от	2	2
126	он все	2	2
127	те же	3	2
128	с которой	2	2
129	с начала	2	2
130	у вас	2	2
131	и к	6	2
132	не есть	4	2
133	жизни и	6	2
134	же в	2	2
135	так что	5	2
136	из его	2	2
137	при этом	5	2
138	есть и	2	2
139	тот же	5	2
140	и сам	2	2
141	кажется что	2	2
142	него в	4	2
143	конечно не	4	2
144	наконец в	3	2
145	никак не	3	2
146	не о	2	2
147	в котором	5	2
148	нам кажется	3	2
149	на его	4	2
150	начала и	2	2
151	нисколько не	2	2
152	отношение к	4	2
153	в последний	3	2
154	данном случае	2	2
155	мы уже	2	2
156	в отношении	3	2
157	и вполне	3	2
158	и даже	10	2
159	в той	2	2
160	здесь мы	3	2
161	и что	5	2
162	на этот	4	2
163	к этим	2	2
164	можно было	2	2
165	в данном	3	2
166	в ней	4	2
167	правда в	2	2
168	но он	3	2
169	для себя	5	2
170	и есть	2	2
171	его на	3	2
172	в россии	3	2
173	в которой	4	2
174	в чисто	2	2
175	же и	2	2
176	с этим	5	2
