N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	40
2	и его	5	17
3	прежде всего	12	16
4	в этом	20	15
5	не только	18	13
6	и не	18	13
7	в его	5	13
8	что в	4	12
9	как и	13	11
10	но и	15	11
11	в них	3	9
12	и все	5	9
13	в сущности	2	9
14	может быть	21	9
15	он не	10	9
16	отношение к	8	8
17	в том	3	8
18	у него	22	8
19	и с	3	8
20	той же	3	8
21	и на	3	8
22	но в	10	8
23	в своем	8	7
24	в духе	5	7
25	то же	5	7
26	мы еще	2	6
27	в этих	2	6
28	в самом	5	6
29	во всех	2	6
30	в своей	5	6
31	и других	2	6
32	связи с	2	6
33	до конца	4	6
34	мы видим	2	5
35	в нем	22	5
36	то что	5	5
37	не было	11	5
38	те же	5	5
39	а не	13	5
40	и для	7	5
41	в основе	2	5
42	в своих	3	5
43	для него	18	5
44	и глубже	2	4
45	в нашем	7	4
46	и во	3	4
47	у нас	11	4
48	том что	4	4
49	смысле слова	3	4
50	до сих	3	4
51	в ней	11	4
52	и потому	7	4
53	ни в	3	4
54	один из	5	4
55	в мире	7	4
56	жизни и	6	4
57	сих пор	3	4
58	еще более	2	4
59	о том	3	4
60	того чтобы	4	4
61	также и	4	4
62	и здесь	6	4
63	еще вернемся	2	4
64	так как	8	4
65	с его	4	3
66	они были	3	3
67	поэтому он	2	3
68	если бы	3	3
69	и от	3	3
70	и к	7	3
71	он был	9	3
72	но это	8	3
73	в этой	7	3
74	для этого	4	3
75	и есть	8	3
76	такого рода	2	3
77	как бы	8	3
78	еще в	2	3
79	что и	4	3
80	вместе с	2	3
81	так и	4	3
82	как в	7	3
83	по отношению	2	3
84	не может	15	3
85	а в	2	3
86	жизнь в	6	3
87	для того	5	3
88	не так	3	3
89	можно было	2	3
90	сказать что	3	3
91	в более	2	3
92	между тем	2	3
93	тем что	3	3
94	же и	2	3
95	они не	4	3
96	в себе	10	3
97	во всем	5	3
98	только в	3	3
99	в конце	5	3
100	и самое	2	3
101	связана с	7	2
102	есть и	3	2
103	уже в	2	2
104	не был	2	2
105	хотя бы	7	2
106	это не	5	2
107	что было	3	2
108	бы за	2	2
109	что он	7	2
110	и вот	5	2
111	или иной	2	2
112	момент в	3	2
113	это и	3	2
114	это есть	2	2
115	в обычном	2	2
116	на этом	2	2
117	все что	4	2
118	мы увидим	2	2
119	и перед	3	2
120	он считает	2	2
121	и если	2	2
122	на его	2	2
123	к нему	2	2
124	по преимуществу	5	2
125	страдания и	3	2
126	и той	2	2
127	его отношение	4	2
128	думать что	4	2
129	он также	2	2
130	отношению к	2	2
131	не к	2	2
132	они и	4	2
133	в разных	2	2
134	одной и	2	2
135	из этой	2	2
136	лишь в	2	2
137	должны быть	4	2
138	нас в	2	2
139	образ и	5	2
140	потому что	12	2
141	он в	3	2
142	но он	11	2
143	точки зрения	2	2
144	него и	2	2
145	как он	3	2
146	и это	5	2
147	в которой	2	2
