N	2gram	Vygotskiy__1	Istorich
1	и т	26	27
2	и в	31	26
3	т д	8	24
4	т е	3	18
5	так же	12	18
6	то что	32	16
7	не только	13	15
8	что в	23	14
9	может быть	22	14
10	же как	4	13
11	но и	2	12
12	что он	7	10
13	показывает что	5	10
14	так и	3	10
15	таким образом	20	10
16	и его	7	10
17	при помощи	20	10
18	что и	13	9
19	все же	5	9
20	и не	16	9
21	его в	2	9
22	так как	18	9
23	мы знаем	3	8
24	то же	5	8
25	а в	6	8
26	в этих	4	7
27	как и	16	7
28	в качестве	2	7
29	он не	3	7
30	как в	9	7
31	их в	2	7
32	в этом	12	7
33	что здесь	2	7
34	мы имеем	4	7
35	не всегда	2	6
36	мы видим	5	6
37	что они	2	6
38	мы видели	2	6
39	когда он	2	6
40	вместе с	8	6
41	не может	17	6
42	а не	13	6
43	к нему	2	6
44	и то	2	6
45	потому что	10	6
46	мы можем	4	6
47	могут быть	11	6
48	как он	2	6
49	к которым	3	5
50	у него	4	5
51	и как	2	5
52	точно так	3	5
53	в одном	2	5
54	к этому	4	5
55	это и	3	5
56	в силу	3	5
57	но не	3	5
58	и только	3	5
59	ничего не	2	5
60	в его	6	5
61	и у	4	5
62	до сих	3	5
63	сих пор	3	5
64	как мы	2	5
65	и что	8	5
66	из которых	3	5
67	уже не	2	5
68	и по	3	5
69	не в	11	5
70	и с	2	5
71	и здесь	2	5
72	но в	3	5
73	с другой	5	4
74	вовсе не	6	4
75	вопрос о	3	4
76	все что	3	4
77	указывает на	4	4
78	в своей	3	4
79	даже в	2	4
80	другой стороны	5	4
81	и даже	6	4
82	в которых	3	4
83	о том	7	4
84	только что	2	3
85	на вопрос	2	3
86	видели что	2	3
87	в другой	2	3
88	что у	3	3
89	в одной	3	3
90	из этих	6	3
91	для нас	5	3
92	в том	30	3
93	чтобы вызвать	3	3
94	по существу	4	3
95	том что	16	3
96	и других	3	3
97	но это	3	3
98	во всем	3	3
99	при этом	19	3
100	она не	5	3
101	и другие	4	3
102	мы увидим	4	3
103	и если	4	3
104	например в	3	3
105	большей частью	2	3
106	как бы	5	3
107	на то	10	3
108	но мы	3	3
109	что она	6	3
110	только тогда	7	3
111	как это	4	3
112	те же	4	3
113	есть только	2	3
114	что мы	8	3
115	только в	14	3
116	что эта	3	3
117	там где	4	3
118	к этой	2	3
119	о чем	2	3
120	уже в	3	2
121	не могут	3	2
122	с тем	3	2
123	что образ	2	2
124	должна быть	3	2
125	в немецкой	2	2
126	не менее	2	2
127	и есть	5	2
128	никогда не	8	2
129	смысле этого	2	2
130	бы мы	2	2
131	его и	3	2
132	в своем	3	2
133	он же	2	2
134	формы и	5	2
135	и во	2	2
136	с этим	3	2
137	и все	5	2
138	главным образом	2	2
139	по себе	9	2
140	и тем	2	2
141	это мы	2	2
142	видим что	2	2
143	тем не	2	2
144	ни в	9	2
145	говорит о	2	2
146	мы считаем	2	2
147	так что	5	2
148	представляет собой	2	2
149	что я	4	2
150	есть в	7	2
151	одна из	4	2
152	от него	2	2
153	и там	2	2
154	не дает	2	2
155	и тот	2	2
156	говорит что	5	2
157	было бы	6	2
158	если бы	6	2
159	у нас	4	2
160	в частности	3	2
161	к ним	2	2
162	хотя и	3	2
163	что на	3	2
164	в нем	2	2
165	не есть	3	2
166	в целом	5	2
167	отношение к	2	2
168	из них	2	2
169	от того	3	2
170	и их	2	2
171	все это	8	2
172	что это	6	2
173	что есть	2	2
174	в связи	2	2
175	и вот	3	2
176	совершенно ясно	19	2
177	того что	10	2
178	в мышлении	2	2
179	показывает как	2	2
180	увидим что	2	2
181	с этой	4	2
182	сказать что	7	2
183	в себе	4	2
184	же самое	2	2
185	в этой	3	2
186	на это	2	2
187	этого слова	4	2
188	тех же	2	2
189	в области	11	2
190	могло бы	4	2
