N	2gram	Losev_Prob_4	KulturaY
1	и т	4	54
2	и в	20	23
3	точки зрения	14	23
4	в том	20	22
5	не только	24	17
6	было бы	14	16
7	в этом	9	16
8	с точки	11	16
9	в области	3	14
10	может быть	9	14
11	самом деле	3	14
12	что в	3	13
13	в самом	2	13
14	не менее	10	12
15	для того	3	12
16	потому что	15	12
17	том что	12	11
18	а не	7	11
19	в его	3	11
20	того чтобы	2	11
21	можно было	4	11
22	у нас	14	10
23	и не	28	10
24	прежде всего	11	9
25	тем не	10	9
26	еще не	7	9
27	хотя бы	7	9
28	таким образом	8	9
29	так как	5	9
30	если бы	8	8
31	зависимости от	3	8
32	между прочим	3	8
33	т д	3	8
34	уже не	5	8
35	в виду	6	8
36	в нашем	12	7
37	с другой	7	7
38	или иной	13	7
39	если мы	5	7
40	в зависимости	3	7
41	и что	2	7
42	в данном	6	7
43	сказать что	7	7
44	все эти	16	7
45	как это	3	7
46	с тем	4	6
47	для этого	2	6
48	по себе	11	6
49	что и	3	6
50	что он	8	6
51	тот же	2	6
52	при этом	6	6
53	и тем	7	6
54	так и	10	6
55	не может	5	6
56	то же	7	6
57	говорить о	2	6
58	связи с	3	6
59	только в	23	6
60	о том	5	6
61	независимо от	3	5
62	и есть	4	5
63	вовсе не	21	5
64	как и	6	5
65	не в	13	5
66	совершенно не	3	5
67	хотя и	5	5
68	что она	4	5
69	как бы	4	5
70	всякого рода	3	5
71	все же	2	5
72	не будем	2	5
73	в связи	3	5
74	как мы	3	5
75	а в	4	5
76	но это	6	5
77	также и	13	5
78	тем более	4	5
79	тем что	3	5
80	той или	14	5
81	далеко не	2	5
82	в чем	2	5
83	были бы	3	4
84	ясно что	7	4
85	а также	6	4
86	для нас	6	4
87	того же	2	4
88	столь же	2	4
89	в своей	4	4
90	том чтобы	2	4
91	и о	5	4
92	в ее	5	4
93	то что	15	4
94	данном случае	5	4
95	как в	5	4
96	как раз	4	4
97	в своем	3	4
98	не было	3	4
99	в той	8	4
100	заключается в	2	4
101	тем самым	4	4
102	что не	4	4
103	в таком	6	4
104	учения о	2	4
105	уже в	4	3
106	и более	3	3
107	что это	2	3
108	то мы	2	3
109	это уже	3	3
110	отнюдь не	10	3
111	как о	3	3
112	это не	7	3
113	на самом	5	3
114	именно в	7	3
115	или иного	3	3
116	есть не	6	3
117	xix века	2	3
118	к тому	3	3
119	и к	3	3
120	в отношении	4	3
121	как же	2	3
122	ни в	17	3
123	но как	3	3
124	это и	4	3
125	то в	2	3
126	что именно	2	3
127	но не	5	3
128	по преимуществу	2	3
129	в какой	4	3
130	он не	2	3
131	но если	6	3
132	то это	3	3
133	не есть	12	3
134	но и	14	3
135	а именно	2	3
136	другой стороны	6	3
137	тому же	2	3
138	мы находим	2	3
139	мы не	7	3
140	в ней	7	3
141	не имеет	4	3
142	не так	3	3
143	и с	7	3
144	бы и	3	3
145	смысловом отношении	2	3
146	в результате	8	3
147	сам по	6	3
148	то он	2	3
149	в каком	6	3
150	в то	4	3
151	и только	4	3
152	мы должны	3	3
153	того или	3	3
154	не понимает	2	3
155	когда мы	5	3
156	всю эту	2	2
157	учение о	3	2
158	только для	3	2
159	все это	9	2
160	в известном	2	2
161	но все	3	2
162	в частности	2	2
163	все они	3	2
164	в одном	4	2
165	как они	2	2
166	в условиях	3	2
167	сама по	2	2
168	можно сказать	5	2
169	подобного рода	11	2
170	является и	3	2
171	к его	3	2
172	и как	3	2
173	что они	2	2
174	более или	2	2
175	по своему	6	2
176	а то	2	2
177	смысле слова	15	2
178	тот или	2	2
179	кроме того	4	2
180	и если	5	2
181	в качестве	10	2
182	конечно не	3	2
183	за пределы	2	2
184	каждой из	2	2
185	никак не	4	2
186	в котором	2	2
187	однако в	2	2
188	его в	2	2
189	мере не	5	2
190	говоря уже	2	2
191	в пределах	2	2
192	вместе с	5	2
193	не говоря	3	2
194	дело не	3	2
195	понятие о	2	2
196	или менее	2	2
197	и без	6	2
198	отличается от	4	2
199	то и	5	2
200	только что	2	2
201	от нас	2	2
202	еще более	2	2
203	не просто	16	2
204	чтобы не	2	2
205	совершенно ясно	2	2
206	к другой	2	2
207	какой мере	4	2
208	в корне	2	2
209	так же	5	2
210	с другими	3	2
211	очень много	2	2
212	во всяком	8	2
213	которое в	2	2
214	ни на	3	2
215	чем же	3	2
216	заключается не	2	2
217	что мы	3	2
218	еще и	3	2
219	нашем смысле	10	2
220	в этих	5	2
221	здесь не	7	2
222	не то	2	2
223	относится к	2	2
224	здесь как	4	2
225	мы имеем	6	2
226	но в	8	2
227	если и	3	2
