N	2gram	Voloshinov_2	Problema
1	то есть	2	46
2	в его	5	43
3	и не	19	42
4	и в	19	38
5	не может	18	27
6	может быть	28	26
7	как бы	19	22
8	по отношению	8	21
9	отнюдь не	8	19
10	отношению к	8	19
11	и с	2	17
12	и его	16	16
13	в нем	11	15
14	в этом	15	15
15	независимо от	2	13
16	прежде всего	7	13
17	только в	8	13
18	за пределы	3	12
19	в единстве	4	12
20	но не	2	12
21	ни в	6	11
22	во всех	6	11
23	и для	7	11
24	к нему	5	10
25	в их	5	10
26	таким образом	14	10
27	но и	10	9
28	не имеет	3	9
29	его в	7	9
30	не только	13	9
31	имеет дело	2	9
32	место в	2	8
33	в том	7	8
34	и как	6	8
35	точки зрения	17	8
36	было бы	4	8
37	то что	4	8
38	слова в	8	7
39	что в	2	7
40	с другой	3	7
41	с помощью	6	7
42	не в	10	7
43	в самом	6	7
44	между тем	6	7
45	как и	9	7
46	еще не	3	7
47	совершенно не	5	7
48	в своей	3	7
49	как мы	15	7
50	в пределах	10	6
51	не к	3	6
52	а в	3	6
53	на основе	3	6
54	не есть	3	6
55	все же	5	6
56	самом деле	9	6
57	с точки	13	6
58	мы можем	6	6
59	там где	2	6
60	отношения к	2	6
61	ничего не	4	6
62	то же	16	5
63	в своем	2	5
64	это не	4	5
65	формы и	2	5
66	высшей степени	3	5
67	при этом	9	5
68	никогда не	7	5
69	все эти	3	5
70	должно быть	3	5
71	рядом с	2	5
72	в основе	9	5
73	далеко не	2	5
74	в высшей	3	5
75	конечно не	4	5
76	и о	2	5
77	в большинстве	5	5
78	так и	10	5
79	и прежде	2	5
80	не на	2	5
81	в отличие	3	5
82	за бортом	2	5
83	большинстве случаев	5	5
84	а не	9	5
85	могут быть	3	5
86	отличие от	3	5
87	должна быть	4	4
88	в нашем	2	4
89	на самом	7	4
90	лишь как	2	4
91	должны быть	2	4
92	в ней	3	4
93	себя самого	2	4
94	в форме	5	4
95	с ними	4	4
96	конечно и	2	4
97	сказать что	4	4
98	в более	2	4
99	в то	8	4
100	о том	3	4
101	и потому	2	4
102	но в	7	4
103	но они	2	4
104	не с	2	4
105	в ее	3	4
106	относится к	3	4
107	конститутивным моментом	2	4
108	мы здесь	2	4
109	что не	2	4
110	между ними	2	4
111	хотя бы	6	4
112	в данном	5	4
113	более того	6	4
114	в себе	4	4
115	то ни	5	3
116	и от	3	3
117	на материале	3	3
118	в тех	2	3
119	да и	3	3
120	в противном	2	3
121	же время	8	3
122	из важнейших	2	3
123	одной стороны	3	3
124	не является	8	3
125	и тем	4	3
126	с одной	3	3
127	они не	2	3
128	и даже	2	3
129	и на	5	3
130	языка в	3	3
131	противном случае	2	3
132	все то	2	3
133	или как	2	3
134	а как	4	3
135	ни было	6	3
136	если бы	11	3
137	и все	6	3
138	иногда и	3	3
139	том что	10	3
140	от него	2	3
141	бы то	4	3
142	мы увидим	2	3
143	может стать	2	3
144	одной из	3	3
145	он не	3	3
146	на почве	9	3
147	бытия в	2	3
148	связь с	4	3
149	приводит к	2	3
150	менее всего	3	3
151	в слове	4	3
152	в таком	7	3
153	с другими	3	3
154	не знает	2	3
155	слова и	6	3
156	и это	3	3
157	в этих	3	2
158	в какой	3	2
159	столь же	3	2
160	для понимания	3	2
161	на то	4	2
162	или иной	5	2
163	дифференциации и	2	2
164	узком смысле	2	2
165	что оно	3	2
166	лингвистики и	2	2
167	смысле слова	5	2
168	в значительной	2	2
169	в свою	6	2
170	и пр	25	2
171	что это	2	2
172	и у	2	2
173	не имеют	3	2
174	той или	4	2
175	в котором	3	2
176	и значение	6	2
177	другими словами	2	2
178	является как	2	2
179	лишь там	2	2
180	в связи	7	2
181	в особенности	2	2
182	не было	3	2
183	здесь мы	3	2
184	лишь в	14	2
185	того что	4	2
186	коем случае	2	2
187	и здесь	5	2
188	не следует	2	2
189	к его	2	2
190	но как	2	2
191	в начале	2	2
192	в истории	3	2
193	же самое	6	2
194	того или	2	2
195	а иногда	3	2
196	подхода к	3	2
197	можем сказать	2	2
198	оно может	3	2
199	правильного понимания	2	2
200	слово в	3	2
201	с его	8	2
202	и более	7	2
203	поэтому в	2	2
204	следует что	4	2
205	к этому	5	2
206	вовсе не	11	2
207	или иного	2	2
208	в коем	2	2
209	языка как	9	2
210	что он	4	2
211	у нас	3	2
212	связи с	13	2
213	одна из	7	2
214	здесь в	2	2
215	имеют место	2	2
216	в корне	3	2
217	зрения самого	2	2
218	должен быть	2	2
219	что и	3	2
220	себя в	2	2
221	и именно	2	2
222	бы не	2	2
223	нами в	3	2
224	в двух	3	2
225	эти моменты	2	2
226	того чтобы	6	2
227	для того	6	2
228	слово и	3	2
229	и эта	2	2
230	и он	2	2
231	форму и	3	2
232	или в	2	2
233	тем что	2	2
234	в виде	2	2
235	является конечно	2	2
236	и ее	4	2
237	в другом	3	2
