N	2gram	Propp_Isto_4	Literetu
1	не только	15	24
2	при этом	3	19
3	в качестве	7	17
4	но и	12	17
5	а не	6	16
6	в том	3	16
7	в частности	2	15
8	том что	3	14
9	может быть	14	13
10	тогда как	4	13
11	и не	9	12
12	в этом	7	12
13	в своем	2	11
14	такого рода	2	10
15	то что	16	10
16	в русской	3	10
17	не в	5	8
18	в целом	2	8
19	и в	26	8
20	в тексте	2	8
21	только в	3	8
22	как это	3	8
23	не менее	2	7
24	в его	5	7
25	как бы	3	7
26	уже не	5	7
27	в себе	2	7
28	как и	7	6
29	связи с	3	6
30	на смену	3	6
31	себя в	2	6
32	того что	2	6
33	с этой	2	5
34	что он	10	5
35	же в	3	5
36	а также	3	5
37	как в	7	5
38	не может	6	5
39	то же	8	5
40	уже в	2	5
41	в данном	3	5
42	это не	5	4
43	с миром	3	4
44	в силу	5	4
45	представляет собой	2	4
46	но не	5	4
47	еще не	6	4
48	и тем	2	4
49	все же	9	4
50	из них	2	4
51	в своей	4	4
52	данном случае	3	4
53	так и	10	4
54	никогда не	2	4
55	в связи	2	4
56	лишь в	2	4
57	и его	10	4
58	в этой	2	4
59	с собой	5	4
60	что в	14	3
61	и есть	2	3
62	с другой	4	3
63	одна из	2	3
64	например в	3	3
65	не мог	3	3
66	у него	5	3
67	и др	5	3
68	а в	8	3
69	таким образом	10	3
70	и даже	4	3
71	потому что	6	3
72	к себе	3	3
73	но в	5	3
74	по своей	2	3
75	его в	9	3
76	тех же	2	3
77	в области	2	3
78	на этом	2	2
79	этого не	2	2
80	а как	2	2
81	должна быть	2	2
82	это уже	2	2
83	однако в	2	2
84	превращается в	7	2
85	дело не	2	2
86	из этих	3	2
87	их не	2	2
88	же это	2	2
89	тем не	2	2
90	ты в	2	2
91	в другом	5	2
92	что я	2	2
93	к своей	3	2
94	от своего	3	2
95	было бы	2	2
96	относится к	3	2
97	даже в	4	2
98	не могло	2	2
99	в нем	2	2
100	то это	5	2
101	не есть	2	2
102	не к	2	2
103	на том	2	2
104	не на	3	2
105	и только	5	2
106	все эти	3	2
107	имеется в	2	2
108	хотя бы	2	2
109	и то	6	2
110	не случайно	2	2
111	тем что	5	2
112	могут быть	6	2
113	на себя	4	2
114	на это	2	2
115	о том	4	2
116	как он	6	2
