N	2gram	Propp_Isto_4	RusskieA
1	и в	26	36
2	не только	15	22
3	что в	14	19
4	том что	3	19
5	в том	3	17
6	т е	18	17
7	но и	12	16
8	так как	9	15
9	во время	7	14
10	и другие	3	13
11	в этом	7	12
12	в других	2	11
13	в этот	4	10
14	это не	5	10
15	как мы	5	10
16	как и	7	10
17	и т	27	10
18	вместе с	6	10
19	и на	2	10
20	потому что	6	10
21	об этом	7	9
22	т д	24	9
23	а в	8	9
24	с тем	2	8
25	у нас	2	8
26	мы увидим	3	8
27	из них	2	8
28	может быть	14	8
29	д к	6	8
30	и по	5	8
31	е в	3	8
32	о том	4	8
33	как это	3	8
34	что они	6	7
35	что и	9	7
36	так и	10	7
37	и других	3	7
38	представляют собой	4	7
39	и не	9	6
40	для нас	3	6
41	так например	2	6
42	при этом	3	6
43	уже не	5	6
44	таким образом	10	6
45	все это	2	6
46	не имеет	3	6
47	в виде	2	6
48	то что	16	6
49	при изучении	2	5
50	иногда и	2	5
51	показывает что	10	5
52	этом случае	3	5
53	все же	9	5
54	как бы	3	5
55	и у	5	5
56	к зеленин	5	5
57	с ними	5	5
58	в которых	4	5
59	как в	7	5
60	того как	4	5
61	из этих	3	4
62	к этому	5	4
63	с собой	5	4
64	в тех	4	4
65	что на	2	4
66	по существу	3	4
67	представляет собой	2	4
68	одна из	2	4
69	еще не	6	4
70	связи с	3	4
71	и др	5	4
72	его с	2	4
73	в некоторых	5	4
74	и их	2	4
75	так в	4	4
76	не может	6	4
77	в связи	2	4
78	мы имеем	7	4
79	и что	5	4
80	того что	2	4
81	что этот	4	4
82	но это	3	4
83	тем что	5	4
84	только в	3	4
85	не менее	2	3
86	о чем	3	3
87	что это	2	3
88	связанные с	3	3
89	в этих	7	3
90	в качестве	7	3
91	в своем	2	3
92	но все	5	3
93	он же	2	3
94	таким же	6	3
95	в одном	5	3
96	от них	2	3
97	тем не	2	3
98	на этом	2	3
99	к ним	2	3
100	а также	3	3
101	или на	2	3
102	на небо	7	3
103	то же	8	3
104	всякого рода	3	3
105	на этот	2	3
106	так же	18	3
107	ничего не	5	3
108	их в	7	3
109	этого слова	2	3
110	в области	2	3
111	и более	3	2
112	домой и	3	2
113	в частности	2	2
114	могут быть	6	2
115	в фольклоре	2	2
116	в отдельности	2	2
117	его и	2	2
118	или другие	2	2
119	что у	3	2
120	с этим	2	2
121	в образе	3	2
122	не просто	4	2
123	главным образом	2	2
124	их не	2	2
125	его к	3	2
126	в нем	2	2
127	не что	3	2
128	у него	5	2
129	его от	2	2
130	такое же	4	2
131	так что	2	2
132	и как	5	2
133	в дальнейшем	6	2
134	мы видим	6	2
135	в силу	5	2
136	предположить что	6	2
137	но не	5	2
138	упомянуть что	2	2
139	после того	2	2
140	с целью	2	2
141	она не	3	2
142	но есть	2	2
143	они же	2	2
144	когда он	6	2
145	например в	3	2
146	связь между	2	2
147	коня в	6	2
148	в его	5	2
149	в доме	4	2
150	нас к	7	2
151	и с	5	2
152	в целом	2	2
153	его как	2	2
154	что она	3	2
155	в свете	3	2
156	и и	3	2
157	не на	3	2
158	в особенности	2	2
159	тогда как	4	2
160	показывают что	2	2
161	между прочим	2	2
162	все эти	3	2
163	а не	6	2
164	и пр	11	2
165	приводит нас	4	2
166	или в	3	2
167	тут же	2	2
168	этот вопрос	2	2
169	не случайно	2	2
170	мы можем	6	2
171	хотя и	2	2
172	между двумя	12	2
173	их происхождение	2	2
174	на себя	4	2
175	и здесь	5	2
176	что иное	3	2
177	но в	5	2
178	мы должны	5	2
179	как он	6	2
180	поле и	2	2
181	там где	3	2
182	иное как	3	2
183	иногда в	2	2
184	в числе	4	2
