N	2gram	Tiupa_Lite_1	Vvedenie
1	и в	8	32
2	в том	16	31
3	в этом	12	30
4	может быть	13	26
5	том что	14	26
6	не только	24	22
7	таким образом	3	19
8	также и	3	18
9	то что	10	16
10	потому что	3	15
11	не может	5	14
12	в самом	3	13
13	в нем	2	13
14	о том	2	13
15	со стороны	4	13
16	того что	6	12
17	в их	3	12
18	и не	12	12
19	представляет собой	4	12
20	в его	7	12
21	только в	8	12
22	что такое	2	11
23	в данном	5	11
24	что в	3	10
25	но в	3	9
26	между тем	2	9
27	этого рода	2	9
28	то же	5	9
29	не менее	7	8
30	с другой	3	8
31	это не	4	8
32	а только	2	8
33	тем не	2	8
34	не в	8	8
35	прежде всего	11	7
36	точки зрения	6	7
37	но не	4	7
38	было бы	2	7
39	все же	4	7
40	самом деле	2	7
41	можно было	2	7
42	из этих	2	6
43	же время	5	6
44	один из	3	6
45	но и	17	6
46	и даже	3	6
47	в то	5	6
48	его в	3	6
49	как он	2	6
50	как и	6	6
51	в качестве	17	6
52	хотя бы	2	6
53	и его	4	6
54	тем что	2	6
55	уже в	5	5
56	как бы	7	5
57	и тем	4	5
58	в целом	8	5
59	а как	2	5
60	данном случае	4	5
61	одним из	5	5
62	с их	3	5
63	на почве	2	5
64	не есть	2	5
65	а не	16	5
66	что не	2	5
67	могут быть	2	5
68	с этой	5	4
69	особого рода	2	4
70	одной стороны	2	4
71	всяком случае	2	4
72	так или	8	4
73	в тексте	8	4
74	по отношению	3	4
75	этом отношении	2	4
76	еще и	3	4
77	с одной	2	4
78	а в	3	4
79	одно из	3	4
80	как это	8	4
81	что он	5	4
82	еще не	4	4
83	отношению к	2	4
84	в своей	4	4
85	как раз	4	4
86	уже не	7	4
87	той же	3	4
88	или иначе	9	4
89	и то	2	4
90	во всяком	3	4
91	в себе	7	4
92	и есть	3	3
93	в частности	15	3
94	так называемых	2	3
95	в конце	4	3
96	а потому	2	3
97	к тому	2	3
98	да и	3	3
99	в этой	4	3
100	на этом	2	3
101	при этом	19	3
102	такого рода	10	3
103	от себя	2	3
104	в конечном	5	3
105	в виду	3	3
106	из наиболее	2	3
107	то это	2	3
108	духовной жизни	4	3
109	из них	4	3
110	на том	2	3
111	дело не	2	3
112	в своем	11	3
113	все эти	2	3
114	культуры в	4	3
115	однако в	2	3
116	не как	4	3
117	связи с	6	3
118	в сущности	2	3
119	а также	5	3
120	должен быть	2	3
121	дело в	3	3
122	своего рода	11	3
123	как будто	2	3
124	в области	3	3
125	на рубеже	3	2
126	казалось бы	5	2
127	должна быть	2	2
128	все более	2	2
129	это уже	2	2
130	никогда не	4	2
131	для этого	4	2
132	или иной	2	2
133	из его	2	2
134	и сам	6	2
135	несмотря на	3	2
136	как совокупность	3	2
137	и др	3	2
138	говоря уже	2	2
139	не к	2	2
140	не говоря	2	2
141	как сказано	2	2
142	в связи	4	2
143	не было	3	2
144	во втором	2	2
145	и ранее	2	2
146	не мог	3	2
147	в принципе	3	2
148	не столько	5	2
149	нуждается в	3	2
150	он и	3	2
151	искусства и	5	2
152	так и	4	2
153	этого не	2	2
154	для них	2	2
155	по этому	2	2
156	состоит в	11	2
157	тем более	2	2
158	того же	2	2
159	жизни и	3	2
160	том же	3	2
161	для нее	2	2
162	только на	2	2
163	тогда как	13	2
164	из того	2	2
165	с точки	2	2
166	тому как	2	2
167	в силу	4	2
168	подобно тому	2	2
169	в другом	2	2
170	одна из	3	2
171	нашего времени	2	2
