N	2gram	Bakhtin_Pr_2	Psycholo
1	и в	43	38
2	то что	7	35
3	в том	6	25
4	в самом	7	25
5	самом деле	5	21
6	что в	4	20
7	может быть	23	19
8	и что	5	18
9	на то	5	16
10	точки зрения	13	16
11	то есть	4	15
12	если бы	3	14
13	том что	2	14
14	как бы	22	14
15	и т	13	14
16	в этом	13	13
17	было бы	5	12
18	не только	11	12
19	мы увидим	5	12
20	таким образом	5	12
21	не в	11	12
22	что он	13	11
23	что это	2	10
24	в сущности	9	10
25	то же	8	10
26	и не	29	10
27	и все	6	10
28	с точки	8	9
29	все же	3	8
30	перед нами	7	8
31	с этим	2	8
32	в одном	12	8
33	вовсе не	5	8
34	для нас	2	8
35	как и	14	8
36	так что	5	8
37	и как	2	8
38	как раз	4	8
39	и то	2	8
40	и это	4	8
41	с другой	4	7
42	а не	7	7
43	мы можем	2	7
44	никак не	5	7
45	не может	18	7
46	что у	2	7
47	как мы	10	7
48	может служить	2	7
49	а в	5	7
50	между тем	3	7
51	мы уже	3	7
52	из них	2	6
53	и здесь	3	6
54	к тому	4	6
55	до сих	7	6
56	она не	3	6
57	в котором	6	6
58	указывает на	2	6
59	он не	9	6
60	так как	4	6
61	если мы	2	6
62	он говорит	2	6
63	и его	8	6
64	и на	10	6
65	в которых	2	6
66	о том	5	6
67	там где	4	6
68	я не	4	5
69	должна быть	3	5
70	в своем	4	5
71	совершенно не	4	5
72	в своей	4	5
73	но и	14	5
74	сих пор	7	5
75	другой стороны	3	5
76	т п	9	5
77	в той	5	5
78	или в	8	5
79	мы не	4	5
80	в другом	7	5
81	в его	10	5
82	так сказать	6	5
83	что если	3	4
84	никогда не	9	4
85	который не	2	4
86	по своему	2	4
87	при этом	6	4
88	когда он	3	4
89	рассказ и	3	4
90	и для	3	4
91	конечно не	2	4
92	во всех	4	4
93	в самой	4	4
94	в нем	12	4
95	что и	3	4
96	ее в	2	4
97	в целом	2	4
98	как в	2	4
99	т д	4	4
100	все эти	5	4
101	здесь мы	2	4
102	того что	2	4
103	и даже	3	4
104	время как	2	4
105	что этот	2	4
106	в своих	2	4
107	сказать что	2	4
108	у него	6	4
109	только в	4	4
110	одна из	2	4
111	в себе	5	4
112	в виду	3	4
113	в них	4	3
114	в речи	5	3
115	та же	2	3
116	из этих	2	3
117	из одного	4	3
118	в такой	2	3
119	и к	3	3
120	ни в	2	3
121	он был	3	3
122	конечно в	2	3
123	но это	4	3
124	того же	3	3
125	одно и	2	3
126	тот же	3	3
127	с теми	2	3
128	и о	2	3
129	как если	2	3
130	уже говорили	3	3
131	все это	5	3
132	то и	2	3
133	и только	3	3
134	бы не	2	3
135	что не	2	3
136	в таком	2	3
137	этот второй	3	3
138	того как	2	3
139	тем что	3	3
140	далеко не	4	3
141	в то	7	3
142	бы в	5	3
143	его в	3	3
144	рассказ в	4	3
145	здесь не	6	3
146	но в	10	3
147	реакции на	3	2
148	не могут	4	2
149	что так	3	2
150	была бы	2	2
151	и та	2	2
152	в этих	6	2
153	между собой	2	2
154	в глаза	2	2
155	так ли	2	2
156	хотя бы	2	2
157	лежит в	2	2
158	во всяком	2	2
159	и ее	3	2
160	как же	2	2
161	до конца	4	2
162	уже не	3	2
163	у нас	2	2
164	по существу	3	2
165	своей жизни	2	2
166	такой же	3	2
167	есть в	3	2
168	не должна	3	2
169	то время	2	2
170	здесь в	3	2
171	для него	8	2
172	слов и	5	2
173	со всеми	3	2
174	образом и	3	2
175	в первой	2	2
176	например в	2	2
177	но он	4	2
178	и очень	2	2
179	для этого	2	2
180	то это	2	2
181	что рассказ	2	2
182	к самому	3	2
183	что же	7	2
184	всего этого	2	2
185	рассказу и	2	2
186	целый ряд	2	2
187	не могу	2	2
188	так же	2	2
189	в одной	3	2
190	нами в	2	2
191	отношения к	2	2
192	в виде	3	2
193	а с	2	2
194	и наконец	6	2
195	и всегда	2	2
196	той же	3	2
197	здесь с	2	2
198	в конце	2	2
199	их в	4	2
200	автора и	2	2
201	и следовательно	3	2
202	к себе	7	2
203	его к	2	2
204	этого слова	2	2
205	с ним	3	2
206	ничего не	3	2
207	себя как	3	2
208	в эту	3	2
209	рассказа и	2	2
