N	2gram	Losev_Dial_1	VLabPisa
1	в этом	12	26
2	и в	18	25
3	и т	21	24
4	не только	13	22
5	может быть	17	21
6	хотя бы	6	20
7	и не	30	19
8	т е	25	17
9	не может	12	17
10	в его	3	15
11	т д	19	15
12	прежде всего	10	13
13	в том	9	13
14	этом отношении	2	13
15	в частности	2	12
16	все это	11	12
17	как это	4	12
18	с другой	6	11
19	из них	2	11
20	в качестве	2	10
21	о том	4	10
22	к этому	2	9
23	об этом	4	9
24	что в	13	9
25	для него	2	9
26	но и	7	9
27	то же	10	9
28	т п	2	9
29	все эти	2	8
30	в своем	5	8
31	другой стороны	4	8
32	могут быть	3	8
33	из этих	2	7
34	как и	2	7
35	том что	9	7
36	было бы	12	7
37	говорит о	5	7
38	не было	6	7
39	а не	14	7
40	это не	9	6
41	в себе	11	6
42	идеи и	5	6
43	это и	4	6
44	то что	13	6
45	более или	3	6
46	в нем	16	6
47	так и	9	6
48	или менее	3	6
49	бы и	2	6
50	в то	6	6
51	тому что	3	5
52	же время	4	5
53	все же	5	5
54	и при	2	5
55	и есть	16	5
56	действительности и	3	5
57	как бы	11	5
58	один из	3	5
59	в их	3	5
60	сказать что	10	5
61	только в	3	5
62	не в	6	5
63	не является	3	5
64	к тому	4	4
65	никогда не	9	4
66	творчества как	2	4
67	что он	11	4
68	можно сказать	6	4
69	в своей	2	4
70	в самом	3	4
71	даже в	3	4
72	как раз	4	4
73	в них	3	4
74	с ними	2	4
75	утверждать что	3	4
76	в противоположность	5	3
77	всех этих	3	3
78	и как	7	3
79	даже и	3	3
80	и от	2	3
81	в конце	4	3
82	только что	3	3
83	что они	3	3
84	но как	2	3
85	как о	2	3
86	это мы	4	3
87	с этим	2	3
88	что не	7	3
89	вслед за	2	3
90	и он	5	3
91	в виду	5	3
92	в котором	4	3
93	что и	3	3
94	жизни и	3	3
95	и их	2	3
96	именно в	2	3
97	того что	2	3
98	так же	4	3
99	его не	6	3
100	в которых	2	3
101	никак не	6	3
102	точки зрения	17	3
103	она не	6	3
104	является не	2	3
105	бы в	3	3
106	не менее	2	2
107	что ни	3	2
108	он сам	5	2
109	в каждом	2	2
110	а о	2	2
111	образа в	2	2
112	и быть	2	2
113	отличается от	2	2
114	и значит	3	2
115	по крайней	4	2
116	у пушкина	4	2
117	вовсе не	7	2
118	по себе	25	2
119	стороны и	3	2
120	или иной	3	2
121	крайней мере	4	2
122	можно указать	2	2
123	ли это	3	2
124	до сих	2	2
125	и потому	3	2
126	но не	4	2
127	как у	2	2
128	еще не	2	2
129	одной стороны	2	2
130	и может	2	2
131	для того	2	2
132	он и	2	2
133	о своем	2	2
134	то это	4	2
135	если бы	12	2
136	мы имеем	2	2
137	гете и	2	2
138	ни с	6	2
139	к ним	2	2
140	в науке	3	2
141	в ней	3	2
142	что она	7	2
143	конце концов	3	2
144	относится к	2	2
145	и даже	13	2
146	всяком случае	2	2
147	отнюдь не	9	2
148	если в	3	2
149	что для	3	2
150	только то	4	2
151	но к	2	2
152	сих пор	2	2
153	даже не	3	2
154	рождается из	2	2
155	а в	5	2
156	в особенности	5	2
157	еще и	3	2
158	с одной	2	2
159	что оно	5	2
160	но с	3	2
161	этой точки	2	2
162	чтобы не	2	2
163	что такое	10	2
164	и для	2	2
165	у них	3	2
166	можно было	5	2
167	с другими	2	2
168	между собою	2	2
169	также и	7	2
170	во всяком	4	2
171	хотя и	4	2
172	не о	4	2
173	он не	3	2
174	как например	2	2
175	говорить о	5	2
176	в другом	2	2
177	что даже	2	2
178	не рождается	2	2
179	стороны в	2	2
180	как он	4	2
181	самый факт	2	2
182	в чем	6	2
183	которая не	2	2
184	же как	2	2
185	нет ни	2	2
186	в сознании	3	2
187	о чем	2	2
188	но в	6	2
189	значит что	14	2
