N	2gram	Bakhtin_Fr_8	Myshleni
1	речи и	3	30
2	в этом	14	29
3	точки зрения	6	28
4	и в	56	26
5	не только	8	24
6	то что	3	24
7	таким образом	17	23
8	с точки	2	21
9	того чтобы	4	19
10	в том	13	18
11	и не	9	18
12	для того	2	18
13	том что	8	17
14	потому что	6	16
15	как и	5	15
16	так же	2	14
17	так как	4	14
18	как мы	7	14
19	с помощью	3	13
20	что в	5	12
21	вместе с	2	12
22	и его	12	12
23	в которой	4	11
24	но и	9	11
25	только не	2	11
26	в слове	2	11
27	не может	2	11
28	что они	2	10
29	по своей	4	10
30	в развитии	2	10
31	слова и	3	10
32	по своему	8	9
33	в самом	9	9
34	в сущности	8	9
35	в себе	4	9
36	то же	11	8
37	что она	2	8
38	сказать что	3	8
39	что он	2	8
40	той же	6	8
41	только в	9	8
42	прежде всего	6	7
43	может быть	3	7
44	и к	4	7
45	мы не	2	7
46	и то	2	7
47	как бы	11	6
48	в ее	6	6
49	было бы	2	6
50	во всех	8	6
51	все эти	15	6
52	все же	2	6
53	самом деле	2	6
54	а не	2	6
55	что это	4	6
56	с этой	2	5
57	можно сказать	2	5
58	до конца	11	5
59	одной стороны	2	5
60	если бы	2	5
61	и их	8	5
62	данном случае	2	5
63	с одной	4	5
64	и с	8	5
65	бы в	3	5
66	с тем	2	5
67	из всех	2	5
68	в качестве	4	5
69	в процессе	5	5
70	в речи	2	5
71	и для	2	5
72	в данном	2	5
73	никогда не	5	4
74	в нашем	2	4
75	с другой	2	4
76	так что	3	4
77	в котором	2	4
78	в свете	4	4
79	целый ряд	2	4
80	и наконец	3	4
81	и во	2	4
82	в его	18	4
83	о том	4	4
84	но в	6	4
85	связи с	6	4
86	еще не	10	4
87	одной из	3	4
88	в той	6	4
89	не в	3	4
90	в области	5	4
91	друг другу	2	3
92	все это	8	3
93	это не	2	3
94	но это	2	3
95	такой же	5	3
96	момент в	2	3
97	для него	2	3
98	в ней	4	3
99	в основе	4	3
100	между ними	2	3
101	мы видели	5	3
102	в первой	3	3
103	как к	2	3
104	на котором	2	3
105	мы находим	3	3
106	устной речи	2	3
107	он не	5	3
108	мы уже	10	3
109	что эти	2	3
110	нашей работы	2	3
111	с ним	2	3
112	с собой	2	3
113	во всем	4	3
114	в то	12	3
115	но не	5	3
116	до сих	8	3
117	и о	3	3
118	и потому	4	3
119	что и	3	3
120	в своей	2	3
121	сих пор	8	3
122	так и	13	3
123	только на	2	3
124	как раз	2	3
125	на самом	2	3
126	к нему	2	3
127	мы видим	6	3
128	в этой	6	3
129	перед нами	3	2
130	уже в	2	2
131	казалось бы	3	2
132	в этих	11	2
133	что все	4	2
134	то время	2	2
135	его к	3	2
136	что на	2	2
137	ни в	2	2
138	в большинстве	7	2
139	в действительности	2	2
140	на его	6	2
141	несмотря на	2	2
142	не мог	3	2
143	одним из	5	2
144	все те	2	2
145	один из	5	2
146	в нем	8	2
147	с ее	5	2
148	в их	3	2
149	и других	4	2
150	форм и	4	2
151	образом в	2	2
152	а в	2	2
153	что для	3	2
154	в своих	4	2
155	также и	2	2
156	в которых	2	2
157	но он	3	2
158	к его	3	2
159	его в	2	2
160	большинстве случаев	6	2
161	и которые	4	2
162	в известном	2	2
163	во время	5	2
164	к этому	2	2
165	вовсе не	6	2
166	значение и	2	2
167	и здесь	3	2
168	и при	2	2
169	слов и	3	2
170	наконец в	4	2
171	время в	3	2
172	даже в	4	2
173	и до	10	2
174	благодаря этому	2	2
175	и всей	3	2
176	во всей	2	2
177	в отношении	5	2
178	того как	2	2
179	но с	2	2
180	из которых	2	2
181	границы между	6	2
182	вещи и	4	2
183	и ее	4	2
184	ту же	4	2
185	здесь как	2	2
