N	2gram	Losev_Dial_2	Psycholo
1	в том	14	37
2	и в	19	32
3	и что	5	22
4	том что	10	21
5	то что	14	21
6	таким образом	4	21
7	в искусстве	2	21
8	потому что	14	21
9	что в	7	20
10	так же	2	18
11	может быть	20	18
12	что и	5	17
13	не может	9	17
14	точки зрения	12	17
15	что она	14	16
16	самом деле	4	16
17	что он	6	13
18	при этом	4	13
19	то же	12	13
20	в этом	8	13
21	по себе	18	12
22	если мы	2	12
23	в самом	5	12
24	не только	19	12
25	заключается в	4	12
26	так как	14	12
27	с тем	2	11
28	было бы	3	11
29	как и	10	10
30	и т	17	10
31	но и	12	10
32	и не	30	10
33	с точки	8	10
34	никогда не	9	9
35	как в	2	9
36	в своих	2	9
37	тем что	2	9
38	что это	10	8
39	не менее	3	8
40	не в	8	8
41	т п	2	8
42	того что	6	8
43	к тому	2	7
44	ясно что	4	7
45	и как	10	7
46	а не	16	7
47	в сущности	2	7
48	поэзии и	4	7
49	все эти	2	7
50	и его	5	7
51	сказать что	10	7
52	как будто	7	7
53	только в	5	7
54	что они	6	7
55	все время	3	6
56	в этой	3	6
57	и мы	3	6
58	и из	3	6
59	он не	4	6
60	как бы	14	6
61	же самое	2	6
62	что если	3	6
63	о том	5	6
64	сейчас же	3	5
65	отнюдь не	6	5
66	что у	2	5
67	на все	2	5
68	в ней	2	5
69	до сих	2	5
70	сих пор	2	5
71	все это	4	5
72	как раз	5	5
73	на самом	2	5
74	и даже	14	5
75	есть только	4	5
76	в то	6	5
77	сам по	3	4
78	и более	3	4
79	же как	3	4
80	от того	4	4
81	в жизни	2	4
82	есть не	7	4
83	что на	2	4
84	тем не	2	4
85	как это	7	4
86	в чем	3	4
87	несмотря на	2	4
88	и когда	4	4
89	совершенно не	7	4
90	и по	4	4
91	в нем	10	4
92	все же	4	4
93	из них	3	4
94	жизни и	6	4
95	данном случае	2	4
96	но только	3	4
97	а в	4	4
98	и все	12	4
99	мы имеем	3	4
100	мы видим	2	4
101	в данном	3	4
102	тому что	2	4
103	и с	5	4
104	могут быть	4	4
105	с этим	3	4
106	и это	5	4
107	ничего не	3	4
108	того как	2	4
109	между тем	2	4
110	в общем	2	3
111	по своему	5	3
112	не могут	4	3
113	в частности	2	3
114	но он	4	3
115	хотя бы	4	3
116	с другой	5	3
117	не как	2	3
118	в конце	2	3
119	которые не	2	3
120	и к	7	3
121	а только	3	3
122	об этом	3	3
123	так что	7	3
124	это значит	8	3
125	но как	5	3
126	что с	2	3
127	только как	3	3
128	мы в	2	3
129	например в	2	3
130	в своей	8	3
131	сами по	3	3
132	то это	2	3
133	с ее	2	3
134	так и	10	3
135	то как	3	3
136	во всех	2	3
137	и их	3	3
138	жизни с	2	3
139	бы и	2	3
140	же мы	3	3
141	в их	2	3
142	что же	2	3
143	это только	3	3
144	на этом	2	3
145	и вот	4	3
146	время как	7	3
147	что не	6	3
148	должны быть	3	3
149	жизнь и	5	3
150	то время	4	3
151	и совершенно	2	3
152	в смысле	5	3
153	само по	2	3
154	в каком	4	3
155	и то	7	3
156	ни на	2	3
157	мы должны	2	3
158	в поэзии	7	3
159	того или	2	3
160	та же	4	3
161	тогда когда	6	3
162	но в	2	3
163	значит что	12	3
164	в виду	5	3
165	это было	3	3
166	в узком	2	2
167	как только	3	2
168	если она	2	2
169	вещей и	3	2
170	зависит от	2	2
171	это может	2	2
172	понятно что	2	2
173	в какой	2	2
174	это не	10	2
175	и от	3	2
176	более и	2	2
177	в одном	4	2
178	в каждом	2	2
179	была бы	3	2
180	а я	2	2
181	во всяком	2	2
182	ни в	10	2
183	же время	5	2
184	и при	2	2
185	даны в	3	2
186	еще не	4	2
187	но не	6	2
188	очевидно что	2	2
189	и говорить	2	2
190	но что	7	2
191	она не	8	2
192	и часто	2	2
193	вовсе не	13	2
194	на его	2	2
195	к нему	4	2
196	во внимание	3	2
197	только потому	2	2
198	и следовательно	5	2
199	всяком случае	2	2
200	когда я	2	2
201	если в	2	2
202	в ее	4	2
203	его с	3	2
204	том как	2	2
205	в состоянии	2	2
206	как он	4	2
207	в этих	3	2
208	как не	2	2
209	вместе с	2	2
210	на него	2	2
211	себе и	3	2
212	есть нечто	8	2
213	как нечто	4	2
214	не на	2	2
215	другой стороны	4	2
216	т д	15	2
217	не было	3	2
218	что оно	4	2
219	форм и	2	2
220	а потому	2	2
221	мы находим	3	2
222	на который	2	2
223	то или	4	2
224	в очень	2	2
225	в таком	4	2
226	что этот	3	2
227	но это	7	2
228	как нельзя	2	2
229	также и	2	2
230	их в	2	2
231	мы получаем	2	2
232	в себе	15	2
233	смысл и	2	2
234	того и	2	2
235	и вообще	6	2
236	и только	4	2
237	явлений и	2	2
238	не значит	3	2
239	от смысла	5	2
240	когда мы	3	2
241	не потому	6	2
242	в которой	2	2
243	что по	2	2
