N	2gram	Propp_Isto_6	Hudozhes
1	и в	26	28
2	том что	10	19
3	и не	10	18
4	своего рода	2	16
5	в том	12	15
6	а не	2	14
7	не в	3	13
8	в этом	12	13
9	о том	7	12
10	перед нами	2	11
11	как и	5	11
12	при этом	3	11
13	в его	5	11
14	не только	10	11
15	уже не	7	10
16	но и	9	9
17	в себе	3	9
18	о чем	2	8
19	что он	9	8
20	может быть	11	8
21	так и	5	8
22	к тому	2	7
23	в частности	3	7
24	отношению к	2	7
25	что она	3	7
26	по отношению	2	7
27	тогда как	2	7
28	с ним	8	7
29	как это	5	7
30	это не	4	6
31	можно сказать	2	6
32	то что	6	6
33	жизни и	2	6
34	в своей	3	6
35	если бы	3	6
36	то же	5	6
37	не было	3	6
38	сводится к	2	6
39	а в	3	6
40	и с	6	6
41	тем что	5	6
42	в то	5	6
43	с его	4	5
44	что это	2	5
45	и другие	3	5
46	у него	7	5
47	в своем	2	5
48	как бы	4	5
49	как в	6	5
50	в этой	2	5
51	что в	12	5
52	она не	3	5
53	и сам	2	5
54	наряду с	3	5
55	никогда не	13	5
56	и его	7	5
57	ничего не	2	5
58	превращается в	7	4
59	но не	2	4
60	что они	2	4
61	в качестве	3	4
62	он не	2	4
63	что и	4	4
64	и т	10	4
65	то и	2	4
66	не может	6	4
67	человека в	2	4
68	в городе	2	4
69	как будто	3	4
70	только в	5	4
71	в других	4	4
72	как только	3	3
73	все время	2	3
74	в них	3	3
75	с другой	10	3
76	в одном	3	3
77	к себе	2	3
78	но при	2	3
79	прежде всего	4	3
80	в нем	8	3
81	и ее	3	3
82	для нас	2	3
83	все что	4	3
84	есть и	4	3
85	когда в	2	3
86	еще не	9	3
87	одной стороны	7	3
88	было бы	2	3
89	в это	4	3
90	во сне	3	3
91	в ней	5	3
92	мы уже	6	3
93	в этих	2	3
94	на него	2	3
95	со стороны	3	3
96	а с	2	3
97	с одной	7	3
98	и он	4	3
99	так же	2	3
100	или в	3	3
101	можно было	2	3
102	о смерти	9	3
103	с ними	2	3
104	и на	12	3
105	что у	2	3
106	как он	6	3
107	и это	8	3
108	т е	22	2
109	однако в	2	2
110	и от	3	2
111	из этих	4	2
112	с собой	2	2
113	вовсе не	2	2
114	как мы	4	2
115	она в	2	2
116	мы знаем	2	2
117	же как	3	2
118	одна из	2	2
119	как у	2	2
120	этот мотив	5	2
121	что не	2	2
122	а также	4	2
123	до сих	4	2
124	один из	3	2
125	все же	8	2
126	не будет	5	2
127	вместе с	8	2
128	сих пор	4	2
129	данном случае	3	2
130	что же	2	2
131	как на	3	2
132	здесь не	2	2
133	т д	8	2
134	того как	3	2
135	ее на	2	2
136	именно на	2	2
137	тем самым	2	2
138	и эта	3	2
139	в данном	3	2
140	и то	3	2
141	сказать что	3	2
142	потому что	13	2
143	в виде	6	2
144	приходит к	3	2
145	себе в	4	2
146	и только	3	2
147	никого не	2	2
148	его в	5	2
149	та же	3	2
150	но в	7	2
151	же не	2	2
152	том как	3	2
