N	2gram	Vinokur_Ku_1	StatiiOP
1	и в	24	44
2	в том	30	36
3	и т	33	30
4	что в	17	30
5	том что	21	29
6	т д	14	21
7	в этом	14	21
8	вовсе не	10	19
9	то что	9	18
10	не только	10	18
11	было бы	15	17
12	а в	5	17
13	о том	9	17
14	и не	12	16
15	а не	8	16
16	т е	38	15
17	может быть	13	15
18	в данном	4	14
19	в области	7	14
20	как в	4	13
21	можно было	6	13
22	не в	11	12
23	у нас	10	11
24	в этой	3	11
25	самом деле	9	11
26	того чтобы	17	11
27	точки зрения	14	11
28	ясно что	3	10
29	для того	16	10
30	что он	6	10
31	но и	6	10
32	но в	2	10
33	только в	11	10
34	с другой	7	9
35	но также	2	9
36	если бы	9	9
37	в то	2	9
38	как и	2	9
39	того что	9	9
40	т п	18	9
41	также и	2	9
42	так и	7	9
43	в его	12	9
44	например в	5	8
45	все же	12	8
46	из них	4	8
47	не может	7	8
48	и его	5	8
49	это не	7	8
50	с точки	9	8
51	но ведь	2	8
52	я не	2	7
53	прежде всего	9	7
54	так например	2	7
55	в самом	10	7
56	для нас	2	7
57	сих пор	4	7
58	до сих	4	7
59	другой стороны	6	7
60	таким образом	12	7
61	этом отношении	5	7
62	что они	4	7
63	потому что	23	6
64	из этих	4	6
65	так что	4	6
66	что и	4	6
67	в своей	2	6
68	со стороны	4	6
69	что же	6	6
70	именно в	6	6
71	на самом	2	6
72	в той	5	6
73	во всяком	5	6
74	хотя бы	10	6
75	всяком случае	5	6
76	не менее	7	5
77	никогда не	2	5
78	была бы	3	5
79	так же	4	5
80	данном отношении	2	5
81	в котором	3	5
82	в нем	4	5
83	в целом	4	5
84	все это	6	5
85	думаю что	2	5
86	той же	3	5
87	то же	8	5
88	и даже	3	5
89	в слове	2	5
90	в которых	6	5
91	и то	3	5
92	тем что	8	5
93	ср в	2	5
94	все эти	6	5
95	так как	9	5
96	там где	4	5
97	речь идет	2	4
98	что это	5	4
99	в частности	4	4
100	можно ли	2	4
101	это слово	3	4
102	что она	3	4
103	гораздо более	3	4
104	представление о	3	4
105	вопрос о	2	4
106	или иного	3	4
107	бы и	2	4
108	это и	4	4
109	же время	2	4
110	но все	2	4
111	тем более	2	4
112	и что	5	4
113	в качестве	7	4
114	того или	4	4
115	же и	2	4
116	как раз	8	4
117	но если	2	4
118	как бы	7	4
119	на то	4	4
120	дело не	2	4
121	не было	3	4
122	заключается в	2	4
123	во втором	2	4
124	не имеет	2	4
125	языка и	8	4
126	на эту	2	4
127	как это	3	4
128	в которой	6	4
129	к которому	3	4
130	том как	3	4
131	что так	3	3
132	а с	3	3
133	тому что	3	3
134	в какой	6	3
135	же касается	4	3
136	и с	5	3
137	с этой	2	3
138	не является	2	3
139	должна быть	3	3
140	в каждом	2	3
141	так называемая	2	3
142	в тех	4	3
143	ни в	2	3
144	в г	3	3
145	не трудно	7	3
146	но не	5	3
147	а на	2	3
148	того же	4	3
149	еще не	5	3
150	что не	5	3
151	и для	2	3
152	в ней	6	3
153	даже в	3	3
154	не все	2	3
155	должен быть	4	3
156	и тем	2	3
157	то это	3	3
158	отношению к	9	3
159	в истории	3	3
160	а именно	2	3
161	внимание на	4	3
162	по отношению	8	3
163	что оно	3	3
164	но с	2	3
165	лишь в	2	3
166	должны быть	2	3
167	на этот	2	3
168	в таком	3	3
169	в результате	5	3
170	что касается	2	3
171	в каком	2	3
172	обстоятельство что	8	3
173	видно что	2	3
174	во многих	2	3
175	между тем	5	3
176	с этим	4	3
177	иных случаях	2	2
178	что все	2	2
179	уже в	3	2
180	нисколько не	3	2
181	втором случае	2	2
182	в этих	4	2
183	даже и	3	2
184	в своем	3	2
185	превращается в	2	2
186	как о	2	2
187	по крайней	5	2
188	не всегда	2	2
189	не знаю	2	2
190	для которых	2	2
191	быть в	2	2
192	смысле этого	3	2
193	большое значение	2	2
194	крайней мере	5	2
195	этом случае	2	2
196	ли не	3	2
197	по существу	4	2
198	идет о	2	2
199	и более	2	2
200	чуть ли	2	2
201	если не	3	2
202	есть в	4	2
203	в москве	2	2
204	при этом	6	2
205	что с	2	2
206	несмотря на	3	2
207	в сущности	3	2
208	в сторону	2	2
209	между прочим	2	2
210	и потому	4	2
211	свое время	2	2
212	этого слова	3	2
213	хочу сказать	2	2
214	с историей	2	2
215	если в	2	2
216	так называемой	2	2
217	тем не	4	2
218	в первом	3	2
219	в первую	4	2
220	конечно не	2	2
221	первую очередь	2	2
222	справедливо указывает	2	2
223	и тогда	4	2
224	целый ряд	5	2
225	е как	4	2
226	для этого	3	2
227	в свое	2	2
228	история литературы	2	2
229	то обстоятельство	8	2
230	еще и	5	2
231	а потому	5	2
232	тем самым	4	2
233	так или	2	2
234	свидетельствует о	2	2
235	ни одного	2	2
236	д и	2	2
237	или иначе	2	2
238	русского языка	9	2
239	ничего не	2	2
240	капитанской дочки	2	2
241	а то	2	2
242	языка не	3	2
243	от этого	2	2
244	одно из	2	2
245	мере в	6	2
246	он не	2	2
247	в себе	3	2
248	о котором	2	2
249	нужно было	2	2
250	и все	2	2
251	в иных	2	2
252	ли в	2	2
253	а если	3	2
254	мы имеем	6	2
255	е в	2	2
256	в числе	2	2
