N	2gram	Tiupa_Hudo_1	Istorich
1	и в	19	22
2	мы имеем	6	19
3	в этом	11	17
4	что в	6	15
5	не только	16	14
6	но и	10	12
7	и не	15	12
8	может быть	14	11
9	в этих	3	11
10	или в	2	11
11	еще не	3	10
12	таким образом	3	10
13	но в	7	10
14	что он	3	9
15	в нем	5	9
16	что и	2	9
17	в том	18	9
18	том что	8	8
19	другой стороны	5	7
20	с другой	7	7
21	но не	11	7
22	то что	4	7
23	уже не	4	7
24	в них	2	6
25	это не	2	6
26	не вполне	2	6
27	не все	2	6
28	а в	12	6
29	то же	10	6
30	а не	9	6
31	так в	4	6
32	если бы	3	6
33	не менее	3	5
34	в частности	13	5
35	тем не	3	5
36	один из	2	5
37	что она	2	5
38	он не	4	5
39	того что	4	5
40	к нему	3	5
41	могут быть	4	5
42	в этой	2	5
43	и другие	2	4
44	как это	5	4
45	не в	7	4
46	в пределах	3	4
47	только в	5	4
48	в свою	3	4
49	отношение к	5	4
50	а именно	2	4
51	и его	12	4
52	и на	2	4
53	в данном	4	4
54	не может	7	4
55	но он	3	4
56	имеем в	3	4
57	все эти	2	4
58	я не	2	3
59	состоит в	16	3
60	превращается в	2	3
61	о себе	2	3
62	могло быть	2	3
63	прежде всего	4	3
64	к тому	4	3
65	и к	3	3
66	как и	2	3
67	и как	3	3
68	представляет собой	10	3
69	особого рода	5	3
70	в его	9	3
71	никогда не	2	3
72	в целом	3	3
73	быть и	2	3
74	ее в	2	3
75	со стороны	2	3
76	дома и	2	3
77	так же	2	3
78	сказать что	4	3
79	потому что	3	3
80	и ее	3	3
81	из этих	3	3
82	далеко не	2	3
83	в русской	3	3
84	о том	2	3
85	его в	2	3
86	здесь не	2	3
87	их в	3	3
88	в чем	2	3
89	в сторону	2	2
90	и др	2	2
91	к более	2	2
92	в одном	2	2
93	в жизни	2	2
94	говорит и	3	2
95	вовсе не	2	2
96	можно сказать	5	2
97	ни в	5	2
98	имеются и	2	2
99	и более	2	2
100	одна из	2	2
101	с одной	2	2
102	как в	2	2
103	при этом	13	2
104	в качестве	24	2
105	одной стороны	2	2
106	например в	3	2
107	и о	3	2
108	хотя и	3	2
109	и потому	2	2
110	даже в	3	2
111	к жизни	2	2
112	не с	2	2
113	отношению к	9	2
114	и это	2	2
115	но она	2	2
116	образом и	2	2
117	так и	11	2
118	по отношению	9	2
119	в своем	2	2
120	никто не	2	2
121	и некоторые	2	2
122	и что	3	2
123	и для	2	2
124	и то	4	2
125	из которого	4	2
126	между тем	4	2
127	точки зрения	10	2
128	в другом	3	2
129	в то	6	2
130	как правило	2	2
131	а также	5	2
