N	2gram	Vygotskiy__2	KFilosof
1	может быть	18	43
2	в его	2	39
3	в нем	4	31
4	не может	17	27
5	и не	10	26
6	и в	32	22
7	в себе	2	21
8	в ее	2	17
9	а не	7	17
10	и его	7	17
11	только в	7	16
12	точки зрения	17	13
13	в этом	13	13
14	ни в	2	12
15	но не	2	12
16	и это	4	12
17	все эти	7	11
18	в своей	3	11
19	не в	8	11
20	к нему	2	11
21	из себя	2	10
22	это не	2	10
23	все это	5	10
24	во всех	3	10
25	с точки	10	10
26	в целом	4	9
27	но и	10	9
28	в их	3	9
29	как бы	6	9
30	и все	4	9
31	для нее	2	9
32	и для	4	9
33	не было	2	8
34	если бы	6	8
35	было бы	11	8
36	жизни и	4	8
37	и здесь	2	7
38	во всем	3	7
39	вовсе не	2	7
40	что и	17	7
41	то что	21	7
42	в смысле	3	6
43	в том	37	6
44	но это	2	6
45	отношение к	2	6
46	смысл и	2	6
47	и только	2	6
48	отнюдь не	5	6
49	совершенно не	4	6
50	и их	3	6
51	он не	6	6
52	не значит	2	6
53	никогда не	9	5
54	хотя бы	3	5
55	но эта	2	5
56	то же	13	5
57	и содержание	2	5
58	не имеет	4	5
59	в основе	11	5
60	но как	3	5
61	но в	3	5
62	как и	10	5
63	не только	12	5
64	все же	4	5
65	мы имеем	4	5
66	там где	2	5
67	место в	2	4
68	что в	20	4
69	для нас	2	4
70	здесь мы	2	4
71	при этом	13	4
72	к ним	2	4
73	в своих	9	4
74	между тем	4	4
75	могло бы	2	4
76	в одном	2	4
77	не как	3	4
78	том что	21	4
79	только как	3	4
80	а в	4	4
81	в каком	3	4
82	в чем	4	4
83	бы и	3	3
84	что это	8	3
85	не менее	8	3
86	в каждом	2	3
87	в свою	3	3
88	до конца	3	3
89	в виду	3	3
90	когда я	2	3
91	себе и	2	3
92	и тем	4	3
93	от того	4	3
94	того что	8	3
95	и на	5	3
96	и совершенно	3	3
97	в ней	5	3
98	в то	5	3
99	того или	3	3
100	о том	6	3
101	мы не	3	3
102	тогда когда	3	3
103	ясно что	7	3
104	или иного	2	3
105	действительной жизни	3	3
106	по своему	3	3
107	еще не	2	3
108	и этот	2	3
109	бы не	2	3
110	на самом	5	3
111	самом деле	16	3
112	для того	13	3
113	что не	3	3
114	что этот	2	3
115	тем что	9	3
116	могут быть	4	3
117	ничего не	4	3
118	слова в	2	2
119	а с	2	2
120	то ни	2	2
121	та же	3	2
122	к которой	2	2
123	тем не	4	2
124	и как	7	2
125	же время	2	2
126	и мы	6	2
127	в него	2	2
128	его с	2	2
129	его жизни	2	2
130	по себе	12	2
131	тому что	4	2
132	для этого	3	2
133	как к	3	2
134	ни у	2	2
135	содержания и	2	2
136	и других	3	2
137	именно на	2	2
138	отказаться от	3	2
139	потому что	21	2
140	имеем в	2	2
141	в сознании	4	2
142	были бы	3	2
143	с его	2	2
144	и то	3	2
145	мы получим	2	2
146	с тем	11	2
147	в жизни	4	2
148	думать что	3	2
149	что он	13	2
150	из самого	2	2
151	даны в	2	2
152	бы то	2	2
153	ли это	2	2
154	тот же	6	2
155	и тот	2	2
156	и когда	4	2
157	и эти	2	2
158	оно не	2	2
159	в процессе	2	2
160	не остается	2	2
161	так и	3	2
162	как в	9	2
163	дело с	8	2
164	это только	3	2
165	еще более	3	2
166	сводится к	2	2
167	того чтобы	14	2
168	и отсюда	2	2
169	то или	2	2
170	жизнь и	3	2
171	в данном	4	2
172	это можно	2	2
173	в этой	6	2
174	отношении к	3	2
175	едва ли	4	2
176	не потому	2	2
177	же с	2	2
