N	2gram	Propp_Morf_1	StatiiOP
1	и в	13	25
2	в этом	14	24
3	в том	6	20
4	что в	8	19
5	что он	4	19
6	может быть	52	19
7	тем что	4	19
8	том что	4	15
9	в этой	2	14
10	и пр	37	13
11	то что	8	12
12	не только	4	12
13	в этих	13	11
14	прежде всего	9	10
15	таким образом	21	10
16	и не	12	10
17	но и	4	9
18	и т	41	8
19	как например	2	8
20	т е	21	8
21	о том	2	8
22	это было	3	8
23	это не	6	7
24	было бы	3	7
25	с этим	11	7
26	не может	14	7
27	что такое	3	7
28	точки зрения	2	7
29	из его	2	7
30	в то	3	7
31	не в	3	6
32	только в	2	6
33	а а	2	6
34	как бы	3	6
35	как в	3	6
36	а в	7	6
37	в россии	2	6
38	между тем	5	6
39	то же	7	5
40	независимо от	3	5
41	потому что	3	5
42	с другой	8	5
43	на то	2	5
44	об этом	4	5
45	а не	11	5
46	того что	3	5
47	другой стороны	4	5
48	он не	3	5
49	так и	6	5
50	мы имеем	9	5
51	но в	2	5
52	с тем	2	4
53	всяком случае	2	4
54	состоит в	2	4
55	и др	10	4
56	связана с	3	4
57	у нас	2	4
58	как и	3	4
59	мы видим	13	4
60	но это	6	4
61	в начале	3	4
62	то в	3	4
63	в качестве	5	4
64	можно сказать	2	4
65	если бы	2	4
66	например в	2	4
67	и к	4	4
68	на его	4	4
69	а также	4	4
70	и тем	2	4
71	в целом	3	4
72	из которых	3	4
73	с точки	2	4
74	к нему	3	4
75	и для	2	4
76	время как	3	4
77	в отдельных	3	4
78	можно назвать	3	4
79	сказать что	2	4
80	во всяком	2	4
81	действующих лиц	11	4
82	в каком	2	4
83	все же	7	4
84	в которой	3	4
85	что эти	2	4
86	то время	3	4
87	ничего не	4	4
88	на вопрос	2	3
89	с его	2	3
90	тому что	4	3
91	в какой	3	3
92	во время	6	3
93	раньше чем	3	3
94	к этому	3	3
95	б в	2	3
96	и здесь	5	3
97	и что	2	3
98	на этом	3	3
99	несмотря на	4	3
100	все эти	2	3
101	не является	3	3
102	в некоторых	3	3
103	со стороны	3	3
104	в связи	9	3
105	в в	2	3
106	уже не	2	3
107	что мы	2	3
108	в виде	2	3
109	говорить о	3	3
110	в другом	2	3
111	связи с	10	3
112	так как	16	3
113	а с	2	2
114	сам он	3	2
115	при помощи	9	2
116	не менее	5	2
117	себя и	2	2
118	он может	2	2
119	в интересах	2	2
120	представляет собою	6	2
121	вовсе не	4	2
122	и ее	3	2
123	утверждать что	3	2
124	к тому	4	2
125	как мы	6	2
126	на котором	3	2
127	а по	3	2
128	без всякого	2	2
129	что его	2	2
130	но все	3	2
131	что они	2	2
132	но не	4	2
133	а то	3	2
134	в последнем	2	2
135	еще не	3	2
136	в сущности	3	2
137	во всех	4	2
138	одна из	4	2
139	если в	5	2
140	вступают в	3	2
141	один из	5	2
142	д г	7	2
143	тем не	5	2
144	и за	2	2
145	дело не	2	2
146	в форме	6	2
147	только что	2	2
148	не на	2	2
149	т д	39	2
150	от того	3	2
151	самом деле	4	2
152	во втором	3	2
153	для того	2	2
154	и по	2	2
155	мы не	8	2
156	или в	4	2
157	между собою	2	2
158	в которых	2	2
159	в результате	7	2
160	но есть	3	2
161	могут быть	16	2
162	имеем в	6	2
163	но как	2	2
164	которой есть	2	2
165	что эта	2	2
166	не имеет	2	2
167	заметить что	8	2
