N	2gram	Medvedev_V_1	Myslijsy
1	то что	6	29
2	может быть	22	26
3	таким образом	31	24
4	в том	15	23
5	и в	26	23
6	в этом	26	23
7	в слове	3	22
8	и не	19	18
9	что в	10	17
10	только в	7	15
11	как и	7	14
12	в себе	6	14
13	то же	10	14
14	того что	3	14
15	если бы	3	13
16	том что	8	12
17	не было	7	12
18	а не	7	12
19	по себе	2	11
20	но и	10	11
21	не в	6	11
22	не может	17	11
23	и потому	2	10
24	что мы	2	10
25	по отношению	7	10
26	не только	25	10
27	между тем	5	9
28	в своем	8	8
29	было бы	7	8
30	тогда когда	2	8
31	то это	2	8
32	отношению к	7	8
33	сказать что	5	8
34	о том	10	8
35	но в	2	8
36	с тем	3	7
37	это не	7	7
38	в нем	6	7
39	что и	3	7
40	в силу	11	7
41	очевидно что	7	7
42	вовсе не	3	7
43	и т	23	7
44	могут быть	5	7
45	с этим	3	7
46	что такое	2	7
47	и к	3	6
48	мысль о	2	6
49	для того	3	6
50	вместе с	7	6
51	что не	3	6
52	в которой	2	6
53	так и	5	6
54	по крайней	2	5
55	для него	8	5
56	хотя и	2	5
57	в его	14	5
58	как бы	5	5
59	крайней мере	2	5
60	бы и	6	5
61	все это	10	5
62	не менее	2	5
63	должно быть	2	5
64	а в	3	5
65	образом в	3	5
66	говорить о	2	5
67	так сказать	2	5
68	на вопрос	2	4
69	что все	3	4
70	что он	4	4
71	можно сказать	4	4
72	и может	2	4
73	по поводу	2	4
74	со своим	2	4
75	в одном	4	4
76	в представлении	2	4
77	от того	2	4
78	в котором	3	4
79	между ними	3	4
80	на основании	8	4
81	того чтобы	3	4
82	хотя бы	19	4
83	так же	3	4
84	с другими	2	4
85	между собою	2	4
86	точки зрения	3	4
87	т п	9	4
88	в сознании	4	4
89	в то	6	4
90	же самое	2	4
91	его в	3	4
92	мы имеем	3	4
93	при помощи	3	3
94	только не	2	3
95	и есть	5	3
96	никогда не	4	3
97	связи с	4	3
98	в них	4	3
99	человека и	3	3
100	с нею	2	3
101	именно в	2	3
102	же время	5	3
103	еще не	2	3
104	было в	2	3
105	к тому	4	3
106	например в	3	3
107	в самом	4	3
108	между прочим	2	3
109	образы и	5	3
110	в виду	4	3
111	лица и	2	3
112	в каждом	2	3
113	и их	3	3
114	в процессе	16	3
115	что например	2	3
116	только что	4	3
117	вообще и	2	3
118	бы не	2	3
119	т д	14	3
120	все эти	6	3
121	что у	2	3
122	лишь в	2	3
123	должны быть	2	3
124	в науке	2	3
125	и по	3	3
126	с ними	4	3
127	этот вопрос	3	3
128	в которых	3	3
129	их в	6	3
130	даже и	3	3
131	в искусстве	6	3
132	ту же	2	3
133	тому как	2	2
134	во время	3	2
135	не могут	7	2
136	том же	6	2
137	из себя	2	2
138	и как	3	2
139	но даже	3	2
140	тому что	6	2
141	и быть	2	2
142	с другой	11	2
143	из этих	7	2
144	в образе	2	2
145	представить себе	2	2
146	а как	2	2
147	в различных	2	2
148	в ее	4	2
149	у нас	2	2
150	об этом	9	2
151	только о	2	2
152	что даже	2	2
153	равно как	4	2
154	имеет свою	3	2
155	она не	3	2
156	во сне	21	2
157	в ней	2	2
158	он не	2	2
159	не вполне	2	2
160	и др	9	2
161	даже в	5	2
162	один из	5	2
163	что она	2	2
164	художественное произведение	5	2
165	уже по	2	2
166	даже не	2	2
167	например что	3	2
168	и для	2	2
169	в течение	2	2
170	что его	2	2
171	человека в	2	2
172	из которых	2	2
173	и у	2	2
174	и даже	2	2
175	и его	6	2
176	можно было	2	2
177	в своих	2	2
178	не следует	8	2
179	подобно тому	2	2
180	собою и	2	2
181	и при	5	2
182	к его	2	2
183	бы в	3	2
184	от его	2	2
185	иметь в	2	2
186	одном из	3	2
187	представлений и	2	2
188	в области	2	2
