N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	8	37
2	и в	38	30
3	в том	8	27
4	что в	7	24
5	и что	2	23
6	том что	3	21
7	для того	2	20
8	таким образом	10	20
9	того чтобы	2	20
10	как бы	22	19
11	что он	2	17
12	на то	2	17
13	не только	9	16
14	в самом	7	14
15	в этом	15	14
16	то есть	46	13
17	одной стороны	3	12
18	показать что	2	12
19	с одной	3	12
20	если бы	3	11
21	может быть	26	11
22	о том	4	10
23	никогда не	5	9
24	с другой	7	9
25	мы увидим	3	9
26	не может	27	9
27	сказать что	4	9
28	что это	2	8
29	мы имеем	2	8
30	он должен	2	8
31	не в	7	8
32	а не	5	8
33	при этом	5	8
34	того что	2	8
35	самом деле	6	8
36	могут быть	5	8
37	и это	3	8
38	в нем	15	7
39	и как	8	7
40	но не	12	7
41	мы можем	6	7
42	все же	6	7
43	и т	14	7
44	то же	5	7
45	точки зрения	8	7
46	как это	2	7
47	в основе	5	7
48	ясно что	3	6
49	в своем	5	6
50	как и	7	6
51	совершенно не	7	6
52	в искусстве	12	6
53	и тем	3	6
54	и для	11	6
55	но и	9	6
56	что все	2	6
57	что оно	2	6
58	и не	42	6
59	и его	16	6
60	или в	2	6
61	и здесь	2	6
62	тем что	2	6
63	о котором	2	6
64	на этом	2	6
65	дело с	6	5
66	и есть	2	5
67	в целом	3	5
68	несмотря на	3	5
69	как мы	7	5
70	и потому	4	5
71	еще не	7	5
72	было бы	8	5
73	искусства и	3	5
74	художественное произведение	8	5
75	другой стороны	4	5
76	в двух	2	5
77	рядом с	5	5
78	в своих	2	5
79	в себе	4	5
80	но в	4	5
81	только в	13	5
82	же самое	2	5
83	материала и	2	5
84	как только	3	4
85	в частности	2	4
86	от него	3	4
87	и все	3	4
88	прежде всего	13	4
89	содержание и	2	4
90	у нас	2	4
91	есть не	2	4
92	и к	3	4
93	в своей	7	4
94	в ней	4	4
95	в его	43	4
96	искусства как	2	4
97	в него	2	4
98	в них	5	4
99	не есть	6	4
100	и именно	2	4
101	имеет дело	9	4
102	а в	6	4
103	которых мы	4	4
104	содержания и	6	4
105	там где	6	4
106	из которых	2	4
107	что эта	2	4
108	не могли	2	4
109	в виду	4	4
110	не можем	2	4
111	художественной формы	9	3
112	не могут	2	3
113	дело и	5	3
114	и другие	2	3
115	первый план	2	3
116	была бы	2	3
117	хотя бы	4	3
118	это не	5	3
119	формы и	5	3
120	к этому	2	3
121	вовсе не	2	3
122	художественного произведения	11	3
123	одна из	2	3
124	в свою	2	3
125	лучшем случае	2	3
126	имеет место	5	3
127	он не	3	3
128	в ее	4	3
129	что и	2	3
130	ни в	11	3
131	данном случае	4	3
132	так и	5	3
133	как в	4	3
134	и вся	2	3
135	в их	10	3
136	и только	4	3
137	этом отношении	2	3
138	по поводу	2	3
139	и о	5	3
140	и наконец	6	3
141	в таком	3	3
142	в лучшем	2	3
143	можно было	4	3
144	человека в	2	3
145	и на	3	3
146	в данном	4	3
147	т п	13	3
148	в другом	2	3
149	мы должны	2	3
150	в этих	2	3
151	эстетический объект	37	3
152	с его	2	2
153	связи с	2	2
154	находит свое	2	2
155	искусства в	2	2
156	именно поэтому	2	2
157	себя и	3	2
158	не является	3	2
159	чем не	2	2
160	в каждом	2	2
161	этом смысле	3	2
162	и другими	3	2
163	а как	3	2
164	или иной	2	2
165	с помощью	7	2
166	можно сказать	2	2
167	на первый	2	2
168	и понять	2	2
169	художественном произведении	5	2
170	характера и	2	2
171	на содержание	5	2
172	в романе	4	2
173	по существу	2	2
174	и при	2	2
175	чем в	2	2
176	должна быть	4	2
177	не дает	2	2
178	в нашей	2	2
179	преодолевает его	2	2
180	ли мы	3	2
181	как вещь	4	2
182	и эта	2	2
183	той или	2	2
184	со словами	2	2
185	о которых	2	2
186	в котором	2	2
187	себе не	2	2
188	должен быть	2	2
189	не с	4	2
190	во всех	11	2
191	входят в	3	2
192	отношения к	6	2
193	в форме	4	2
194	все это	3	2
195	искусства не	3	2
196	отличается от	2	2
197	по отношению	21	2
198	в отличие	5	2
199	которую мы	3	2
200	в себя	2	2
201	с совершенно	2	2
202	приводит к	3	2
203	с точки	6	2
204	и даже	3	2
205	и он	2	2
206	между ними	4	2
207	есть только	2	2
208	должно быть	5	2
209	отличие от	5	2
210	ничего не	6	2
211	и с	17	2
212	в нашем	4	2
213	во всем	2	2
214	в то	4	2
215	не знает	3	2
216	все то	3	2
217	вопроса о	3	2
218	все эти	5	2
219	дело в	2	2
220	едва ли	3	2
221	но она	2	2
222	на самом	4	2
