N	2gram	Losev_Vlad_2	Psycholo
1	то что	20	37
2	и в	30	30
3	в том	18	27
4	что в	12	24
5	и что	5	23
6	потому что	9	23
7	том что	12	21
8	для того	2	20
9	таким образом	3	20
10	того чтобы	2	20
11	как бы	5	19
12	что он	13	17
13	на то	2	17
14	и мы	4	16
15	не только	12	16
16	в самом	2	14
17	в этом	20	14
18	так же	4	13
19	то есть	7	13
20	в сущности	2	12
21	вместе с	8	12
22	может быть	7	11
23	о том	4	10
24	никогда не	7	9
25	не может	9	9
26	и то	5	9
27	сказать что	11	9
28	так как	5	9
29	с тем	2	8
30	что это	4	8
31	к тому	2	8
32	не в	9	8
33	а не	7	8
34	при этом	5	8
35	того что	5	8
36	заключается в	2	8
37	и это	3	8
38	по себе	5	7
39	в нем	4	7
40	и как	3	7
41	но не	3	7
42	все же	9	7
43	то же	4	7
44	точки зрения	7	7
45	как это	7	7
46	уже в	3	6
47	в своем	8	6
48	именно в	4	6
49	как и	5	6
50	что если	2	6
51	и если	4	6
52	и для	3	6
53	но и	8	6
54	и не	18	6
55	жизни и	6	6
56	и его	6	6
57	никак не	3	6
58	мы уже	2	6
59	как будто	2	6
60	когда мы	3	6
61	на этом	2	6
62	с и	2	5
63	и есть	2	5
64	в целом	4	5
65	несмотря на	4	5
66	как мы	11	5
67	и потому	2	5
68	в этой	4	5
69	было бы	9	5
70	в двух	2	5
71	в своих	2	5
72	в себе	6	5
73	но в	8	5
74	только в	6	5
75	казалось бы	2	4
76	в результате	5	4
77	в частности	2	4
78	и все	7	4
79	прежде всего	6	4
80	то это	4	4
81	уже давно	2	4
82	у нас	6	4
83	и к	6	4
84	в своей	5	4
85	в ней	4	4
86	в его	11	4
87	в них	3	4
88	не есть	4	4
89	а в	11	4
90	в конце	13	4
91	должен был	3	4
92	не могли	3	4
93	о чем	6	4
94	в виду	2	4
95	под влиянием	3	3
96	первый план	2	3
97	у него	19	3
98	хотя бы	3	3
99	это не	2	3
100	из этих	3	3
101	это в	3	3
102	к этому	6	3
103	вовсе не	4	3
104	для нас	7	3
105	об этом	6	3
106	так что	5	3
107	в свою	3	3
108	для него	9	3
109	мы с	4	3
110	тот же	5	3
111	он не	4	3
112	что и	3	3
113	на его	4	3
114	ни в	7	3
115	данном случае	2	3
116	так и	5	3
117	со стороны	4	3
118	как в	3	3
119	в их	2	3
120	есть нечто	2	3
121	по поводу	4	3
122	в трех	2	3
123	в той	2	3
124	и о	4	3
125	и наконец	4	3
126	на этот	4	3
127	в таком	3	3
128	с которым	2	3
129	той же	4	3
130	мы не	2	3
131	можно было	2	3
132	сам по	2	3
133	но он	3	3
134	и на	4	3
135	в данном	3	3
136	мы должны	4	3
137	в этих	4	3
138	мы сейчас	3	3
139	в которой	4	3
140	учения о	3	3
141	с этой	4	2
142	в отношении	3	2
143	с которой	2	2
144	с его	4	2
145	в письме	8	2
146	связи с	8	2
147	бы его	2	2
148	с этим	5	2
149	что эти	2	2
150	яснее и	2	2
151	можно сказать	4	2
152	на первый	2	2
153	мы знаем	4	2
154	и можно	2	2
155	же в	2	2
156	он был	6	2
157	до конца	7	2
158	по существу	3	2
159	но все	2	2
160	и при	2	2
161	того же	5	2
162	это значит	2	2
163	том чтобы	2	2
164	еще в	2	2
165	в котором	5	2
166	гораздо более	2	2
167	себе и	2	2
168	еще один	2	2
169	во всех	3	2
170	и до	2	2
171	отношения к	3	2
172	нам кажется	3	2
173	все это	5	2
174	но его	2	2
175	в отличие	3	2
176	того как	2	2
177	от нас	2	2
178	в течение	5	2
179	говорится о	2	2
180	мы находим	2	2
181	и вот	3	2
182	и хотя	2	2
183	с точки	3	2
184	и даже	10	2
185	и он	4	2
186	должно быть	3	2
187	к этим	2	2
188	отличие от	3	2
189	время как	2	2
190	ничего не	2	2
191	и с	14	2
192	само по	2	2
193	он дает	2	2
194	даже и	3	2
195	что касается	3	2
196	совсем не	4	2
197	в то	9	2
198	его на	3	2
199	как он	2	2
200	все эти	5	2
201	дело в	3	2
202	из этого	5	2
203	конце концов	3	2
204	едва ли	3	2
