N	2gram	Tiupa_Narr_2	Myshleni
1	в том	14	28
2	и в	13	28
3	то что	8	28
4	в этом	13	27
5	того что	6	24
6	потому что	2	22
7	не может	8	19
8	том что	13	19
9	таким образом	5	18
10	что он	5	18
11	только в	11	18
12	что в	4	17
13	в силу	4	17
14	не только	26	16
15	так же	2	15
16	может быть	10	13
17	сказать что	3	13
18	точки зрения	5	13
19	тому что	3	11
20	и не	14	11
21	как бы	6	11
22	к тому	9	10
23	но и	15	10
24	по отношению	5	10
25	но не	3	10
26	отношению к	5	10
27	того чтобы	3	10
28	с точки	2	10
29	могли бы	2	9
30	между собой	3	9
31	было бы	2	9
32	в процессе	2	9
33	никогда не	6	8
34	в самом	2	8
35	еще не	2	8
36	тем самым	5	8
37	если бы	4	7
38	в нем	5	7
39	в своем	6	7
40	как показывает	2	7
41	он не	5	7
42	то же	4	7
43	можно было	2	7
44	и к	6	6
45	же как	2	6
46	и что	2	6
47	для него	4	6
48	не имеет	2	6
49	в то	5	6
50	как и	4	6
51	можно сказать	6	6
52	так и	9	6
53	как раз	3	6
54	мы не	2	6
55	в чем	2	6
56	в области	2	6
57	это не	3	5
58	и тем	5	5
59	и все	4	5
60	но в	6	5
61	в этой	4	5
62	я не	5	4
63	именно в	2	4
64	в частности	11	4
65	в нашем	2	4
66	на то	2	4
67	не в	8	4
68	отношения между	2	4
69	они не	2	4
70	мы имеем	3	4
71	в сознании	2	4
72	к другому	2	4
73	в качестве	14	4
74	своей природе	2	4
75	оно не	2	4
76	что и	2	4
77	как по	3	4
78	и того	3	4
79	в той	5	4
80	только по	2	4
81	той же	2	4
82	в себе	8	4
83	в каждой	2	4
84	зависит от	2	3
85	из этих	2	3
86	как это	4	3
87	всякий раз	2	3
88	что с	2	3
89	при этом	14	3
90	хотя и	5	3
91	в целом	3	3
92	как на	2	3
93	этом отношении	3	3
94	те же	2	3
95	и по	3	3
96	в своих	2	3
97	и здесь	2	3
98	по своей	3	3
99	бы в	2	3
100	с его	3	3
101	только не	2	3
102	должен был	2	3
103	на фоне	2	3
104	представить себе	3	3
105	в случае	2	3
106	раз в	2	3
107	иначе говоря	7	3
108	один из	3	3
109	в его	6	3
110	только к	3	3
111	как в	5	3
112	в себя	4	3
113	а не	17	3
114	и его	3	3
115	представляет собой	16	3
116	и т.д	4	3
117	представляют собой	2	3
118	не менее	4	2
119	он сам	2	2
120	точку зрения	3	2
121	с другой	5	2
122	с этой	3	2
123	в конце	4	2
124	прежде всего	6	2
125	для нас	2	2
126	но это	2	2
127	и более	2	2
128	самом деле	3	2
129	имеем дело	2	2
130	несмотря на	2	2
131	имеет место	2	2
132	себе и	2	2
133	в котором	5	2
134	во второй	2	2
135	все эти	3	2
136	на том	3	2
137	в других	2	2
138	с ними	3	2
139	но он	2	2
140	к его	3	2
141	что у	2	2
142	не являются	2	2
143	с ним	4	2
144	том как	2	2
145	состоит в	12	2
146	у него	6	2
147	он может	2	2
148	представления о	2	2
149	интерес к	2	2
150	у нас	2	2
151	по своему	2	2
152	в своей	4	2
153	не могло	2	2
154	все же	6	2
155	только на	2	2
156	внимание на	3	2
157	дело с	2	2
158	а в	9	2
159	только что	2	2
160	на одном	2	2
161	в данном	10	2
162	что я	3	2
163	к которому	2	2
164	в другом	4	2
165	что они	3	2
