N	2gram	Losev_Prob_4	Narrotol
1	не только	24	31
2	но и	14	27
3	и не	28	23
4	при этом	6	19
5	может быть	9	15
6	в частности	2	14
7	в качестве	10	14
8	как и	6	13
9	а не	7	13
10	а в	4	13
11	только в	23	12
12	в этом	9	12
13	и в	20	11
14	в данном	6	11
15	такого рода	7	10
16	и его	10	10
17	времени и	4	9
18	то что	15	9
19	то есть	27	9
20	то же	7	8
21	в том	20	8
22	данном случае	5	8
23	не может	5	8
24	уже не	5	8
25	если бы	8	7
26	том что	12	7
27	но в	8	7
28	к тому	3	6
29	об этом	6	6
30	а также	6	6
31	не в	13	6
32	и он	2	6
33	в самом	2	6
34	как бы	4	6
35	жизни и	5	6
36	как раз	4	6
37	тому же	2	6
38	или в	5	6
39	в себе	12	6
40	в его	3	6
41	в этой	4	6
42	перед нами	13	5
43	можно сказать	5	5
44	той или	14	5
45	в своей	4	5
46	так и	10	5
47	тем самым	4	5
48	столь же	2	5
49	и на	3	5
50	потому что	15	5
51	точки зрения	14	5
52	с его	2	4
53	в литературе	2	4
54	или иной	13	4
55	все же	2	4
56	для него	3	4
57	то в	2	4
58	но не	5	4
59	прежде всего	11	4
60	еще не	7	4
61	к нему	3	4
62	вплоть до	3	4
63	в ней	7	4
64	и тем	7	4
65	в нем	5	4
66	из них	3	4
67	по себе	11	4
68	как в	5	4
69	того чтобы	2	4
70	хотя и	5	4
71	в то	4	4
72	о том	5	4
73	в одном	4	4
74	в сознании	3	4
75	не существует	5	3
76	не менее	10	3
77	но они	2	3
78	что в	3	3
79	это уже	3	3
80	однако в	2	3
81	в нашем	12	3
82	в своем	3	3
83	это не	7	3
84	в жизни	3	3
85	что он	8	3
86	тем не	10	3
87	у нас	14	3
88	и как	3	3
89	в начале	3	3
90	самом деле	3	3
91	но как	3	3
92	но именно	2	3
93	для того	3	3
94	и о	5	3
95	он не	2	3
96	не является	10	3
97	не было	3	3
98	именно в	7	3
99	едва ли	10	3
100	мы не	7	3
101	и то	2	3
102	также и	13	3
103	и с	7	3
104	и ее	4	3
105	как будто	11	3
106	и все	8	3
107	как это	3	3
108	мы имеем	6	3
109	в известном	2	2
110	этого не	2	2
111	казалось бы	3	2
112	для них	2	2
113	отнюдь не	10	2
114	в зависимости	3	2
115	в этих	5	2
116	между собой	2	2
117	сливаются в	3	2
118	в конце	2	2
119	так называемая	2	2
120	ему в	2	2
121	к его	3	2
122	как мы	3	2
123	же в	4	2
124	да и	5	2
125	с ее	2	2
126	зависимости от	3	2
127	по своему	6	2
128	они и	2	2
129	имеем дело	3	2
130	в пределах	2	2
131	а его	2	2
132	ни о	4	2
133	они могут	2	2
134	никак не	4	2
135	в обоих	2	2
136	чем иным	2	2
137	и является	3	2
138	не вполне	2	2
139	всяком случае	4	2
140	не имеет	4	2
141	хотя бы	7	2
142	себя в	2	2
143	не будет	2	2
144	вместе с	5	2
145	дело не	3	2
146	только на	2	2
147	человеческой жизни	5	2
148	и тогда	2	2
149	другой стороны	6	2
150	только что	2	2
151	жизни в	2	2
152	в связи	3	2
153	и только	4	2
154	если не	3	2
155	и сама	3	2
156	все равно	3	2
157	человеческого сознания	2	2
158	человека в	3	2
159	она в	2	2
160	в той	8	2
161	что не	4	2
162	и даже	9	2
163	и притом	2	2
164	с другой	7	2
165	и для	4	2
166	друг друга	2	2
167	в таком	6	2
168	с ними	2	2
169	сами по	2	2
170	дело с	2	2
171	в результате	8	2
172	сказать что	7	2
173	во всяком	8	2
174	мы можем	3	2
175	иным как	2	2
176	и от	6	2
177	связи с	3	2
178	что мы	3	2
179	же самое	6	2
180	дело в	2	2
181	здесь не	7	2
182	в чем	2	2
183	с ним	4	2
184	в области	3	2
185	это было	2	2
