N	2gram	Potebnia_M_4	Myshleni
1	в этом	23	29
2	точки зрения	4	28
3	и в	23	26
4	не только	10	24
5	то что	29	24
6	таким образом	24	23
7	с точки	3	21
8	того чтобы	4	19
9	в том	23	18
10	и не	18	18
11	для того	6	18
12	том что	12	17
13	потому что	33	16
14	как и	14	15
15	этом случае	5	14
16	к слову	3	14
17	того что	14	14
18	так же	4	14
19	так как	14	14
20	как мы	2	14
21	значение слова	5	13
22	что в	17	12
23	вместе с	6	12
24	и его	2	12
25	в которой	6	11
26	но и	11	11
27	только не	3	11
28	мысли и	7	11
29	в слове	22	11
30	не может	11	11
31	слова и	5	10
32	по своему	2	9
33	тому что	2	9
34	в самом	3	9
35	что мы	10	9
36	мысли в	2	9
37	в сущности	2	9
38	слово и	3	9
39	тем что	10	9
40	в себе	14	9
41	то же	14	8
42	что она	2	8
43	сказать что	8	8
44	что он	4	8
45	тем самым	4	8
46	той же	3	8
47	только в	15	8
48	самого начала	2	7
49	к тому	3	7
50	может быть	26	7
51	по мере	7	7
52	и к	6	7
53	мы не	8	7
54	и то	5	7
55	вопрос о	2	6
56	мы могли	2	6
57	в смысле	3	6
58	и тем	4	6
59	по отношению	10	6
60	именно в	3	6
61	мы должны	2	6
62	как бы	5	6
63	в ее	2	6
64	все что	2	6
65	и что	7	6
66	было бы	8	6
67	и слова	2	6
68	все эти	3	6
69	связь между	3	6
70	самом деле	3	6
71	а не	12	6
72	в сознании	4	6
73	что это	7	6
74	слова в	3	5
75	на вопрос	4	5
76	можно сказать	4	5
77	оно есть	2	5
78	как она	2	5
79	если бы	13	5
80	и следовательно	3	5
81	в виду	3	5
82	и значение	3	5
83	и их	3	5
84	данном случае	2	5
85	и с	4	5
86	себе в	3	5
87	же самое	4	5
88	могли бы	4	5
89	бы в	2	5
90	от мысли	2	5
91	с тем	7	5
92	тогда когда	8	5
93	и словом	2	5
94	в силу	7	5
95	она не	2	5
96	отношению к	8	5
97	в процессе	3	5
98	только что	3	5
99	и значением	4	5
100	если мы	2	5
101	в речи	3	5
102	и для	2	5
103	в данном	4	5
104	не менее	5	4
105	не могут	2	4
106	никогда не	3	4
107	в нашем	2	4
108	что у	3	4
109	с другой	2	4
110	в наших	2	4
111	не можем	5	4
112	на то	7	4
113	так что	5	4
114	отношения между	2	4
115	которые мы	2	4
116	в котором	4	4
117	то и	4	4
118	друг друга	2	4
119	слова с	3	4
120	в его	5	4
121	о том	8	4
122	но в	8	4
123	относящихся к	2	4
124	связи с	3	4
125	чем в	2	4
126	еще не	3	4
127	не есть	9	4
128	как в	7	4
129	в той	4	4
130	должны быть	3	4
131	не в	11	4
132	это есть	3	4
133	и только	3	4
134	в области	2	4
135	я не	2	3
136	и другое	2	3
137	все это	5	3
138	это не	7	3
139	из этих	2	3
140	том и	2	3
141	есть то	4	3
142	тем не	4	3
143	но это	3	3
144	есть в	5	3
145	очевидно что	7	3
146	для него	5	3
147	в ней	2	3
148	между ними	4	3
149	но мы	2	3
150	отношений между	2	3
151	на котором	4	3
152	в самой	2	3
153	и по	3	3
154	имеет в	2	3
155	в мысли	3	3
156	он не	2	3
157	мы уже	3	3
158	той и	2	3
159	что эти	3	3
160	в первом	3	3
161	с ним	5	3
162	состоит в	2	3
163	представить себе	2	3
164	по себе	11	3
165	есть не	4	3
166	об этом	2	3
167	самого слова	3	3
168	в то	4	3
169	до сих	4	3
170	мы в	3	3
171	и о	4	3
172	его значения	2	3
173	и потому	10	3
174	этого слова	7	3
175	что и	7	3
176	сих пор	4	3
177	так и	6	3
178	только на	4	3
179	на самом	3	3
180	только потому	4	3
181	к нему	5	3
182	мы видим	2	3
183	с другими	4	3
184	мы можем	10	3
185	и состоит	3	3
186	уже в	5	2
187	что если	6	2
188	от ее	2	2
189	что между	3	2
190	в этих	3	2
191	столь же	2	2
192	никто не	2	2
193	точно так	2	2
194	что все	4	2
195	и вместе	3	2
196	его к	2	2
197	только о	2	2
198	что на	2	2
199	что делает	2	2
200	для нас	14	2
201	что его	2	2
202	мы и	2	2
203	в большинстве	2	2
204	в свою	2	2
205	в действительности	3	2
206	на его	3	2
207	один из	2	2
208	в нем	7	2
209	есть только	5	2
210	отношение к	2	2
211	развития и	2	2
212	и других	3	2
213	образом в	5	2
214	лишь в	3	2
215	эта связь	2	2
216	не имеет	5	2
217	должно быть	5	2
218	а в	5	2
219	что то	3	2
220	нечто такое	2	2
221	в своих	2	2
222	от одного	3	2
223	в которых	3	2
224	к его	2	2
225	и есть	3	2
226	его в	4	2
227	большинстве случаев	2	2
228	что по	2	2
229	поэзии и	7	2
230	есть представление	2	2
231	возможно только	3	2
232	признать что	2	2
233	во время	2	2
234	что слово	10	2
235	о человеке	3	2
236	с этим	7	2
237	вовсе не	7	2
238	значение и	2	2
239	но эта	2	2
240	и здесь	2	2
241	у нас	2	2
242	то в	3	2
243	и при	2	2
244	никем не	2	2
245	том же	2	2
246	к ней	2	2
247	даже в	2	2
248	и до	3	2
249	из этого	2	2
250	что же	5	2
251	на основании	4	2
252	находится в	5	2
253	внимание на	5	2
254	развития мысли	2	2
255	мысли от	2	2
256	того как	6	2
257	что не	6	2
258	из которых	2	2
259	ко всем	3	2
260	можно было	2	2
261	нас в	2	2
262	во всяком	5	2
263	могут быть	7	2
264	на деле	2	2
265	ту же	3	2
266	если же	4	2
267	мы говорим	7	2
