N	2gram	Bakhtin_Pr_1	Myslijsy
1	то есть	46	34
2	в слове	3	32
3	в том	8	32
4	и в	38	30
5	может быть	26	28
6	то же	5	23
7	не только	9	21
8	только в	13	21
9	но и	9	19
10	том что	3	18
11	то что	8	18
12	того что	2	18
13	что в	7	17
14	не есть	6	17
15	и проч	28	16
16	в себе	4	16
17	не в	7	15
18	и не	42	15
19	а не	5	15
20	таким образом	10	14
21	что и	2	13
22	а в	6	12
23	если бы	3	12
24	так и	5	11
25	что оно	2	11
26	как и	7	10
27	как в	4	10
28	и что	2	10
29	в этом	15	10
30	в то	4	10
31	было бы	8	9
32	в нем	15	9
33	между тем	7	9
34	в самом	7	8
35	в ней	4	8
36	что не	4	8
37	слова в	7	7
38	с другой	7	7
39	вовсе не	2	7
40	как мы	7	7
41	но не	12	7
42	есть не	2	7
43	с одной	3	7
44	тем самым	4	7
45	тем что	2	7
46	что он	2	6
47	но это	3	6
48	например в	3	6
49	художественное произведение	8	6
50	не может	27	6
51	не имеет	9	6
52	с ним	5	6
53	значение слова	4	5
54	не могут	2	5
55	независимо от	13	5
56	в них	5	5
57	художественного произведения	11	5
58	и как	8	5
59	же время	3	5
60	в своем	5	5
61	языка в	3	5
62	еще не	7	5
63	только как	6	5
64	что содержание	2	5
65	только по	4	5
66	и тем	3	5
67	отношению к	19	5
68	не менее	4	5
69	по отношению	21	5
70	есть только	2	5
71	должно быть	5	5
72	с другими	3	5
73	не следует	2	5
74	сказать что	4	5
75	и т	14	5
76	слова и	3	5
77	что это	2	4
78	перестает быть	4	4
79	столь же	2	4
80	оно не	3	4
81	и от	3	4
82	для понимания	2	4
83	со словом	5	4
84	все это	3	4
85	все что	3	4
86	в его	43	4
87	относится к	4	4
88	себя и	3	4
89	была бы	2	4
90	в котором	2	4
91	себе не	2	4
92	не все	2	4
93	не к	6	4
94	другой стороны	4	4
95	бы не	2	4
96	и его	16	4
97	он не	3	4
98	не было	2	4
99	для того	2	4
100	по поводу	2	4
101	быть только	5	4
102	мы должны	2	4
103	далеко не	5	4
104	и это	3	4
105	и потому	4	4
106	и при	2	4
107	слово в	2	4
108	место в	8	3
109	содержание в	7	3
110	и есть	2	3
111	могут быть	5	3
112	прежде всего	13	3
113	и все	3	3
114	что все	2	3
115	к этому	2	3
116	связь с	3	3
117	не можем	2	3
118	а только	2	3
119	тем не	3	3
120	а к	2	3
121	мы можем	6	3
122	в свою	2	3
123	можно сказать	2	3
124	одной стороны	3	3
125	при этом	5	3
126	к содержанию	17	3
127	действительности и	3	3
128	как бы	22	3
129	искусства и	3	3
130	в целом	3	3
131	на него	3	3
132	художественном произведении	5	3
133	того чтобы	2	3
134	слово и	2	3
135	дает нам	2	3
136	к нему	10	3
137	в таком	3	3
138	или в	2	3
139	в каждом	2	3
140	слова с	2	3
141	и на	3	3
142	в искусстве	12	3
143	говорить о	3	3
144	в начале	2	3
145	и вообще	2	3
146	не знает	3	3
147	его в	9	3
148	в произведении	4	3
149	там где	6	3
150	в чем	2	3
151	том как	2	3
152	предметом и	2	2
153	связи с	2	2
154	в какой	2	2
155	только при	2	2
156	не всегда	6	2
157	а как	3	2
158	например при	2	2
159	на то	2	2
160	не дает	2	2
161	от них	2	2
162	отношение к	10	2
163	всего человека	2	2
164	слова но	3	2
165	одной из	3	2
166	в ее	4	2
167	поэтического произведения	3	2
168	от него	3	2
169	можно только	6	2
170	единство и	2	2
171	но как	2	2
172	художника и	5	2
173	содержания в	4	2
174	она не	2	2
175	несмотря на	3	2
176	есть выражение	2	2
177	и о	5	2
178	том же	2	2
179	за пределы	12	2
180	все же	6	2
181	слова не	3	2
182	то или	2	2
183	в своей	7	2
184	природы и	3	2
185	в их	10	2
186	в форме	4	2
187	т п	13	2
188	входит в	8	2
189	и содержание	3	2
190	в других	4	2
191	в виде	2	2
192	этом отношении	2	2
193	к своему	2	2
194	самом деле	6	2
195	и наконец	6	2
196	и даже	3	2
197	на мир	2	2
198	ни в	11	2
199	точки зрения	8	2
200	может стать	3	2
201	о том	4	2
202	что эта	2	2
203	души и	2	2
204	в области	11	2
205	и с	17	2
206	при восприятии	2	2
207	вне себя	4	2
