N	2gram	Losev_Prob_1	Tvorches
1	и в	32	20
2	не только	17	13
3	и т	11	13
4	никогда не	7	11
5	т д	10	11
6	как бы	14	11
7	в его	6	10
8	таким образом	6	10
9	в то	6	10
10	и его	3	9
11	и не	31	9
12	прежде всего	10	8
13	в том	9	8
14	при этом	6	8
15	но и	9	8
16	может быть	14	8
17	в этом	19	8
18	и с	2	8
19	это не	6	7
20	что в	12	7
21	не может	8	7
22	то же	10	7
23	потому что	16	7
24	в конце	6	6
25	что он	7	6
26	как и	3	6
27	из подполья	2	6
28	в своей	8	6
29	так и	12	6
30	все это	7	6
31	именно в	4	6
32	а не	15	6
33	но это	8	5
34	еще не	9	5
35	но не	9	5
36	например в	2	5
37	и даже	11	5
38	так же	9	5
39	и на	8	5
40	в этой	10	5
41	о том	11	5
42	то есть	33	5
43	об этом	10	4
44	мы не	2	4
45	том что	12	4
46	в дальнейшем	4	4
47	мы видим	2	4
48	что они	3	4
49	отнюдь не	10	4
50	на его	2	4
51	хотя и	6	4
52	что она	5	4
53	как в	4	4
54	если не	4	4
55	все эти	8	4
56	тем самым	4	4
57	не в	4	4
58	а в	4	4
59	в чем	3	4
60	и потому	2	4
61	ничего не	10	4
62	если бы	4	4
63	но в	14	4
64	он сам	2	3
65	же как	2	3
66	казалось бы	4	3
67	с ним	3	3
68	для него	2	3
69	что не	3	3
70	в самом	6	3
71	он не	3	3
72	в котором	5	3
73	xx века	2	3
74	не является	5	3
75	один из	4	3
76	в нем	13	3
77	то что	42	3
78	но уже	5	3
79	и это	9	3
80	вместе с	2	3
81	сих пор	3	3
82	в их	4	3
83	так как	11	3
84	уже не	3	3
85	в таком	9	3
86	тем что	7	3
87	заставляет нас	2	3
88	в которых	3	3
89	в себе	15	3
90	у пушкина	2	3
91	его в	6	3
92	нет ничего	10	3
93	между тем	2	3
94	до сих	3	3
95	действующих лиц	2	2
96	уже в	3	2
97	все время	2	2
98	не менее	19	2
99	и есть	6	2
100	с другой	3	2
101	по крайней	2	2
102	не знал	5	2
103	не мешает	2	2
104	вовсе не	35	2
105	во всяком	7	2
106	и ее	8	2
107	в литературе	4	2
108	крайней мере	2	2
109	в ее	3	2
110	в искусстве	3	2
111	что его	3	2
112	у нас	14	2
113	д и	4	2
114	так что	6	2
115	не стоит	2	2
116	и если	6	2
117	но если	2	2
118	для которого	3	2
119	всяком случае	3	2
120	нет и	2	2
121	в окончательном	2	2
122	только для	3	2
123	по преимуществу	2	2
124	в истории	4	2
125	не было	4	2
126	самом деле	6	2
127	и что	9	2
128	на этот	3	2
129	другой стороны	3	2
130	не должны	3	2
131	особенно в	2	2
132	во многих	2	2
133	с другими	2	2
134	что этот	2	2
135	из них	3	2
136	в виде	15	2
137	могут быть	2	2
138	в которой	2	2
139	и еще	3	2
140	он всегда	3	2
141	говорить о	6	2
142	и вообще	4	2
143	и только	4	2
144	только в	7	2
145	но ведь	3	2
146	при помощи	13	2
147	таком случае	6	2
148	их в	4	2
149	едва ли	2	2
150	тоже не	7	2
151	однако это	3	2
