N	2gram	Tiupa_Anal_3	Problemy
1	и в	18	46
2	то есть	10	40
3	и не	12	27
4	может быть	9	23
5	как бы	10	19
6	не может	2	19
7	в нем	2	17
8	в этом	14	16
9	не только	22	14
10	и т.п	5	14
11	перед нами	4	12
12	но и	13	12
13	как и	14	12
14	и на	4	11
15	точки зрения	3	11
16	в одном	4	11
17	а не	9	11
18	не в	6	10
19	в пределах	4	10
20	прежде всего	5	9
21	в том	9	9
22	в большинстве	2	9
23	в самом	5	9
24	и все	2	9
25	и к	4	9
26	в его	7	9
27	с точки	2	9
28	по себе	4	7
29	еще не	6	7
30	в сущности	5	7
31	как раз	7	7
32	в себе	2	7
33	никогда не	5	6
34	в каждом	3	6
35	хотя и	2	6
36	но в	2	6
37	что он	4	6
38	в романе	2	6
39	то же	3	6
40	все это	3	6
41	и он	2	6
42	и его	13	6
43	только в	2	6
44	это не	2	5
45	о себе	2	5
46	с самим	2	5
47	же время	3	5
48	при этом	11	5
49	и сам	4	5
50	нам кажется	2	5
51	по отношению	7	5
52	в то	3	5
53	в жизни	2	5
54	с его	8	5
55	о том	6	5
56	отношению к	7	5
57	во всех	2	5
58	так сказать	2	5
59	уже в	3	4
60	что в	9	4
61	можно сказать	4	4
62	да и	2	4
63	например в	2	4
64	в их	6	4
65	таким образом	4	4
66	еще и	3	4
67	все эти	2	4
68	он и	3	4
69	и здесь	2	4
70	во всем	3	4
71	мы не	3	4
72	мы можем	2	4
73	как в	3	4
74	том что	12	4
75	но не	7	4
76	совершенно не	2	4
77	он не	6	4
78	все же	4	4
79	то что	2	4
80	своего рода	8	4
81	так и	14	4
82	приводит к	4	4
83	себе самому	2	4
84	в себя	2	4
85	уже не	5	4
86	самом деле	2	4
87	на себя	2	4
88	героя и	4	4
89	здесь не	3	4
90	с другой	7	3
91	из этих	3	3
92	в мире	5	3
93	в своем	4	3
94	и для	2	3
95	другой стороны	5	3
96	и даже	8	3
97	в конце	5	3
98	мы имеем	5	3
99	здесь и	3	3
100	не как	2	3
101	на два	2	3
102	с ее	3	3
103	по своей	2	3
104	того же	5	3
105	было бы	3	3
106	что и	5	3
107	себя в	4	3
108	в отличие	2	3
109	в той	2	3
110	той же	5	3
111	в слове	5	3
112	жизнь и	3	3
113	тем что	2	3
114	в этой	6	3
115	и т.д	2	3
116	далеко не	4	3
117	дело в	2	3
118	отличие от	2	3
119	не менее	4	2
120	сама по	2	2
121	или иной	5	2
122	к тому	6	2
123	его как	3	2
124	и как	4	2
125	как нам	5	2
126	для него	6	2
127	в общем	2	2
128	во сне	3	2
129	той или	3	2
130	если в	3	2
131	в первой	8	2
132	к жизни	3	2
133	отношения к	2	2
134	вступить в	2	2
135	не было	3	2
136	те же	2	2
137	лишь в	5	2
138	свое время	2	2
139	и по	2	2
140	а в	10	2
141	в результате	5	2
142	сказать что	2	2
143	что мы	2	2
144	ко второму	3	2
145	в произведении	3	2
146	между тем	5	2
147	всякое высказывание	2	2
148	с этим	3	2
149	у пушкина	3	2
150	с нею	2	2
151	о которых	2	2
152	но с	2	2
153	одна из	2	2
154	указывает на	3	2
155	об этом	2	2
156	в свое	2	2
157	этого слова	2	2
158	только к	2	2
159	когда он	2	2
160	вместе с	2	2
161	бы и	2	2
162	так в	3	2
163	ничего не	3	2
164	в данном	4	2
165	во всяком	2	2
166	могут быть	2	2
167	там где	2	2
