N	2gram	Losev_Dial_2	Myshleni
1	в том	14	42
2	том что	10	35
3	таким образом	4	25
4	точки зрения	12	24
5	в этом	8	24
6	и в	19	20
7	что в	7	19
8	заключается в	4	18
9	то же	12	16
10	то что	14	15
11	не только	19	15
12	что они	6	14
13	как мы	3	13
14	с другой	5	12
15	при этом	4	12
16	в их	2	12
17	потому что	14	12
18	может быть	20	12
19	так же	2	11
20	мы должны	2	11
21	с точки	8	11
22	того что	6	10
23	в истории	2	10
24	так как	14	10
25	мы видим	2	10
26	если мы	2	10
27	и то	7	10
28	в себе	15	10
29	только в	5	10
30	и как	10	9
31	но и	12	9
32	другой стороны	4	9
33	с одной	2	9
34	между тем	2	9
35	как это	7	9
36	как и	10	9
37	что и	5	9
38	и не	30	8
39	и что	5	8
40	в результате	2	8
41	тогда когда	6	8
42	было бы	3	8
43	вместе с	2	8
44	и более	3	7
45	как бы	14	7
46	что мы	2	7
47	же самое	2	7
48	в своей	8	7
49	самом деле	4	7
50	а не	16	7
51	тем что	2	7
52	могут быть	4	7
53	уже в	4	6
54	к тому	2	6
55	же как	3	6
56	в самом	5	6
57	не может	9	6
58	сказать что	10	6
59	по своей	4	6
60	его в	3	6
61	с тем	2	6
62	что он	6	6
63	в силу	5	6
64	одно и	4	6
65	перед нами	2	5
66	в частности	2	5
67	никогда не	9	5
68	это не	10	5
69	что такое	3	5
70	только не	2	5
71	и его	5	5
72	с этим	3	5
73	и к	7	5
74	все же	4	5
75	о том	5	5
76	мы уже	8	5
77	так и	10	5
78	как в	2	5
79	все эти	2	5
80	все время	3	4
81	тому что	2	4
82	в своем	4	4
83	новые и	2	4
84	что с	2	4
85	из них	3	4
86	и только	4	4
87	что оно	4	4
88	как они	3	4
89	как он	4	4
90	и с	5	4
91	и при	2	4
92	по своему	5	4
93	в смысле	5	4
94	в сущности	2	4
95	только что	5	4
96	тем же	2	4
97	не в	8	4
98	во всяком	2	4
99	нами выше	2	4
100	в области	2	4
101	на этом	2	3
102	не могут	4	3
103	не менее	3	3
104	в этих	3	3
105	в какой	2	3
106	и от	3	3
107	на все	2	3
108	а только	3	3
109	так что	7	3
110	с первого	2	3
111	в этой	3	3
112	но что	7	3
113	по одному	4	3
114	первого взгляда	2	3
115	себе и	3	3
116	от того	4	3
117	в виду	5	3
118	всяком случае	2	3
119	в связи	4	3
120	именно в	2	3
121	должно быть	7	3
122	и когда	4	3
123	на его	2	3
124	но в	2	3
125	отнюдь не	6	3
126	но не	6	3
127	как известно	2	3
128	в один	3	3
129	только к	2	3
130	себя в	2	3
131	совершенно не	7	3
132	ни в	10	3
133	в виде	2	3
134	связи с	4	3
135	в чем	3	3
136	в которой	2	3
137	как только	3	2
138	может не	4	2
139	связана с	2	2
140	содержит в	4	2
141	должна быть	5	2
142	понятно что	2	2
143	в каждом	2	2
144	прежде всего	8	2
145	это мы	2	2
146	что на	2	2
147	как из	2	2
148	что если	3	2
149	что это	10	2
150	в ней	2	2
151	в нем	10	2
152	к нему	4	2
153	то как	3	2
154	не по	2	2
155	данном случае	2	2
156	не просто	12	2
157	они не	3	2
158	а в	4	2
159	также и	2	2
160	в данном	3	2
161	но как	5	2
162	что здесь	2	2
163	что эти	2	2
164	том смысле	4	2
165	их в	2	2
166	когда мы	3	2
167	мы имеем	3	2
168	нисколько не	4	2
169	уже и	2	2
170	а потом	4	2
171	когда оно	2	2
172	ясно что	4	2
173	зависимости от	2	2
174	сейчас же	3	2
175	еще не	4	2
176	мы в	2	2
177	даже в	3	2
178	не есть	47	2
179	же самого	2	2
180	раз в	2	2
181	что уже	2	2
182	и тогда	3	2
183	того как	2	2
184	в той	3	2
185	в таком	4	2
186	что этот	3	2
187	это значит	8	2
188	в каком	4	2
189	даны в	3	2
190	более и	2	2
191	и это	5	2
192	которые не	2	2
193	же не	3	2
194	значит что	12	2
