N	3gram	Vinokur_Ku_2	Psycholo
1	в том что	10	17
2	для того чтобы	8	13
3	в самом деле	7	11
4	с точки зрения	8	10
5	не может быть	4	8
6	и т п	24	8
7	на то что	2	6
8	в этом отношении	3	5
9	на самом деле	2	5
10	только в том	2	4
11	так же как	2	4
12	и в самом	2	4
13	мы знаем что	2	4
14	в том случае	2	4
15	том случае если	2	4
16	можно было бы	9	4
17	тем не менее	5	4
18	в конце концов	3	3
19	само по себе	5	3
20	в конечном счете	2	3
21	точно так же	3	3
22	только потому что	6	2
23	этой точки зрения	2	2
24	в свою очередь	2	2
25	то же время	3	2
26	и в том	2	2
27	во всяком случае	5	2
28	в то же	3	2
29	в этой области	4	2
30	на этот вопрос	2	2
31	и т д	14	2
32	того или иного	2	2
33	с другой стороны	7	2
