N	2gram	Medvedev_F_3	Myslijsy
1	потому что	7	52
2	и в	27	39
3	в языке	2	33
4	может быть	25	27
5	в том	7	26
6	только в	8	25
7	что в	8	22
8	не может	24	22
9	а не	17	21
10	так как	9	21
11	не только	9	21
12	в нем	15	20
13	но и	10	20
14	и не	30	18
15	том что	4	16
16	не в	12	15
17	в этом	18	15
18	если бы	12	14
19	отношению к	3	13
20	так и	21	13
21	по отношению	3	13
22	в себе	3	13
23	таким образом	18	13
24	было бы	6	12
25	мы не	4	10
26	по себе	4	10
27	не есть	4	10
28	то что	8	10
29	как в	4	10
30	и что	3	10
31	могут быть	4	9
32	для нас	3	9
33	как и	14	9
34	и понимания	6	9
35	тем что	5	9
36	тогда когда	4	9
37	но в	6	9
38	но не	5	8
39	вместе с	6	8
40	со стороны	4	8
41	того что	3	8
42	в слове	4	8
43	точки зрения	16	8
44	с другой	6	7
45	язык как	2	7
46	в ней	5	7
47	в истории	5	7
48	в нас	2	7
49	это не	3	7
50	в этих	3	7
51	не менее	7	6
52	независимо от	5	6
53	тем не	2	6
54	и как	4	6
55	еще не	6	6
56	как бы	8	6
57	что и	2	6
58	все же	6	6
59	и т	11	6
60	бы не	2	6
61	то же	15	6
62	при этом	8	6
63	в каком	2	6
64	души и	3	5
65	с тем	7	5
66	вовсе не	28	5
67	языка как	2	5
68	но это	2	5
69	то в	2	5
70	и потому	5	5
71	в его	7	5
72	другой стороны	5	5
73	во всех	3	5
74	так же	9	5
75	и для	6	5
76	друг друга	5	5
77	и его	19	5
78	в таком	2	5
79	не следует	3	5
80	между тем	7	5
81	быть только	2	5
82	если же	5	5
83	возможно только	2	5
84	не могут	10	4
85	никогда не	5	4
86	однако в	2	4
87	этом смысле	2	4
88	прежде всего	4	4
89	в смысле	4	4
90	бы ни	4	4
91	мы видели	4	4
92	от него	2	4
93	же время	7	4
94	слов и	4	4
95	в действительности	9	4
96	к тому	4	4
97	от того	2	4
98	увидим что	2	4
99	в своих	6	4
100	в каждом	5	4
101	бы быть	2	4
102	т п	5	4
103	т д	6	4
104	и притом	2	4
105	и даже	2	4
106	и необходимости	2	4
107	тому как	5	4
108	говорит он	5	4
109	из этих	2	4
110	в то	7	4
111	слова и	4	4
112	там где	7	4
113	бы в	6	4
114	в самой	2	3
115	находятся в	2	3
116	что это	3	3
117	к одной	2	3
118	тому что	3	3
119	в них	3	3
120	столь же	3	3
121	оно не	3	3
122	и во	2	3
123	и от	11	3
124	не могло	2	3
125	и это	2	3
126	в жизни	11	3
127	из одного	2	3
128	друг другу	2	3
129	в этой	2	3
130	в своем	2	3
131	очевидно что	2	3
132	того же	3	3
133	если мы	7	3
134	мы увидим	2	3
135	она не	4	3
136	только на	4	3
137	в своей	6	3
138	и их	5	3
139	но оно	2	3
140	для того	4	3
141	и тем	3	3
142	связи с	5	3
143	в самом	11	3
144	то ни	4	3
145	одной и	2	3
146	но при	2	3
147	той же	3	3
148	должна быть	3	3
149	сказать что	3	3
150	во всяком	6	3
151	подобно тому	4	3
152	и понимание	5	3
153	с точки	14	3
154	мы должны	2	3
155	и все	8	3
156	к которому	2	3
157	том как	2	3
158	и с	3	3
159	нисколько не	2	2
160	и более	3	2
161	только не	2	2
162	в единстве	5	2
163	нуждается в	3	2
164	бы то	4	2
165	была бы	2	2
166	на все	2	2
167	не можем	2	2
168	стороны и	2	2
169	что именно	5	2
170	таким же	2	2
171	но если	2	2
172	как мы	8	2
173	ни было	5	2
174	жизни и	4	2
175	уже не	3	2
176	следовательно и	4	2
177	у нас	3	2
178	только то	3	2
179	для них	7	2
180	того чтобы	5	2
181	в сущности	2	2
182	за пределы	2	2
183	имеет место	3	2
184	одним из	3	2
185	никак не	3	2
186	и следовательно	3	2
187	в виду	3	2
188	чтобы не	2	2
189	не нуждается	3	2
190	с ее	2	2
191	но уже	2	2
192	в целом	4	2
193	проявляется в	2	2
194	из этого	4	2
195	что же	5	2
196	для этого	2	2
197	связь между	4	2
198	и только	2	2
199	вытекает из	2	2
200	тем же	7	2
201	хотя бы	6	2
202	в каждую	2	2
203	то он	3	2
204	познания и	2	2
205	о том	4	2
206	дело в	2	2
207	так сказать	5	2
208	слагаются в	2	2
209	то мы	3	2
210	мы можем	4	2
