N	2gram	Medvedev_F_1	Freidism
1	таким образом	13	24
2	и не	20	23
3	не может	16	20
4	точки зрения	16	19
5	прежде всего	22	18
6	и пр	17	15
7	в этом	15	15
8	в его	23	15
9	с помощью	3	14
10	в душе	2	13
11	может быть	14	13
12	и его	10	12
13	как и	11	11
14	как бы	6	11
15	то что	8	11
16	все эти	6	11
17	с точки	13	11
18	и потому	9	10
19	так и	18	10
20	как мы	5	10
21	самом деле	6	10
22	его в	3	10
23	с ним	2	10
24	но в	5	10
25	с его	4	9
26	и в	24	9
27	во всех	5	9
28	по отношению	4	9
29	что он	3	8
30	отношению к	4	8
31	еще не	6	8
32	в своей	11	8
33	он не	3	8
34	не только	7	8
35	все это	9	8
36	то же	10	8
37	только в	2	8
38	и все	6	8
39	ни в	2	7
40	во всяком	4	7
41	один из	3	7
42	мы видели	2	7
43	отношение к	3	7
44	в самом	5	7
45	и наконец	3	7
46	всяком случае	4	7
47	никогда не	4	6
48	вовсе не	10	6
49	и ее	10	6
50	для него	3	6
51	за пределы	2	6
52	того что	5	6
53	в ней	10	6
54	так сказать	3	6
55	хотя бы	5	6
56	и с	8	6
57	и к	4	5
58	в свою	8	5
59	не в	8	5
60	в этой	6	5
61	для этого	4	5
62	в то	9	5
63	в большинстве	3	5
64	во внешнем	2	5
65	что такое	2	5
66	что в	4	5
67	но и	7	5
68	на самом	7	5
69	а в	6	5
70	и на	8	5
71	с этим	2	5
72	большинстве случаев	2	5
73	не менее	11	4
74	но не	3	4
75	и др	5	4
76	то ни	3	4
77	в пределах	6	4
78	в жизни	3	4
79	не дает	2	4
80	если мы	2	4
81	с другими	4	4
82	к тому	3	4
83	сводится к	3	4
84	всех этих	3	4
85	же время	8	4
86	при этом	5	4
87	конечно не	4	4
88	от того	2	4
89	как раз	2	4
90	в основе	3	4
91	в зависимости	2	4
92	в нем	14	4
93	все же	3	4
94	не имеющие	2	4
95	не было	3	4
96	между ними	3	4
97	уже не	2	4
98	в которой	4	4
99	мы не	3	4
100	зависимости от	3	4
101	нисколько не	2	3
102	главным образом	4	3
103	если бы	4	3
104	в них	3	3
105	от всех	3	3
106	и от	7	3
107	а только	2	3
108	в себе	3	3
109	войти в	2	3
110	и как	3	3
111	но это	3	3
112	учение о	4	3
113	со всеми	3	3
114	она не	6	3
115	и может	4	3
116	было бы	6	3
117	в общем	3	3
118	ни на	3	3
119	с ее	7	3
120	бы то	3	3
121	не сможет	2	3
122	жизни и	7	3
123	когда он	3	3
124	на него	2	3
125	вместе с	2	3
126	со стороны	5	3
127	приводит к	2	3
128	всем этим	2	3
129	и содержание	2	3
130	и те	2	3
131	как в	8	3
132	и вот	2	3
133	и что	2	3
134	свою очередь	6	3
135	не найдем	2	3
136	в искусстве	5	3
137	но ведь	2	3
138	одна из	2	3
139	подхода к	2	3
140	художественной формы	2	2
141	в отношении	3	2
142	его целом	8	2
143	но все	2	2
144	только не	2	2
145	быть и	4	2
146	в нашем	2	2
147	его и	2	2
148	что бы	5	2
149	с другой	5	2
150	это не	2	2
151	оно не	4	2
152	формы и	5	2
153	произведение искусства	2	2
154	человек не	3	2
155	не можем	2	2
156	ничем не	3	2
157	в ее	8	2
158	до конца	7	2
159	влияние на	3	2
160	ни было	2	2
161	в основном	3	2
162	это и	3	2
163	более того	3	2
164	в предыдущей	2	2
165	всего этого	2	2
166	а не	10	2
167	социальной жизни	11	2
168	из важнейших	2	2
169	одной стороны	4	2
170	на всю	2	2
171	вполне понятно	2	2
172	к другим	2	2
173	но для	3	2
174	как ее	2	2
175	в процессе	9	2
176	в него	2	2
177	в своем	11	2
178	со всею	5	2
179	на почве	13	2
180	и до	5	2
181	точка зрения	2	2
182	страх и	2	2
183	сих пор	6	2
184	в их	11	2
185	только на	5	2
186	во всей	2	2
187	отличается от	3	2
188	отношения к	6	2
189	с одной	4	2
190	социальной группы	4	2
191	чтобы не	2	2
192	не приходится	2	2
193	в систему	3	2
194	должны быть	5	2
195	в науке	2	2
196	и даже	3	2
197	так же	4	2
198	как на	4	2
199	социального общения	6	2
200	на основе	6	2
201	значение для	2	2
202	здесь в	2	2
203	от этого	2	2
204	чем же	2	2
205	единства и	2	2
206	они не	3	2
207	в своих	2	2
208	из этой	2	2
209	что и	2	2
210	жизни но	2	2
211	философии культуры	4	2
212	до сих	6	2
213	тех же	2	2
214	как это	6	2
215	в области	3	2
216	в эту	2	2
217	ее целом	3	2
