N	2gram	Bakhtin_Fr_1	Hudozhes
1	том что	6	16
2	и в	65	14
3	так и	10	13
4	в том	16	12
5	не только	10	12
6	при этом	6	12
7	о том	2	12
8	прежде всего	11	11
9	в этом	15	11
10	в себе	3	11
11	для него	5	10
12	в своей	5	10
13	что он	3	9
14	как и	5	9
15	как в	5	8
16	то что	3	8
17	между тем	5	8
18	в этой	4	8
19	в его	9	8
20	ничего не	3	8
21	это не	3	7
22	к тому	2	7
23	уже не	3	7
24	не в	4	7
25	еще не	6	7
26	как бы	22	7
27	не может	3	7
28	никогда не	6	6
29	что в	3	6
30	жизни в	5	6
31	с его	5	5
32	к жизни	2	5
33	в частности	5	5
34	в этих	2	5
35	к себе	2	5
36	интерес к	2	5
37	может быть	6	5
38	только в	7	5
39	и он	2	5
40	но и	10	5
41	во второй	2	5
42	жизни и	7	5
43	одновременно и	2	5
44	самом деле	3	5
45	друг друга	3	5
46	и его	10	5
47	потому что	5	5
48	точки зрения	7	5
49	человеческих отношений	2	5
50	но в	14	5
51	связи с	4	4
52	в своем	8	4
53	и от	2	4
54	и все	5	4
55	в духе	8	4
56	можно сказать	2	4
57	и к	4	4
58	несмотря на	2	4
59	мы уже	12	4
60	в самом	4	4
61	в ней	6	4
62	из них	4	4
63	как раз	3	4
64	того что	2	4
65	он не	2	4
66	по своей	3	4
67	и это	2	4
68	с ним	3	4
69	и с	3	4
70	но не	2	3
71	но одновременно	3	3
72	превращается в	5	3
73	же в	2	3
74	себе самому	2	3
75	это в	4	3
76	во введении	3	3
77	в литературе	6	3
78	как мы	6	3
79	в ее	3	3
80	от него	2	3
81	по своему	8	3
82	на тех	2	3
83	о нем	3	3
84	даже в	3	3
85	в нем	13	3
86	все же	6	3
87	приводит к	2	3
88	и для	2	3
89	этом отношении	3	3
90	все эти	10	3
91	и даже	8	3
92	с точки	3	3
93	и по	2	3
94	в таком	2	3
95	в своих	5	3
96	и на	11	3
97	его в	7	3
98	ни к	2	2
99	поэтому и	4	2
100	и так	2	2
101	и потому	10	2
102	на фоне	3	2
103	в себя	3	2
104	совершенно иной	2	2
105	да и	2	2
106	в целом	2	2
107	до конца	2	2
108	они в	2	2
109	например в	2	2
110	на его	2	2
111	только на	2	2
112	значительной степени	2	2
113	а его	2	2
114	хотя и	2	2
115	сих пор	4	2
116	на него	2	2
117	в форме	3	2
118	в их	4	2
119	все это	9	2
120	второй половине	2	2
121	для своего	2	2
122	влияние на	7	2
123	особенно в	2	2
124	не знает	6	2
125	и не	22	2
126	но с	2	2
127	при всей	2	2
128	на самом	6	2
129	в значительной	6	2
130	в системе	3	2
131	что не	2	2
132	жизни как	3	2
133	в это	2	2
134	не была	2	2
135	в изображении	2	2
136	еще раз	2	2
137	всего мира	2	2
138	нет ничего	3	2
139	но как	3	2
140	так сказать	4	2
141	до сих	4	2
