N	2gram	Bakhtin_Fr_2	Myshleni
1	точки зрения	6	26
2	таким образом	7	26
3	в том	3	24
4	и в	49	23
5	том что	4	21
6	с точки	5	18
7	того чтобы	2	17
8	то что	6	17
9	в этом	15	17
10	так же	2	16
11	не только	17	16
12	что в	2	14
13	может быть	5	14
14	но и	13	14
15	как и	11	14
16	в его	18	14
17	не может	7	12
18	как бы	11	11
19	сказать что	6	11
20	с другой	4	10
21	прежде всего	19	10
22	в отношении	2	10
23	в качестве	2	9
24	одной стороны	3	9
25	другой стороны	3	9
26	и не	15	9
27	и с	6	9
28	вместе с	2	9
29	с одной	3	8
30	и на	17	8
31	то же	7	8
32	в этой	10	7
33	в самом	3	7
34	в то	6	7
35	так как	6	7
36	что он	3	7
37	в другом	2	7
38	все это	9	6
39	именно в	6	6
40	лишь в	4	6
41	о том	3	6
42	в сущности	8	6
43	по сравнению	2	6
44	и его	17	6
45	другом месте	2	6
46	мы можем	2	6
47	тем что	4	6
48	в себе	4	6
49	только в	13	6
50	в собственном	3	5
51	можно сказать	2	5
52	на то	2	5
53	что для	3	5
54	в своих	4	5
55	мы должны	2	5
56	и все	3	5
57	но в	4	5
58	и более	4	5
59	сравнению с	2	5
60	а затем	3	5
61	собственном смысле	2	5
62	так и	6	5
63	как мы	7	5
64	связан с	3	5
65	и т.д	2	5
66	но не	5	4
67	при этом	5	4
68	целый ряд	2	4
69	все эти	7	4
70	этом отношении	3	4
71	их в	3	4
72	с его	5	4
73	одну из	2	4
74	в одном	3	4
75	и к	4	4
76	по существу	2	4
77	было бы	3	4
78	в своей	5	4
79	сих пор	4	4
80	ни в	3	4
81	как на	4	4
82	до сих	4	4
83	уже в	5	3
84	в своем	5	3
85	из этих	5	3
86	одного из	2	3
87	на все	3	3
88	что они	2	3
89	в первую	2	3
90	и следовательно	2	3
91	значение в	4	3
92	в их	2	3
93	отношения к	4	3
94	и других	3	3
95	мы находим	4	3
96	вовсе не	10	3
97	во всем	3	3
98	всяком случае	2	3
99	сознания и	2	3
100	превращается в	3	3
101	учение о	2	3
102	во всех	6	3
103	как известно	2	3
104	человека и	3	3
105	все же	7	3
106	можно было	3	3
107	во всяком	2	3
108	могут быть	2	3
109	связи с	2	3
110	и это	3	3
111	в области	4	3
112	ничего не	2	3
113	связана с	3	2
114	в противоположность	2	2
115	никогда не	5	2
116	в нашем	2	2
117	точку зрения	2	2
118	в конце	2	2
119	в смысле	2	2
120	чем мы	2	2
121	но все	4	2
122	же время	6	2
123	для него	9	2
124	о чем	3	2
125	несмотря на	3	2
126	хотя и	2	2
127	один из	7	2
128	мы видели	3	2
129	жизни и	7	2
130	и до	4	2
131	значительной степени	2	2
132	и вот	3	2
133	и даже	2	2
134	речь и	2	2
135	а в	4	2
136	нуждается в	2	2
137	в этих	4	2
138	тех же	2	2
139	под влиянием	2	2
140	всех этих	3	2
141	в них	13	2
142	он как	2	2
143	и эти	2	2
144	в ее	3	2
145	в значительной	3	2
146	связано с	2	2
147	со всеми	2	2
148	себе и	2	2
149	за пределы	2	2
150	наконец в	3	2
151	и потому	5	2
152	даже в	3	2
153	своей книги	2	2
154	ее в	2	2
155	в известной	4	2
156	того как	2	2
157	целое на	2	2
158	нового и	2	2
159	в течение	3	2
160	в ту	2	2
161	ключ к	2	2
162	к этим	3	2
163	там где	4	2
