N	2gram	Vygotskiy__7	FransuaR
1	и в	26	41
2	мы уже	3	18
3	во всех	6	17
4	таким образом	23	17
5	в нем	2	16
6	и с	5	16
7	и его	12	13
8	но и	11	13
9	как мы	14	12
10	в этом	29	12
11	все это	3	11
12	все эти	6	11
13	прежде всего	7	10
14	в самом	9	10
15	не только	24	10
16	так как	14	10
17	то что	24	10
18	во время	2	9
19	границы между	2	9
20	о том	4	9
21	никогда не	4	8
22	в сущности	9	8
23	в этой	3	8
24	но в	4	8
25	вовсе не	2	7
26	том что	17	7
27	как бы	6	7
28	и до	2	7
29	как и	15	7
30	что в	12	7
31	в его	4	7
32	что он	8	6
33	мы видим	3	6
34	один из	2	6
35	вместе с	12	6
36	с помощью	13	6
37	или в	2	6
38	также и	2	6
39	сказать что	8	6
40	в то	3	6
41	то же	8	5
42	в ее	6	5
43	так же	14	5
44	и он	2	5
45	так и	3	5
46	большинстве случаев	2	5
47	в той	4	5
48	и что	6	5
49	той же	8	5
50	тем что	9	5
51	но он	2	5
52	в себе	9	5
53	во всем	3	5
54	что это	6	5
55	уже в	2	4
56	с другой	4	4
57	и от	4	4
58	а затем	2	4
59	именно в	6	4
60	у нас	2	4
61	не в	4	4
62	все что	6	4
63	в большинстве	2	4
64	одной стороны	5	4
65	в ней	3	4
66	в котором	4	4
67	даже в	2	4
68	все же	6	4
69	не может	11	4
70	с одной	5	4
71	как в	4	4
72	самом деле	6	4
73	того чтобы	19	4
74	и наконец	4	4
75	одним из	2	4
76	а в	2	4
77	в основе	3	4
78	с ним	3	4
79	из этого	2	4
80	перед нами	2	3
81	котором мы	2	3
82	первом случае	3	3
83	во втором	3	3
84	с этой	5	3
85	в одной	3	3
86	с этим	2	3
87	одной из	4	3
88	но это	3	3
89	есть в	3	3
90	до сих	3	3
91	было бы	6	3
92	в начале	5	3
93	и их	5	3
94	не мог	2	3
95	никак не	5	3
96	втором случае	3	3
97	в первой	3	3
98	сих пор	3	3
99	и для	5	3
100	этом отношении	3	3
101	и не	18	3
102	того что	14	3
103	что не	2	3
104	между ними	3	3
105	к нему	3	3
106	есть только	2	3
107	с другими	3	3
108	в данном	5	3
109	только в	8	3
110	в первом	3	3
111	в чем	3	3
112	потому что	16	3
113	не могут	4	2
114	что если	2	2
115	ведь это	2	2
116	связана с	3	2
117	в этих	2	2
118	для этого	3	2
119	значение в	2	2
120	и во	4	2
121	себе в	5	2
122	в конце	4	2
123	что все	2	2
124	представление о	7	2
125	в пределе	3	2
126	стороны и	4	2
127	если мы	5	2
128	для нас	2	2
129	в том	18	2
130	раз в	2	2
131	это и	4	2
132	так что	4	2
133	связи с	4	2
134	что они	10	2
135	но не	3	2
136	как известно	2	2
137	до конца	5	2
138	со всеми	2	2
139	никто не	2	2
140	может быть	7	2
141	в своей	3	2
142	он не	3	2
143	но если	2	2
144	и потому	3	2
145	в развитии	10	2
146	мы видели	3	2
147	данном случае	5	2
148	где они	2	2
149	как раз	3	2
150	которых мы	2	2
151	как это	5	2
152	но с	2	2
153	мы находим	3	2
154	из того	3	2
155	но эта	2	2
156	лишь в	2	2
157	заключается в	6	2
158	а не	6	2
159	с точки	21	2
160	внимание на	2	2
161	мы не	7	2
162	тенденция к	2	2
163	самим собой	2	2
164	и то	7	2
165	образом в	2	2
166	точки зрения	28	2
167	на его	2	2
168	из этих	3	2
169	что мы	9	2
170	в устной	5	2
171	бы в	5	2
172	в области	4	2
173	тогда когда	5	2
174	как она	5	2
