N	2gram	Propp_Isto_6	Analitik
1	в качестве	3	31
2	может быть	11	29
3	в том	12	27
4	не может	6	22
5	и не	10	21
6	в частности	3	19
7	и в	26	18
8	а не	2	17
9	но и	9	17
10	представляет собой	2	16
11	не только	10	15
12	тогда как	2	14
13	не в	3	14
14	как и	5	13
15	в его	5	13
16	в этом	12	13
17	том что	10	12
18	при этом	3	12
19	в себе	3	11
20	но не	2	10
21	то же	5	9
22	а в	3	9
23	в то	5	9
24	не есть	2	8
25	но в	7	8
26	к тому	2	7
27	тем самым	2	7
28	это не	4	6
29	прежде всего	4	6
30	далеко не	3	6
31	то что	6	6
32	в своей	3	6
33	по отношению	2	6
34	только в	5	6
35	мы имеем	14	6
36	и как	2	5
37	в этой	2	5
38	что в	12	5
39	как бы	4	5
40	отношению к	2	5
41	сводится к	2	5
42	и его	7	5
43	и на	12	5
44	что иное	2	5
45	о том	7	5
46	того что	2	4
47	могут быть	3	4
48	с другой	10	4
49	не всегда	4	4
50	ни в	2	4
51	того же	2	4
52	все же	8	4
53	вместе с	8	4
54	так и	5	4
55	уже не	7	4
56	из которых	3	4
57	с ним	8	4
58	с его	4	3
59	однако в	2	3
60	в нем	8	3
61	что он	9	3
62	и т	10	3
63	еще не	9	3
64	одной стороны	7	3
65	что не	2	3
66	никто не	2	3
67	он не	2	3
68	даже в	2	3
69	что и	4	3
70	не будет	5	3
71	это означает	2	3
72	а именно	9	3
73	таким образом	12	3
74	а с	2	3
75	с одной	7	3
76	как будто	3	3
77	что мы	2	3
78	как он	6	3
79	а также	4	3
80	оно может	2	3
81	если бы	3	3
82	своего рода	2	3
83	может иметь	2	2
84	и то	3	2
85	никогда не	13	2
86	все эти	8	2
87	из этих	4	2
88	вовсе не	2	2
89	вопрос о	3	2
90	на место	3	2
91	можно сказать	2	2
92	самое время	2	2
93	такой же	3	2
94	только через	3	2
95	и сам	2	2
96	было бы	2	2
97	себе в	4	2
98	на его	4	2
99	в свое	2	2
100	еще в	3	2
101	один из	3	2
102	и до	2	2
103	данном случае	3	2
104	со стороны	3	2
105	что же	2	2
106	другой стороны	8	2
107	отличается от	2	2
108	здесь не	2	2
109	и по	4	2
110	как мы	4	2
111	то он	2	2
112	героя в	2	2
113	в данном	3	2
114	что из	2	2
115	при помощи	3	2
116	которые в	2	2
117	так как	18	2
118	потому что	13	2
119	и с	6	2
