N	2gram	Bakhtin_Fr_1	Literetu
1	не только	10	24
2	при этом	6	19
3	но и	10	17
4	в том	16	16
5	в частности	5	15
6	том что	6	14
7	может быть	6	13
8	в году	6	13
9	и не	22	12
10	в этом	15	12
11	прежде всего	11	11
12	в своем	8	11
13	то что	3	10
14	не в	4	8
15	в целом	2	8
16	и в	65	8
17	только в	7	8
18	в его	9	7
19	как бы	22	7
20	уже не	3	7
21	в себе	3	7
22	в жизни	4	6
23	как и	5	6
24	связи с	4	6
25	того что	2	6
26	точки зрения	7	6
27	xix века	5	6
28	то есть	45	6
29	с его	5	5
30	что он	3	5
31	же в	2	5
32	искусства и	6	5
33	как в	5	5
34	не может	3	5
35	в отличие	4	5
36	одним из	2	5
37	отличие от	5	5
38	перестает быть	3	4
39	это не	3	4
40	с миром	3	4
41	но не	2	4
42	культуры в	4	4
43	еще не	6	4
44	все же	6	4
45	из них	4	4
46	в своей	5	4
47	так и	10	4
48	и т.п	17	4
49	никогда не	6	4
50	друг друга	3	4
51	и его	10	4
52	как раз	3	4
53	в своих	5	4
54	в этой	4	4
55	мир в	3	4
56	в основе	8	3
57	что в	3	3
58	с другой	3	3
59	при всей	2	3
60	да и	2	3
61	с их	5	3
62	и прежде	3	3
63	века в	5	3
64	например в	2	3
65	в самом	4	3
66	несмотря на	2	3
67	и др	24	3
68	жизни и	7	3
69	в их	4	3
70	приводит к	2	3
71	еще и	5	3
72	и даже	8	3
73	потому что	5	3
74	одно из	6	3
75	он и	3	3
76	к себе	2	3
77	но в	14	3
78	по своей	3	3
79	далеко не	3	3
80	его в	7	3
81	дело в	2	3
82	в области	7	3
83	в виду	3	3
84	мира в	3	3
85	это уже	4	2
86	превращается в	5	2
87	из этих	2	2
88	мир и	3	2
89	раз и	2	2
90	но при	2	2
91	в себя	3	2
92	к тому	2	2
93	но одновременно	3	2
94	или иной	5	2
95	и само	2	2
96	для него	5	2
97	от своего	2	2
98	одной стороны	2	2
99	за пределы	8	2
100	xviii века	2	2
101	в искусстве	3	2
102	культуре и	2	2
103	даже в	3	2
104	не является	3	2
105	в нем	13	2
106	не к	2	2
107	при всех	2	2
108	в сущности	16	2
109	только на	2	2
110	для своего	2	2
111	этом отношении	3	2
112	с одной	2	2
113	все эти	10	2
114	это как	4	2
115	самом деле	3	2
116	что не	2	2
117	с точки	3	2
118	во многих	2	2
119	роль в	2	2
120	между тем	5	2
121	нового времени	13	2
122	могут быть	2	2
123	о том	2	2
124	нет ничего	3	2
