N	2gram	Losev_Vlad_1	FransuaR
1	и в	31	40
2	то есть	3	18
3	и его	7	17
4	в этом	14	15
5	мы уже	7	13
6	не только	24	13
7	и не	17	13
8	в его	12	13
9	что в	14	12
10	вовсе не	5	12
11	как и	4	11
12	но и	19	11
13	таким образом	3	10
14	как мы	9	10
15	в них	2	9
16	и все	4	9
17	может быть	6	9
18	он не	10	9
19	во время	3	8
20	отношение к	3	8
21	в том	11	8
22	и до	2	8
23	у него	15	8
24	все эти	3	8
25	и с	14	8
26	той же	2	8
27	и на	3	8
28	но в	12	8
29	в своем	4	7
30	то же	6	7
31	он и	6	7
32	к этому	6	6
33	же время	4	6
34	в самом	2	6
35	в своей	4	6
36	и других	2	6
37	в то	8	6
38	он говорит	2	6
39	в году	30	5
40	как раз	7	5
41	в нем	4	5
42	то что	18	5
43	в связи	3	5
44	не было	5	5
45	и для	2	5
46	в своих	5	5
47	в особенности	4	5
48	для него	7	5
49	в нашем	4	4
50	у нас	6	4
51	том что	14	4
52	было бы	2	4
53	из них	2	4
54	и потому	6	4
55	а также	5	4
56	даже в	2	4
57	ни в	2	4
58	один из	4	4
59	жизни и	5	4
60	все это	5	4
61	только на	3	4
62	о том	11	4
63	и о	2	4
64	того чтобы	2	4
65	и даже	15	4
66	также и	10	4
67	и здесь	3	4
68	в истории	4	4
69	видно что	5	4
70	так как	8	4
71	в париже	2	4
72	с его	11	3
73	в частности	2	3
74	и от	5	3
75	и к	6	3
76	об этом	7	3
77	он был	14	3
78	но это	3	3
79	в начале	3	3
80	в этой	4	3
81	кроме того	7	3
82	еще не	2	3
83	такого рода	4	3
84	никак не	4	3
85	о нем	7	3
86	еще в	4	3
87	что и	5	3
88	вместе с	3	3
89	дело не	2	3
90	так и	6	3
91	как в	3	3
92	не может	6	3
93	а в	9	3
94	начиная с	2	3
95	жизнь в	2	3
96	для того	2	3
97	к этой	2	3
98	и как	4	3
99	сказать что	7	3
100	тем что	2	3
101	при этом	2	3
102	в себе	4	3
103	во всем	4	3
104	только в	9	3
105	в конце	9	3
106	здесь не	3	3
107	не менее	2	2
108	уже в	7	2
109	не был	5	2
110	еще и	7	2
111	с в	3	2
112	на такой	2	2
113	хотя бы	2	2
114	в течение	9	2
115	с другой	3	2
116	и так	3	2
117	из этих	2	2
118	больше чем	2	2
119	и был	6	2
120	образом в	2	2
121	что он	12	2
122	и вот	3	2
123	можно сказать	6	2
124	мы знаем	2	2
125	для характеристики	2	2
126	все же	3	2
127	это и	2	2
128	в дальнейшем	8	2
129	своей жизни	2	2
130	на этом	2	2
131	но не	3	2
132	не были	2	2
133	все что	2	2
134	мы увидим	3	2
135	конечно не	2	2
136	и сам	6	2
137	и если	5	2
138	тут же	7	2
139	на его	3	2
140	к нему	4	2
141	свидетельствует о	3	2
142	одним из	2	2
143	из этого	2	2
144	и очень	3	2
145	в котором	6	2
146	в эти	7	2
147	к жизни	2	2
148	и такие	2	2
149	дело в	4	2
150	в целом	3	2
151	в этот	4	2
152	не раз	4	2
153	года и	2	2
154	здесь мы	3	2
155	лишь в	2	2
156	и у	4	2
157	что для	4	2
158	потому что	11	2
159	одной из	2	2
160	он в	3	2
161	платона и	3	2
162	даже и	9	2
163	но он	5	2
164	точки зрения	2	2
165	и еще	2	2
166	но как	5	2
167	его к	2	2
168	с того	2	2
169	как он	4	2
170	и это	2	2
171	в которой	4	2
172	того же	6	2
