N	2gram	Potebnia_M_1	Dialekti
1	не есть	10	47
2	и не	18	30
3	может быть	27	20
4	и в	39	19
5	не только	21	19
6	по себе	10	18
7	и т	6	17
8	а не	21	16
9	т д	4	15
10	в себе	13	15
11	то что	10	14
12	и даже	4	14
13	в том	26	14
14	как бы	6	14
15	так как	21	14
16	потому что	52	14
17	вовсе не	5	13
18	но и	20	12
19	то же	6	12
20	точки зрения	8	12
21	и все	3	12
22	что это	3	10
23	как и	9	10
24	и как	6	10
25	в нем	20	10
26	так и	13	10
27	том что	16	10
28	это не	7	10
29	сказать что	3	10
30	стало быть	2	10
31	времени и	2	9
32	никогда не	4	9
33	по крайней	2	9
34	крайней мере	2	9
35	не может	22	9
36	прежде всего	4	8
37	она не	3	8
38	есть нечто	4	8
39	с точки	3	8
40	не в	15	8
41	в этом	15	8
42	в своей	3	8
43	сама по	3	7
44	в душе	11	7
45	есть не	2	7
46	но это	5	7
47	что в	22	7
48	только тогда	5	7
49	и притом	4	7
50	должно быть	7	7
51	и то	3	7
52	как будто	2	7
53	так что	16	7
54	что не	10	6
55	в то	4	6
56	но не	8	6
57	того что	8	6
58	и может	2	6
59	жизни и	2	6
60	чтобы не	2	6
61	и вообще	3	6
62	не потому	2	6
63	тогда когда	9	6
64	должна быть	3	5
65	с другой	7	5
66	же время	4	5
67	в самом	3	5
68	и следовательно	2	5
69	и потому	5	5
70	что и	6	5
71	и это	3	5
72	в одно	2	5
73	и что	10	5
74	в смысле	4	5
75	только что	2	5
76	и его	5	5
77	но как	3	5
78	только в	25	5
79	о том	2	5
80	и с	3	5
81	в виду	2	5
82	нисколько не	2	4
83	независимо от	6	4
84	и есть	2	4
85	в своем	3	4
86	в одном	8	4
87	и объекта	4	4
88	не могут	4	4
89	все же	6	4
90	субъекта и	4	4
91	не нуждается	2	4
92	при этом	6	4
93	еще не	6	4
94	и если	2	4
95	за пределы	2	4
96	он не	3	4
97	хотя бы	2	4
98	вопрос об	3	4
99	связи с	3	4
100	только то	2	4
101	от того	4	4
102	другой стороны	5	4
103	и только	2	4
104	том смысле	4	4
105	таким образом	13	4
106	что оно	2	4
107	заключается в	3	4
108	и по	6	4
109	есть только	11	4
110	а в	5	4
111	в таком	5	4
112	одно из	3	4
113	могут быть	9	4
114	но он	2	4
115	в каком	6	4
116	с ним	3	4
117	не менее	6	3
118	и более	2	3
119	иное как	2	3
120	в этих	7	3
121	и от	3	3
122	он есть	2	3
123	с нею	4	3
124	была бы	2	3
125	вопрос о	4	3
126	не что	2	3
127	а только	4	3
128	как мы	2	3
129	что иное	2	3
130	уже не	2	3
131	в этой	3	3
132	что если	3	3
133	и слова	2	3
134	было бы	12	3
135	и их	3	3
136	выйти из	2	3
137	с этим	7	3
138	в разных	2	3
139	не было	4	3
140	то оно	2	3
141	во внимание	3	3
142	но без	2	3
143	должны быть	7	3
144	после этого	2	3
145	между собою	6	3
146	нуждается в	2	3
147	его с	2	3
148	о котором	3	3
149	в один	2	3
150	таком случае	2	3
151	когда мы	2	3
152	то не	3	3
153	что же	2	2
154	быть только	5	2
155	зависит от	5	2
156	самого начала	3	2
157	само по	4	2
158	только не	2	2
159	этих последних	3	2
160	в состоянии	3	2
161	бы только	2	2
162	понимание есть	2	2
163	если мы	3	2
164	то это	5	2
165	к тому	4	2
166	что на	6	2
167	есть уже	3	2
168	тем не	6	2
169	же в	2	2
170	только потому	3	2
171	с самого	3	2
172	но все	2	2
173	мы видим	4	2
174	более и	2	2
175	в истории	7	2
176	не будет	2	2
177	с тем	5	2
178	очевидно что	3	2
179	мы в	2	2
180	в сущности	2	2
181	несмотря на	5	2
182	не по	4	2
183	в ней	7	2
184	оно должно	2	2
185	все в	2	2
186	остается только	4	2
187	в мире	3	2
188	на все	2	2
189	во всех	5	2
190	на него	3	2
191	в каждом	4	2
192	разница между	3	2
193	в их	2	2
194	тому что	3	2
195	так же	5	2
196	взгляд на	2	2
197	т п	4	2
198	того как	6	2
199	с ее	2	2
200	с одной	3	2
201	как в	10	2
202	что бы	2	2
203	хотя в	3	2
204	а потому	10	2
205	тем же	2	2
206	или в	2	2
207	в своих	4	2
208	и при	3	2
209	бы ни	4	2
210	между тем	5	2
211	тем что	9	2
212	что мы	4	2
213	мы должны	3	2
214	во всяком	3	2
215	явлений и	3	2
216	но всегда	2	2
217	есть в	2	2
218	души и	5	2
219	в которой	2	2
220	и должно	2	2
221	что по	3	2
222	которые не	2	2
223	но в	9	2
224	в жизни	3	2
225	том как	3	2
226	вместе с	8	2
