N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	65
2	то есть	26	45
3	и др	4	24
4	как бы	7	22
5	и не	22	22
6	вовсе не	10	18
7	и т.п	2	17
8	в сущности	6	16
9	в том	5	16
10	в этом	16	15
11	но в	6	14
12	в нем	19	13
13	мы уже	2	12
14	прежде всего	8	11
15	и на	4	11
16	и его	33	10
17	и потому	7	10
18	не только	24	10
19	но и	21	10
20	так и	15	10
21	все эти	6	10
22	в его	7	9
23	во всех	12	9
24	все это	16	9
25	в своем	6	8
26	в основе	4	8
27	всех этих	4	8
28	в дальнейшем	2	8
29	здесь в	3	8
30	и другие	2	8
31	и даже	7	8
32	за пределы	2	8
33	его в	4	7
34	в области	2	7
35	жизни и	6	7
36	влияние на	2	7
37	точки зрения	8	7
38	только в	5	7
39	никогда не	7	6
40	не знает	2	6
41	том что	5	6
42	все же	6	6
43	как мы	7	6
44	в значительной	6	6
45	еще не	7	6
46	при этом	7	6
47	может быть	37	6
48	в ней	3	6
49	в отношении	4	6
50	сказать что	3	6
51	так как	4	6
52	с его	7	5
53	в одном	2	5
54	еще более	2	5
55	жизни в	2	5
56	в них	6	5
57	отличие от	13	5
58	на протяжении	2	5
59	или иной	5	5
60	рядом с	3	5
61	для него	7	5
62	той или	5	5
63	как в	13	5
64	как и	6	5
65	в той	4	5
66	на мир	2	5
67	с их	3	5
68	между тем	3	5
69	xix века	4	5
70	и все	5	5
71	поэтому и	4	4
72	связи с	3	4
73	и к	6	4
74	не в	9	4
75	в узком	4	4
76	отношение к	4	4
77	xvii века	2	4
78	сих пор	2	4
79	до сих	2	4
80	в их	2	4
81	для нас	5	4
82	в отличие	12	4
83	мира и	5	4
84	входит в	4	4
85	так сказать	6	4
86	не могут	5	3
87	и ни	2	3
88	что в	3	3
89	в xvii	2	3
90	на котором	2	3
91	это не	5	3
92	эти формы	4	3
93	на фоне	4	3
94	новое время	2	3
95	что он	2	3
96	мировой литературе	2	3
97	но все	5	3
98	но это	3	3
99	в новое	4	3
100	о нем	2	3
101	даже в	2	3
102	к нему	3	3
103	с точки	3	3
104	то что	2	3
105	и их	5	3
106	где они	2	3
107	не может	20	3
108	этом отношении	3	3
109	и других	4	3
110	в себя	2	3
111	в форме	2	3
112	во франции	2	3
113	уже не	5	3
114	можно говорить	2	3
115	менее всего	2	3
116	с другой	5	3
117	конечно и	2	3
118	в более	2	3
119	даже и	4	3
120	в себе	2	3
121	далеко не	2	3
122	но как	2	3
123	связан с	3	3
124	и здесь	2	3
125	с ним	7	3
126	и с	9	3
127	ни к	2	2
128	но не	6	2
129	в германии	2	2
130	или даже	3	2
131	и от	3	2
132	всех его	3	2
133	нем в	3	2
134	конечно в	2	2
135	дальнейшем развитии	2	2
136	все формы	2	2
137	его от	3	2
138	узком смысле	4	2
139	в романе	46	2
140	жанры и	3	2
141	более того	2	2
142	от него	5	2
143	и само	2	2
144	и чисто	2	2
145	кроме того	2	2
146	до конца	17	2
147	одной стороны	5	2
148	и часто	3	2
149	слов о	2	2
150	например в	5	2
151	на его	2	2
152	значительной степени	6	2
153	хотя и	2	2
154	он не	2	2
155	в основном	4	2
156	подчеркнуть что	2	2
157	и особенно	2	2
158	почти до	2	2
159	и для	5	2
160	в свой	2	2
161	в большинстве	6	2
162	в некоторых	3	2
163	на него	2	2
164	в процессе	13	2
165	в свете	3	2
166	основе его	2	2
167	отношения к	4	2
168	особенно в	2	2
169	одновременно и	3	2
170	с одной	5	2
171	на них	2	2
172	но эта	2	2
173	и наконец	5	2
174	одним из	2	2
175	не была	3	2
176	в чужой	2	2
177	роль в	2	2
178	отметить что	3	2
179	в таком	4	2
180	или в	2	2
181	в этих	7	2
182	речи и	3	2
183	могут быть	7	2
184	еще раз	3	2
185	во всем	4	2
186	о том	2	2
187	дело в	2	2
188	в особенности	3	2
189	большинстве случаев	5	2
190	в чем	3	2
191	в чисто	3	2
192	это очень	2	2
