N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	56
2	то есть	24	24
3	в его	14	18
4	таким образом	11	17
5	все эти	5	15
6	в этом	16	14
7	в том	18	13
8	так и	6	13
9	и его	10	12
10	он был	2	12
11	в то	7	12
12	в этих	2	11
13	до конца	4	11
14	как бы	3	11
15	то же	4	11
16	же время	2	10
17	еще не	4	10
18	мы уже	5	10
19	только в	13	9
20	в самом	4	9
21	но и	18	9
22	и не	25	9
23	том что	18	8
24	в сущности	2	8
25	не только	25	8
26	в нем	3	8
27	и даже	6	8
28	и с	9	8
29	у него	24	7
30	были еще	2	7
31	как мы	8	7
32	и на	6	7
33	все они	2	6
34	прежде всего	10	6
35	вовсе не	13	6
36	в этой	8	6
37	потому что	11	6
38	точки зрения	13	6
39	связи с	2	6
40	и все	4	6
41	но в	4	6
42	но не	4	5
43	с его	2	5
44	никогда не	11	5
45	в отношении	5	5
46	ни с	3	5
47	как и	7	5
48	есть и	4	5
49	он не	8	5
50	мы видели	3	5
51	что в	17	5
52	не было	5	5
53	роль в	2	5
54	в результате	4	5
55	такой же	4	5
56	что все	7	4
57	не был	8	4
58	и более	2	4
59	что это	9	4
60	в духе	3	4
61	в себе	9	4
62	в качестве	3	4
63	и к	2	4
64	за пределы	3	4
65	в ней	5	4
66	и потому	10	4
67	даже в	4	4
68	с одной	3	4
69	при этом	3	4
70	того чтобы	3	4
71	в изображении	2	4
72	в своих	7	4
73	во всем	6	4
74	о том	11	4
75	по своей	2	4
76	так как	7	4
77	в которой	2	4
78	перед нами	3	3
79	в своем	8	3
80	и был	3	3
81	как например	2	3
82	и здесь	6	3
83	так что	14	3
84	здесь в	4	3
85	кроме того	6	3
86	может быть	8	3
87	не мог	6	3
88	и о	4	3
89	одной из	2	3
90	а также	8	3
91	в настоящее	3	3
92	был бы	3	3
93	здесь нет	2	3
94	что и	7	3
95	то что	28	3
96	в их	2	3
97	не на	2	3
98	в связи	3	3
99	еще и	18	3
100	не просто	10	3
101	в году	10	3
102	мы находим	2	3
103	в те	7	3
104	уже не	9	3
105	и наконец	2	3
106	не в	3	3
107	сказать что	12	3
108	к его	2	3
109	в другом	2	3
110	настоящее время	3	3
111	бы в	2	3
112	знания и	2	2
113	первый план	2	2
114	если бы	3	2
115	в виде	13	2
116	в нашем	2	2
117	с другой	5	2
118	это не	3	2
119	уже в	3	2
120	не как	2	2
121	в одном	5	2
122	человека и	3	2
123	на самом	3	2
124	к этому	2	2
125	для понимания	2	2
126	что он	5	2
127	бы и	4	2
128	и еще	2	2
129	ни в	10	2
130	которых он	2	2
131	говорит о	4	2
132	и как	7	2
133	но это	6	2
134	совсем не	5	2
135	то время	4	2
136	для него	8	2
137	с их	3	2
138	одной стороны	3	2
139	далеки от	2	2
140	было бы	4	2
141	он называет	2	2
142	из них	2	2
143	несмотря на	7	2
144	себе и	2	2
145	а в	7	2
146	и эта	3	2
147	по преимуществу	2	2
148	хотя и	7	2
149	в церкви	2	2
150	что на	2	2
151	в котором	4	2
152	все же	4	2
153	в своей	9	2
154	в мире	2	2
155	вместе с	7	2
156	данном случае	2	2
157	что она	2	2
158	или менее	5	2
159	которые были	2	2
160	только на	5	2
161	другой стороны	2	2
162	так же	8	2
163	как раз	10	2
164	не может	14	2
165	в каком	4	2
166	то ни	3	2
167	а не	8	2
168	весь этот	3	2
169	для того	2	2
170	к нему	3	2
171	и для	3	2
172	с точки	6	2
173	его в	2	2
174	бы то	3	2
175	мы коснемся	2	2
176	мы не	2	2
177	в данном	5	2
178	и то	9	2
179	с этой	2	2
180	также и	17	2
181	но с	2	2
182	той или	2	2
183	далеко за	2	2
184	был и	2	2
185	далеко не	3	2
186	дело в	5	2
187	те времена	5	2
188	с тем	7	2
189	более или	5	2
190	нет ни	2	2
191	во многом	2	2
