N	2gram	Losev_Dial_1	Vvedenie
1	и т	21	42
2	т д	19	36
3	т е	25	35
4	и в	18	32
5	в том	9	31
6	в этом	12	30
7	может быть	17	26
8	том что	9	26
9	не только	13	22
10	для того	2	21
11	также и	7	18
12	то что	13	16
13	потому что	14	15
14	так как	11	15
15	не может	12	14
16	в самом	3	13
17	в нем	16	13
18	о том	4	13
19	со стороны	2	13
20	того что	2	12
21	в их	3	12
22	и не	30	12
23	в его	3	12
24	только в	3	12
25	как мы	4	11
26	что такое	10	11
27	ясно что	8	11
28	в данном	3	11
29	что в	13	10
30	но в	6	9
31	и как	7	9
32	этом смысле	3	9
33	по себе	25	9
34	то же	10	9
35	не менее	2	8
36	с другой	6	8
37	это не	9	8
38	а только	3	8
39	не в	6	8
40	именно в	2	8
41	прежде всего	10	7
42	вопрос о	2	7
43	точки зрения	17	7
44	уже и	3	7
45	но не	4	7
46	было бы	12	7
47	все же	5	7
48	самом деле	3	7
49	можно было	5	7
50	только как	2	7
51	из этих	2	6
52	до сих	2	6
53	же время	4	6
54	один из	3	6
55	но и	7	6
56	все это	11	6
57	и даже	13	6
58	в то	6	6
59	как он	4	6
60	вовсе не	7	6
61	как и	2	6
62	в качестве	2	6
63	сих пор	2	6
64	хотя бы	6	6
65	и это	2	6
66	так что	15	5
67	она есть	5	5
68	но если	5	5
69	как бы	11	5
70	другой стороны	4	5
71	в которых	2	5
72	сказать что	10	5
73	в них	3	5
74	как например	2	5
75	быть в	2	5
76	об этом	4	5
77	есть и	5	5
78	не есть	40	5
79	т п	2	5
80	д но	2	5
81	а не	14	5
82	что не	7	5
83	могут быть	3	5
84	науки и	5	4
85	с этой	2	4
86	в каждом	2	4
87	как о	2	4
88	одной стороны	2	4
89	о чем	2	4
90	всяком случае	2	4
91	в котором	4	4
92	по мере	2	4
93	в особенности	5	4
94	этом отношении	2	4
95	еще и	3	4
96	с одной	2	4
97	не просто	7	4
98	и что	12	4
99	не имеет	15	4
100	а в	5	4
101	даже и	3	4
102	как это	4	4
103	мы имеем	2	4
104	как она	7	4
105	от этого	3	4
106	сравнению с	2	4
107	в разных	3	4
108	по крайней	4	4
109	что он	11	4
110	еще не	2	4
111	крайней мере	4	4
112	по сравнению	2	4
113	в своей	2	4
114	только что	3	4
115	как раз	4	4
116	в виде	2	4
117	уже не	2	4
118	и для	2	4
119	и то	9	4
120	во всяком	4	4
121	само по	5	4
122	в себе	11	4
123	только с	3	4
124	он сам	5	3
125	сама по	8	3
126	что это	11	3
127	и есть	16	3
128	в частности	2	3
129	в этих	5	3
130	в конце	4	3
131	со всей	2	3
132	бы и	2	3
133	можно сказать	6	3
134	к тому	4	3
135	да и	6	3
136	но все	3	3
137	на этом	2	3
138	но что	3	3
139	хотя и	4	3
140	в ней	3	3
141	именно как	2	3
142	в виду	5	3
143	то это	4	3
144	к нему	8	3
145	отношение к	5	3
146	из них	2	3
147	дело не	2	3
148	что она	7	3
149	в своем	5	3
150	все эти	2	3
151	и вот	6	3
152	так же	4	3
153	говорить о	5	3
154	что даже	2	3
155	нисколько не	4	3
156	если бы	12	3
157	не как	2	3
158	к этому	2	3
159	стороны и	3	3
160	что уже	2	3
161	говорит о	5	3
162	чтобы понять	3	3
163	в чем	6	3
164	гораздо более	3	3
165	что и	3	3
166	что же	3	3
167	но с	3	3
168	может оказаться	2	3
169	в каком	8	3
170	и вообще	4	3
171	об отношении	5	3
172	как только	2	2
173	будет в	2	2
174	же как	2	2
175	это может	2	2
176	должна быть	3	2
177	никогда не	9	2
178	тому что	3	2
179	для этого	2	2
180	в отношении	5	2
181	точно так	2	2
182	или иной	3	2
183	не нужно	2	2
184	в дальнейшем	5	2
185	это есть	9	2
186	но это	8	2
187	что если	2	2
188	несмотря на	10	2
189	мог бы	2	2
190	наукой и	2	2
191	мы говорим	4	2
192	не было	6	2
193	этой стороны	2	2
194	есть только	5	2
195	должно быть	3	2
196	наука не	10	2
197	и совершенно	2	2
198	и с	5	2
199	и так	2	2
200	с этим	2	2
201	нуждается в	3	2
202	он и	2	2
203	той или	7	2
204	конце концов	3	2
205	бы в	3	2
206	так и	9	2
207	не существует	7	2
208	ни к	2	2
209	но которая	2	2
210	науки то	2	2
211	есть не	3	2
212	не с	5	2
213	о которых	2	2
214	и при	2	2
215	тем более	2	2
216	учение о	11	2
217	с наукой	3	2
218	мы должны	5	2
219	жизни и	3	2
220	себе и	2	2
221	ни с	6	2
222	для нее	2	2
223	но уже	2	2
224	с ней	2	2
225	быть и	4	2
226	мысли и	3	2
227	только на	3	2
228	и тогда	2	2
229	и науки	3	2
230	из того	2	2
231	и сейчас	2	2
232	с точки	12	2
233	у них	3	2
234	которое в	2	2
235	мы можем	4	2
236	в другом	2	2
237	или нет	3	2
238	иной раз	2	2
239	идет речь	2	2
240	ничего не	17	2
241	если это	2	2
