N	2gram	Losev_Dial_2	KulturaY
1	т е	30	38
2	и т	17	33
3	в том	14	30
4	и в	19	24
5	потому что	14	23
6	том что	10	21
7	т п	2	18
8	что в	7	17
9	и пр	5	15
10	было бы	3	15
11	т д	15	14
12	в этом	8	14
13	точки зрения	12	14
14	может быть	20	13
15	все же	4	12
16	таким образом	4	12
17	и не	30	12
18	не в	8	11
19	только в	5	11
20	вовсе не	13	10
21	в силу	5	10
22	в самом	5	10
23	не только	19	10
24	хотя бы	4	10
25	то что	14	9
26	прежде всего	8	9
27	самом деле	4	9
28	того что	6	9
29	с точки	8	9
30	о том	5	9
31	так как	14	9
32	а только	3	8
33	то же	12	8
34	уже не	3	8
35	а не	16	8
36	как раз	5	8
37	тем что	2	8
38	не менее	3	7
39	с другой	5	7
40	связи с	4	7
41	как бы	14	7
42	вместе с	2	7
43	не может	9	7
44	это не	10	7
45	в области	2	7
46	так и	10	7
47	в какой	2	6
48	тогда когда	6	6
49	именно в	2	6
50	что он	6	6
51	зависимости от	2	6
52	при этом	4	6
53	что такое	3	6
54	только потому	2	6
55	в ней	2	6
56	но и	12	6
57	что же	2	6
58	все это	4	6
59	другой стороны	4	6
60	все эти	2	6
61	мы имеем	3	6
62	мере в	2	6
63	в которой	2	6
64	с тем	2	5
65	что это	10	5
66	в зависимости	2	5
67	по крайней	9	5
68	к тому	2	5
69	крайней мере	9	5
70	но не	6	5
71	еще не	4	5
72	что не	6	5
73	например в	2	5
74	всяком случае	2	5
75	и что	5	5
76	в виду	5	5
77	не просто	12	5
78	а потому	2	5
79	в той	3	5
80	не потому	6	5
81	а в	4	5
82	и его	5	5
83	в результате	2	5
84	во всяком	2	5
85	между тем	2	5
86	с ним	4	5
87	и с	5	5
88	в частности	2	4
89	в этих	3	4
90	и потому	5	4
91	что эти	2	4
92	в нем	10	4
93	в тех	2	4
94	же в	2	4
95	что они	6	4
96	есть в	2	4
97	из них	3	4
98	это и	3	4
99	что и	5	4
100	не есть	47	4
101	тем не	2	4
102	сих пор	2	4
103	до сих	2	4
104	как в	2	4
105	и тогда	3	4
106	не на	2	4
107	с этим	3	4
108	того как	2	4
109	следует что	2	4
110	в науке	2	4
111	так что	7	4
112	так же	2	4
113	с ними	2	4
114	в данном	3	4
115	того или	2	4
116	уже в	4	3
117	нисколько не	4	3
118	уже и	2	3
119	ясно что	4	3
120	была бы	3	3
121	то это	2	3
122	можно сказать	5	3
123	только тогда	7	3
124	в этой	3	3
125	очевидно что	2	3
126	и может	6	3
127	в общем	2	3
128	и если	4	3
129	в сущности	2	3
130	в истории	2	3
131	даже в	3	3
132	на его	2	3
133	что она	14	3
134	или менее	2	3
135	тому что	2	3
136	в своем	4	3
137	в связи	4	3
138	не было	3	3
139	что оно	4	3
140	только и	2	3
141	в их	2	3
142	более или	2	3
143	в системе	2	3
144	и даже	14	3
145	в таком	4	3
146	несмотря на	2	3
147	должно быть	7	3
148	должна быть	5	3
149	и то	7	3
150	нуждается в	3	3
151	они не	3	3
152	в себе	15	3
153	он есть	3	3
154	это только	3	3
155	как это	7	3
156	в одном	4	3
157	том как	2	3
158	я не	6	2
159	только к	2	2
160	и более	3	2
161	о чем	3	2
162	и есть	4	2
163	можно ли	3	2
164	никогда не	9	2
165	и все	12	2
166	в каждом	2	2
167	на самом	2	2
168	не раз	2	2
169	так или	2	2
170	же есть	2	2
171	как они	3	2
172	не могут	4	2
173	не знаю	2	2
174	вопрос о	3	2
175	по себе	18	2
176	когда оно	2	2
177	быть в	4	2
178	если мы	2	2
179	в смысле	5	2
180	в то	6	2
181	и прочих	2	2
182	как и	10	2
183	и как	10	2
184	но все	2	2
185	это есть	8	2
186	и при	2	2
187	что если	3	2
188	же время	5	2
189	что с	2	2
190	в это	3	2
191	и мы	3	2
192	конечно не	6	2
193	в своей	8	2
194	между собою	3	2
195	понимать как	3	2
196	же и	9	2
197	как таковой	4	2
198	себе и	3	2
199	если в	2	2
200	в состоянии	2	2
201	ее в	2	2
202	ни в	10	2
203	не говоря	2	2
204	дело не	2	2
205	был в	2	2
206	на лицо	2	2
207	бы и	2	2
208	а именно	5	2
209	думаю что	3	2
210	смысл и	2	2
211	мы говорим	3	2
212	он не	4	2
213	в разных	3	2
214	как я	2	2
215	все равно	5	2
216	то оно	3	2
217	должны быть	3	2
218	д и	2	2
219	когда мы	3	2
220	или в	2	2
221	или иначе	2	2
222	также и	2	2
223	иное как	3	2
224	от этого	3	2
225	может иметь	3	2
226	одно из	4	2
227	в каком	4	2
228	что я	2	2
229	о котором	3	2
230	во все	2	2
231	заключается в	4	2
232	е в	3	2
233	но ведь	2	2
234	но вот	2	2
235	иной раз	5	2
236	и должно	2	2
237	ничего не	3	2
238	но в	2	2
239	это было	3	2
