N	3gram	Bakhtin_Pr_5	Dialekti
1	с точки зрения	2	12
2	в том что	2	7
3	сам по себе	2	6
4	внутреннего и внешнего	2	6
5	то же время	10	4
6	в то же	10	4
7	одно и то	3	4
8	можно было бы	2	4
9	с другой стороны	3	4
10	и то же	3	4
11	той или иной	4	3
12	и в этом	2	3
13	в конце концов	3	3
14	не может быть	3	3
15	в этом смысле	3	3
16	по себе и	2	2
17	друг к другу	3	2
18	одна и та	2	2
19	и в то	2	2
20	то что я	2	2
21	и та же	2	2
22	и в нем	3	2
23	во всяком случае	4	2
24	мы можем сказать	2	2
25	на самом деле	9	2
26	можем сказать что	2	2
