N	2gram	Medvedev_F_3	Psycholo
1	то что	8	44
2	и в	27	33
3	в этом	18	28
4	как бы	8	25
5	и что	3	25
6	все время	6	24
7	потому что	7	24
8	для того	4	23
9	может быть	25	22
10	том что	4	22
11	того чтобы	5	22
12	что в	8	21
13	в том	7	21
14	о том	4	20
15	что он	6	20
16	как это	4	14
17	что это	3	13
18	таким образом	18	13
19	и не	30	13
20	так же	9	13
21	сказать что	3	13
22	все это	7	13
23	к тому	4	12
24	в самом	11	12
25	и все	8	12
26	так как	9	12
27	было бы	6	12
28	если мы	7	12
29	самом деле	16	12
30	что она	2	10
31	не может	24	10
32	в его	7	10
33	если бы	12	10
34	в этой	2	9
35	по себе	4	9
36	как раз	8	9
37	то же	15	9
38	в конце	3	8
39	для этого	2	8
40	в каком	2	8
41	вместе с	6	8
42	в своем	2	7
43	для нас	3	7
44	до конца	4	7
45	в нем	15	7
46	и только	2	7
47	не только	9	7
48	тому что	3	6
49	это не	3	6
50	в самой	2	6
51	что они	5	6
52	в ней	5	6
53	и т	11	6
54	все эти	6	6
55	точки зрения	16	6
56	же самое	3	6
57	мы должны	2	6
58	в сущности	2	6
59	никак не	3	6
60	на самом	14	6
61	а не	17	6
62	в себе	3	6
63	никогда не	5	5
64	в какой	3	5
65	нисколько не	2	5
66	и как	4	5
67	в целом	4	5
68	мы не	4	5
69	и на	3	5
70	вовсе не	28	5
71	как он	2	5
72	мы можем	4	5
73	ясно что	3	5
74	это и	2	5
75	как и	14	5
76	мы уже	3	5
77	и его	19	5
78	все же	6	5
79	и это	2	5
80	из этого	4	5
81	смысла и	4	4
82	совершенно не	7	4
83	из них	2	4
84	жизни и	4	4
85	для чего	2	4
86	смысл и	4	4
87	от этих	2	4
88	того что	3	4
89	знаем что	2	4
90	с тем	7	4
91	в жизни	11	4
92	к этому	2	4
93	у нас	3	4
94	одна из	2	4
95	о нем	3	4
96	в своей	6	4
97	ее в	3	4
98	как мы	8	4
99	с точки	14	4
100	той же	3	4
101	в таком	2	4
102	жизнь и	3	4
103	только в	8	4
104	слова и	4	4
105	в основу	2	3
106	же как	3	3
107	в сторону	2	3
108	что именно	5	3
109	ни в	8	3
110	на этом	2	3
111	не можем	2	3
112	в пределах	8	3
113	но если	2	3
114	всяком случае	6	3
115	был бы	2	3
116	какой бы	2	3
117	с ее	2	3
118	но и	10	3
119	конечно не	4	3
120	материала в	5	3
121	увидим что	2	3
122	в своих	6	3
123	в которых	3	3
124	их в	3	3
125	уже знаем	2	3
126	в то	7	3
127	его в	7	3
128	том как	2	3
129	в основе	3	3
130	вот как	2	3
131	всех этих	2	3
132	смысле этого	2	3
133	из нее	2	3
134	говорить о	2	3
135	но не	5	3
136	она не	4	3
137	и из	2	3
138	конце концов	2	3
139	сами по	2	3
140	что и	2	3
141	и сюжет	2	3
142	так и	21	3
143	как в	4	3
144	да и	4	3
145	дело с	3	3
146	слова как	2	3
147	и для	6	3
148	что этот	2	3
149	во всяком	6	3
150	от этого	2	3
151	тем что	5	3
152	т п	5	3
153	этого слова	2	3
154	в той	3	3
155	место в	10	2
156	уже в	4	2
157	бы и	3	2
158	материала и	3	2
159	его и	3	2
160	столь же	3	2
161	с другой	6	2
162	в одной	5	2
163	и от	11	2
164	из этих	2	2
165	была бы	2	2
166	на все	2	2
167	прежде всего	4	2
168	в такой	2	2
169	ее и	2	2
170	как много	2	2
171	мы знаем	4	2
172	такой же	2	2
173	совершается в	3	2
174	же время	7	2
175	с такой	2	2
176	при этом	8	2
177	в действительности	9	2
178	и является	4	2
179	в каких	2	2
180	в виду	3	2
181	в котором	2	2
182	не является	5	2
183	нам кажется	2	2
184	она есть	3	2
185	допустим что	2	2
186	другой стороны	5	2
187	т д	6	2
188	те же	3	2
189	фабула и	2	2
190	и формы	5	2
191	в результате	5	2
192	и с	3	2
193	материал и	2	2
194	говорит эйхенбаум	2	2
195	не в	12	2
196	в художественном	5	2
197	и потому	5	2
198	бы не	2	2
199	слово в	2	2
200	но в	6	2
201	что ни	2	2
202	с его	2	2
203	только не	2	2
204	он может	2	2
205	в них	3	2
206	на тему	2	2
207	в ее	4	2
208	в искусстве	7	2
209	литературы и	3	2
210	этот закон	2	2
211	а на	2	2
212	можно сказать	3	2
213	мы увидим	2	2
214	кажется что	2	2
215	во всех	3	2
216	даже в	2	2
217	бы то	4	2
218	с таким	2	2
219	и именно	2	2
220	совершенно непонятно	2	2
221	со стороны	4	2
222	к самому	2	2
223	не на	3	2
224	художественный прием	2	2
225	одной и	2	2
226	сводится к	5	2
227	и эта	3	2
228	хотя бы	6	2
229	тому как	5	2
230	и ее	6	2
231	связи с	5	2
232	на ее	4	2
233	так чтобы	2	2
234	героя и	2	2
235	ничего не	2	2
