N	2gram	Potebnia_M_1	Istorich
1	и в	39	26
2	так как	21	18
3	никогда не	4	13
4	потому что	52	13
5	что в	22	12
6	таким образом	13	12
7	в том	26	12
8	в этом	15	12
9	связь с	2	11
10	мы видели	4	11
11	может быть	27	11
12	с другой	7	10
13	том что	16	10
14	и т	6	10
15	и не	18	10
16	не только	21	10
17	еще не	6	9
18	но и	20	9
19	в нем	20	8
20	все же	6	8
21	вместе с	8	8
22	другой стороны	5	8
23	т д	4	8
24	и это	3	8
25	с ним	3	8
26	уже не	2	7
27	с одной	3	7
28	мы можем	2	7
29	одной стороны	3	7
30	и его	5	7
31	о том	2	7
32	но в	9	7
33	то что	10	6
34	как в	10	6
35	не может	22	6
36	в более	4	6
37	и с	3	6
38	мы не	10	6
39	у нас	2	5
40	как и	9	5
41	мы видим	4	5
42	в ней	7	5
43	в его	5	5
44	то это	5	5
45	не будет	2	5
46	так и	13	5
47	то же	6	5
48	и что	10	5
49	тем что	9	5
50	в то	4	5
51	только в	25	5
52	там где	4	5
53	с тем	5	4
54	это не	7	4
55	из этих	4	4
56	прежде всего	4	4
57	зависит от	5	4
58	но это	5	4
59	все что	2	4
60	как бы	6	4
61	и тем	3	4
62	что и	6	4
63	после этого	2	4
64	что оно	2	4
65	как мы	2	4
66	и по	6	4
67	в других	2	4
68	но как	3	4
69	при помощи	2	3
70	независимо от	6	3
71	если бы	14	3
72	могут быть	9	3
73	в них	3	3
74	и от	3	3
75	в одном	8	3
76	должна быть	3	3
77	вопрос о	4	3
78	таким же	2	3
79	так что	16	3
80	не в	15	3
81	от него	4	3
82	так например	3	3
83	она не	3	3
84	том как	3	3
85	показывает что	3	3
86	от того	4	3
87	его с	2	3
88	в своей	3	3
89	из этого	2	3
90	со стороны	8	3
91	а в	5	3
92	при этом	6	3
93	и других	4	3
94	там же	9	3
95	как на	3	3
96	или в	2	3
97	в своих	4	3
98	и то	3	3
99	сказать что	3	3
100	и только	2	3
101	в себе	13	3
102	не было	4	3
103	как будто	2	3
104	не потому	2	3
105	того как	6	3
106	с этой	2	2
107	и как	6	2
108	однако в	4	2
109	в этих	7	2
110	от нее	6	2
111	в своем	3	2
112	но он	2	2
113	того же	3	2
114	с этим	7	2
115	вовсе не	5	2
116	стороны и	2	2
117	на то	2	2
118	к тому	4	2
119	человеком и	3	2
120	для нас	9	2
121	что иное	2	2
122	по отношению	13	2
123	но все	2	2
124	но не	8	2
125	так же	5	2
126	только то	2	2
127	что при	5	2
128	что мы	4	2
129	когда в	3	2
130	было бы	12	2
131	не так	3	2
132	никто не	3	2
133	относится к	3	2
134	не могло	3	2
135	не есть	10	2
136	отношению к	13	2
137	не имеет	5	2
138	жизни и	2	2
139	но эти	2	2
140	образом и	2	2
141	на него	3	2
142	что же	2	2
143	то и	7	2
144	точно так	11	2
145	тогда как	2	2
146	или же	3	2
147	он не	3	2
148	только что	2	2
149	увидим что	4	2
150	в народе	2	2
151	в одно	2	2
152	и другое	3	2
153	тем самым	4	2
154	а не	21	2
155	того что	8	2
156	что не	10	2
157	должны быть	7	2
158	известно что	2	2
159	во всяком	3	2
160	говорит он	4	2
161	быть только	5	2
162	самого себя	4	2
163	о котором	3	2
164	видно что	2	2
165	мы должны	3	2
166	в этой	3	2
167	что это	3	2
168	когда мы	2	2
169	то он	2	2
170	из него	2	2
171	именно что	2	2
172	но при	3	2
