N	2gram	Berdyaev_M_1	FransuaR
1	и в	28	41
2	то есть	3	20
3	в этом	20	15
4	и все	10	14
5	как и	5	14
6	в этой	6	13
7	все эти	2	13
8	в его	9	12
9	прежде всего	10	11
10	в том	6	11
11	в себе	7	11
12	никто не	2	10
13	все это	6	10
14	в то	2	10
15	и его	9	9
16	не в	16	9
17	но и	25	9
18	в своем	10	9
19	что в	10	9
20	в конце	7	8
21	движение в	2	8
22	и от	2	8
23	то что	5	8
24	но в	7	8
25	в них	4	7
26	как бы	2	7
27	в нем	13	7
28	и не	11	7
29	у него	17	6
30	это не	5	6
31	мы видим	2	6
32	для него	11	6
33	только в	6	6
34	о том	2	6
35	уже в	4	5
36	к этому	2	5
37	не только	29	5
38	и к	2	5
39	на этом	3	5
40	в ней	15	5
41	вместе с	6	5
42	что и	4	5
43	всего в	2	5
44	как в	2	5
45	и у	2	5
46	а в	4	5
47	к нему	7	5
48	и для	2	5
49	точки зрения	4	5
50	и это	12	5
51	потому что	16	5
52	на земле	2	4
53	место в	2	4
54	но он	9	4
55	момент в	2	4
56	том что	3	4
57	все что	2	4
58	было бы	10	4
59	может быть	30	4
60	он не	24	4
61	в виду	2	4
62	мира и	5	4
63	должно быть	3	4
64	и на	6	4
65	в более	2	4
66	и с	3	4
67	конце концов	2	4
68	ничего не	3	4
69	из самых	8	3
70	и есть	14	3
71	и потому	10	3
72	легенды о	2	3
73	в мире	10	3
74	он был	14	3
75	в своей	15	3
76	есть и	3	3
77	в свою	2	3
78	оказывается что	2	3
79	и их	3	3
80	о нем	2	3
81	что он	10	3
82	жизни и	2	3
83	в их	4	3
84	в свете	3	3
85	не может	28	3
86	не было	18	3
87	в той	2	3
88	не имеет	3	3
89	и по	4	3
90	и те	2	3
91	тем что	4	3
92	не знает	4	3
93	проникает в	2	3
94	его в	3	3
95	так как	3	3
96	все его	3	3
97	от этого	2	3
98	он знает	2	2
99	учение о	3	2
100	в человеке	8	2
101	с его	3	2
102	никогда не	14	2
103	в этих	4	2
104	и во	2	2
105	с этим	3	2
106	человек может	2	2
107	человека в	13	2
108	вокруг которого	2	2
109	есть не	4	2
110	к тому	3	2
111	связано с	2	2
112	интерес к	3	2
113	и еще	3	2
114	движения в	2	2
115	отношению к	2	2
116	и как	2	2
117	мир не	2	2
118	по своему	2	2
119	до конца	14	2
120	отношение к	4	2
121	того что	7	2
122	на том	3	2
123	так называемый	2	2
124	должен быть	2	2
125	не есть	9	2
126	был в	4	2
127	к человеку	9	2
128	по отношению	2	2
129	и сама	2	2
130	его как	2	2
131	и вот	3	2
132	не мог	3	2
133	а не	25	2
134	уже не	4	2
135	особенно в	3	2
136	и мира	3	2
137	что есть	5	2
138	через все	2	2
139	к новому	2	2
140	в которых	4	2
141	также и	2	2
142	как он	2	2
143	бы в	2	2
144	в которой	6	2
145	с ним	2	2
