N	2gram	Bakhtin_Fr_7	Analitik
1	не только	5	22
2	и в	41	18
3	как и	14	14
4	так и	10	14
5	в этом	15	14
6	но и	9	13
7	и его	9	13
8	том что	4	12
9	в качестве	9	12
10	и не	7	12
11	при этом	3	11
12	а в	5	10
13	как бы	7	10
14	то есть	20	10
15	может быть	4	9
16	что в	9	9
17	а не	2	9
18	в том	11	9
19	с его	2	8
20	в первой	2	8
21	своего рода	2	8
22	в его	12	7
23	отношению к	2	7
24	во второй	2	7
25	по отношению	2	7
26	к тому	2	6
27	не в	9	6
28	для него	6	6
29	еще не	2	6
30	в этой	13	6
31	он не	4	6
32	и самого	2	6
33	в их	3	6
34	о том	6	6
35	никогда не	2	5
36	в конце	8	5
37	прежде всего	11	5
38	в свою	3	5
39	того же	3	5
40	что и	5	5
41	в мире	3	5
42	и т.п	9	5
43	в сущности	4	5
44	уже не	2	5
45	той же	3	5
46	в результате	2	5
47	мы имеем	2	5
48	перед нами	2	4
49	в своем	9	4
50	в одном	3	4
51	что он	3	4
52	и к	5	4
53	и как	2	4
54	свою очередь	3	4
55	картина мира	2	4
56	не есть	2	4
57	картины мира	4	4
58	таким образом	19	4
59	тем самым	3	4
60	и на	4	4
61	в данном	2	4
62	далеко не	2	4
63	уже в	5	3
64	к этому	5	3
65	не должно	3	3
66	его как	2	3
67	было бы	4	3
68	же время	9	3
69	к жизни	4	3
70	с ее	3	3
71	дело не	2	3
72	как в	5	3
73	все это	10	3
74	то же	13	3
75	не было	3	3
76	этом отношении	2	3
77	именно в	2	3
78	в году	5	3
79	роль в	2	3
80	мы не	2	3
81	ничего не	4	3
82	здесь и	2	3
83	с этим	2	3
84	точки зрения	5	3
85	в то	10	3
86	жизнь и	2	3
87	его в	3	3
88	в особенности	2	3
89	для всех	2	2
90	все эти	13	2
91	все они	6	2
92	в них	7	2
93	это не	6	2
94	и от	8	2
95	в нем	7	2
96	есть не	2	2
97	то ли	2	2
98	и ее	2	2
99	несмотря на	3	2
100	же в	2	2
101	в романе	7	2
102	одна из	4	2
103	мира и	4	2
104	по своему	2	2
105	в большинстве	2	2
106	со всеми	2	2
107	например в	3	2
108	значительной степени	2	2
109	хотя и	4	2
110	в ней	5	2
111	и потому	3	2
112	а также	2	2
113	свое время	2	2
114	то что	8	2
115	во всех	3	2
116	вместе с	5	2
117	в форме	3	2
118	не может	3	2
119	в себя	2	2
120	и вот	2	2
121	в той	3	2
122	в значительной	2	2
123	не мог	2	2
124	с точки	3	2
125	и по	3	2
126	и для	5	2
127	во всяком	2	2
128	тем что	3	2
129	в себе	11	2
130	и здесь	4	2
131	только в	6	2
132	и т.д	2	2
133	и все	14	2
134	в свое	2	2
135	дело в	2	2
136	так сказать	3	2
137	но в	8	2
