N	2gram	Losev_Dial_3	VeschiIm
1	не есть	54	49
2	т е	48	42
3	вещи есть	2	38
4	не может	19	33
5	не только	23	31
6	может быть	13	29
7	это –	16	29
8	и не	27	28
9	и в	24	26
10	то что	14	24
11	и есть	16	23
12	это значит	24	22
13	значит что	24	22
14	и т	24	21
15	т д	23	20
16	а не	26	20
17	не просто	18	18
18	есть только	12	17
19	в смысле	2	15
20	и следовательно	2	15
21	что она	9	14
22	только в	5	14
23	и что	15	13
24	того что	12	13
25	по себе	20	13
26	что это	12	12
27	было бы	5	12
28	и –	6	12
29	но и	9	12
30	сказать что	4	12
31	есть не	9	12
32	все же	3	12
33	и то	4	12
34	и ее	3	12
35	что же	11	11
36	таким образом	13	11
37	то же	6	10
38	уже не	5	10
39	в ней	2	10
40	как бы	3	10
41	и больше	4	10
42	потому что	7	10
43	что мы	8	10
44	вещь есть	2	10
45	не значит	3	10
46	есть нечто	23	10
47	что такое	21	10
48	вещей и	6	9
49	в том	5	9
50	в самом	7	9
51	есть явление	5	9
52	бы то	2	9
53	и с	6	9
54	больше ничего	6	9
55	прежде всего	8	9
56	что не	5	9
57	еще и	2	9
58	себя и	2	8
59	иное как	6	8
60	она есть	10	8
61	на то	3	8
62	но это	5	8
63	что иное	6	8
64	не что	6	8
65	сущности и	5	8
66	в себе	2	8
67	и это	4	8
68	ничего не	17	8
69	совершенно не	2	7
70	– не	7	7
71	что оно	7	7
72	также и	2	7
73	говорить о	4	7
74	в то	5	7
75	так как	6	7
76	е в	4	7
77	– в	6	7
78	том что	8	7
79	есть и	12	7
80	от всего	6	7
81	себя в	2	7
82	не будет	3	7
83	если оно	4	7
84	вещь не	2	7
85	как раз	7	7
86	и пр	6	7
87	сущность есть	2	7
88	д и	6	7
89	в этом	8	7
90	как с	2	7
91	оно есть	2	6
92	так что	8	6
93	и как	8	6
94	это есть	8	6
95	есть ни	3	6
96	но что	7	6
97	что в	7	6
98	для него	4	6
99	но если	6	6
100	жизни и	5	6
101	со стороны	2	6
102	отличается от	8	6
103	и только	6	6
104	должно быть	3	6
105	точки зрения	25	6
106	когда мы	2	6
107	но в	2	6
108	по крайней	5	6
109	ясно что	7	6
110	есть ли	5	6
111	всего прочего	5	6
112	одно и	5	6
113	она не	3	6
114	крайней мере	5	6
115	бытие и	3	6
116	быть только	2	6
117	а если	3	6
118	вещь но	3	6
119	не менее	11	5
120	должна быть	6	5
121	вообще не	2	5
122	это не	4	5
123	с этой	5	5
124	тем не	10	5
125	не в	3	5
126	еще не	2	5
127	из себя	2	5
128	для этого	2	5
129	– как	3	5
130	только и	2	5
131	должны быть	3	5
132	и тут	3	5
133	а в	2	5
134	что для	5	5
135	есть просто	4	5
136	или не	5	5
137	ни на	3	5
138	отлично от	6	5
139	если бы	6	5
140	отнюдь не	10	5
141	тут –	2	5
142	у нас	4	5
143	это и	7	5
144	одна из	3	5
145	тут мы	2	5
146	но не	2	5
147	другими словами	7	5
148	в сущности	10	5
149	есть всегда	5	5
150	для себя	2	5
151	и для	2	5
152	на себя	3	5
153	ни от	4	5
154	в чем	4	5
155	я не	6	4
156	можно ли	5	4
157	в своем	3	4
158	с другой	4	4
159	вещи в	2	4
160	есть то	6	4
161	как же	5	4
162	данная вещь	2	4
163	явления и	4	4
164	же время	3	4
165	точка зрения	5	4
166	из них	3	4
167	в их	2	4
168	то и	3	4
169	что есть	4	4
170	мы говорим	2	4
171	быть не	2	4
172	от того	4	4
173	и даже	13	4
174	с этим	3	4
175	как таковая	3	4
176	о том	6	4
177	не существует	10	4
178	говорить что	4	4
