N	2gram	Bakhtin_Pr_3	Myshleni
1	то что	11	26
2	что он	23	25
3	в этом	16	25
4	потому что	12	21
5	таким образом	5	19
6	в том	3	18
7	не может	19	18
8	точки зрения	8	18
9	что в	7	16
10	и в	34	16
11	того что	5	16
12	так как	4	16
13	не только	10	16
14	так же	8	15
15	том что	3	15
16	в сущности	11	13
17	сказать что	2	13
18	отношению к	6	12
19	вопрос о	2	12
20	по отношению	5	12
21	и не	29	12
22	и что	5	12
23	отношение к	6	11
24	в его	22	11
25	но не	4	10
26	было бы	2	10
27	как мы	7	10
28	а не	9	10
29	только в	6	10
30	в отношении	9	9
31	может быть	19	9
32	с точки	4	9
33	должно быть	3	8
34	о том	2	8
35	если бы	4	8
36	как и	18	8
37	мы должны	5	8
38	он не	15	8
39	то же	14	8
40	внутренняя речь	3	7
41	друг с	2	7
42	в нем	19	7
43	но он	3	7
44	того же	2	7
45	так и	6	7
46	по себе	3	7
47	внутренней речи	4	7
48	с другом	2	7
49	что все	4	6
50	не в	9	6
51	но и	12	6
52	что оно	2	6
53	и на	6	6
54	речи в	2	6
55	как он	3	6
56	но в	16	6
57	у него	4	6
58	к тому	5	6
59	в той	2	6
60	в другом	8	6
61	на вопрос	4	5
62	самого начала	8	5
63	никогда не	8	5
64	тому что	2	5
65	в своем	2	5
66	в такой	3	5
67	мы и	2	5
68	что они	6	5
69	что с	3	5
70	для него	13	5
71	как бы	27	5
72	не является	2	5
73	хотя бы	5	5
74	еще более	2	5
75	не знает	6	5
76	в то	12	5
77	с ним	8	5
78	он должен	2	5
79	тот же	2	5
80	как в	4	5
81	только что	3	5
82	с самого	8	5
83	тем что	4	5
84	в которой	2	5
85	ничего не	4	5
86	все эти	4	4
87	с другой	4	4
88	это не	5	4
89	с этой	2	4
90	сама по	2	4
91	так что	5	4
92	в пределах	6	4
93	при этом	4	4
94	в самом	8	4
95	в целом	5	4
96	тому чтобы	2	4
97	к которому	2	4
98	бы в	3	4
99	точек зрения	2	4
100	мысль что	2	4
101	вообще не	2	4
102	еще не	4	4
103	за пределы	2	4
104	вместе с	4	4
105	той же	2	4
106	тому как	2	4
107	и то	3	4
108	не то	2	4
109	такой же	3	4
110	подобно тому	2	4
111	не менее	3	3
112	прежде всего	15	3
113	мы знаем	2	3
114	и как	3	3
115	но это	4	3
116	самом деле	13	3
117	но как	4	3
118	до конца	3	3
119	к нему	14	3
120	мы видели	3	3
121	его и	3	3
122	как на	2	3
123	а в	5	3
124	и с	15	3
125	говорить о	3	3
126	функции в	3	3
127	как она	2	3
128	между тем	3	3
129	между двумя	2	3
130	с тем	5	3
131	с этим	2	3
132	в одном	5	3
133	он может	2	3
134	этом случае	2	3
135	все же	7	3
136	и того	2	3
137	это и	2	3
138	то в	2	3
139	по своему	3	3
140	еще в	3	3
141	с таким	4	3
142	что и	5	3
143	говорит о	2	3
144	показать что	2	3
145	на этом	4	3
146	как я	3	3
147	что значит	2	3
148	и его	16	3
149	он в	4	3
150	в чем	5	3
151	я не	7	2
152	себя и	8	2
153	друг другу	4	2
154	что у	6	2
155	столь же	2	2
156	и от	5	2
157	именно потому	2	2
158	на всю	2	2
159	к одному	3	2
160	но все	5	2
161	высшей степени	3	2
162	на его	4	2
163	его отношение	4	2
164	совпадает с	2	2
165	в ней	3	2
166	в виду	3	2
167	в котором	3	2
168	отношением к	4	2
169	в своей	3	2
170	из них	5	2
171	в отличие	2	2
172	все это	16	2
173	другой стороны	3	2
174	те же	2	2
175	для другого	2	2
176	но только	2	2
177	и даже	7	2
178	говорит он	3	2
179	все равно	4	2
180	но этот	2	2
181	с которыми	2	2
182	на нее	2	2
183	их в	3	2
184	своего собственного	3	2
185	в этот	2	2
186	поэтому он	3	2
187	сознания и	3	2
188	о чем	2	2
189	для его	2	2
190	в них	2	2
191	лежит в	2	2
192	в жизни	2	2
193	вовсе не	11	2
194	его в	4	2
195	на который	2	2
196	не с	2	2
197	и к	12	2
198	которых он	2	2
199	отличие от	2	2
200	что я	15	2
201	во всем	3	2
202	со всеми	2	2
203	жизни и	3	2
204	когда он	2	2
205	и потому	2	2
206	в высшей	3	2
207	благодаря этому	2	2
208	во всех	2	2
209	находится в	2	2
210	только на	4	2
211	тому же	2	2
212	а с	3	2
213	но с	2	2
214	ни одного	5	2
215	во всяком	5	2
216	на протяжении	5	2
217	как будто	7	2
218	этими двумя	2	2
219	знает что	3	2
