N	2gram	Bakhtin_Fr_2	StatiiOP
1	и в	49	29
2	том что	4	27
3	в том	3	27
4	в этом	15	21
5	но и	13	19
6	что в	2	19
7	не только	17	19
8	о том	3	17
9	что он	3	13
10	в его	18	13
11	то что	6	11
12	все это	9	11
13	таким образом	7	10
14	в своем	5	9
15	так и	6	9
16	этом отношении	3	9
17	и не	15	9
18	как на	4	9
19	по поводу	2	8
20	но в	4	8
21	в г	3	7
22	но все	4	7
23	так например	2	7
24	в самом	3	7
25	в ней	2	7
26	в виду	3	7
27	в своей	5	7
28	вместе с	2	7
29	того как	2	7
30	в одном	3	6
31	вовсе не	10	6
32	до сих	4	6
33	одним из	2	6
34	все же	7	6
35	в течение	3	6
36	того чтобы	2	6
37	и его	17	6
38	и на	17	6
39	о чем	3	5
40	прежде всего	19	5
41	в свет	2	5
42	в качестве	2	5
43	было бы	3	5
44	как бы	11	5
45	сих пор	4	5
46	точки зрения	6	5
47	времени и	6	4
48	именно в	6	4
49	по словам	2	4
50	должен был	2	4
51	с другой	4	4
52	в романе	9	4
53	для него	9	4
54	и к	4	4
55	и о	4	4
56	хотя и	2	4
57	в нем	9	4
58	был для	2	4
59	ничего не	2	4
60	в другом	2	4
61	связи с	2	4
62	и с	6	4
63	своего времени	2	4
64	не был	3	3
65	в этих	4	3
66	но он	6	3
67	в предисловии	2	3
68	ни в	3	3
69	но это	2	3
70	в начале	5	3
71	но не	5	3
72	до конца	2	3
73	одной из	2	3
74	наконец в	3	3
75	никогда не	5	3
76	и даже	2	3
77	всяком случае	2	3
78	из них	3	3
79	другой стороны	3	3
80	в их	2	3
81	вряд ли	2	3
82	не было	4	3
83	тем что	4	3
84	на самом	2	3
85	в году	13	3
86	так же	2	3
87	связан с	3	3
88	во всяком	2	3
89	xix века	2	3
90	в эту	5	3
91	это был	2	2
92	в отношении	2	2
93	но они	3	2
94	во время	12	2
95	с его	5	2
96	и более	4	2
97	и другие	2	2
98	и др	9	2
99	в них	13	2
100	в конце	2	2
101	в духе	4	2
102	связь с	3	2
103	в тех	2	2
104	выражение в	5	2
105	он был	2	2
106	в ее	3	2
107	а затем	3	2
108	xviii века	6	2
109	по существу	2	2
110	как и	11	2
111	в этой	10	2
112	другом месте	2	2
113	что они	2	2
114	в истории	6	2
115	в то	6	2
116	как известно	2	2
117	не дает	3	2
118	до него	2	2
119	раз в	3	2
120	несмотря на	3	2
121	на его	2	2
122	такого рода	2	2
123	может быть	5	2
124	значительной степени	2	2
125	очень хорошо	2	2
126	и потому	5	2
127	еще в	2	2
128	на то	2	2
129	даже в	3	2
130	только в	13	2
131	ее в	2	2
132	также и	3	2
133	века и	3	2
134	совершенно не	2	2
135	не может	7	2
136	в особенности	5	2
137	то же	7	2
138	все эти	7	2
139	при этом	5	2
140	там где	4	2
141	на первом	3	2
142	в значительной	3	2
143	нашло свое	2	2
144	с точки	5	2
145	особенно в	2	2
146	сказать что	6	2
147	в себе	4	2
148	и вообще	3	2
149	и это	3	2
150	почти все	3	2
151	так как	6	2
152	только с	3	2
153	в устах	2	2
154	в области	4	2
155	о мире	7	2
