N	2gram	Voloshinov_1	StatiiOP
1	и в	19	25
2	в этом	16	24
3	в том	6	20
4	что в	4	19
5	что он	2	19
6	может быть	26	19
7	тем что	2	19
8	том что	3	15
9	и пр	12	13
10	в его	6	12
11	то что	8	12
12	не только	8	12
13	прежде всего	13	10
14	таким образом	17	10
15	и не	26	10
16	но и	8	9
17	все это	3	8
18	в языке	4	8
19	в своих	2	8
20	о том	2	8
21	было бы	4	7
22	с этим	4	7
23	не может	24	7
24	что такое	2	7
25	точки зрения	34	7
26	в то	3	7
27	место в	3	6
28	из этих	2	6
29	в конце	5	6
30	не в	5	6
31	только в	9	6
32	как бы	15	6
33	как в	4	6
34	а в	4	6
35	и на	4	6
36	в русской	2	6
37	в области	3	6
38	между тем	3	6
39	то же	7	5
40	независимо от	2	5
41	с другой	5	5
42	ни в	2	5
43	в котором	3	5
44	на почве	6	5
45	и это	3	5
46	а не	7	5
47	того что	3	5
48	другой стороны	6	5
49	он не	3	5
50	так и	11	5
51	но в	7	5
52	этом отношении	3	4
53	всяком случае	2	4
54	и др	2	4
55	связана с	2	4
56	точка зрения	7	4
57	в каждом	7	4
58	этом смысле	2	4
59	а как	3	4
60	в смысле	6	4
61	у нас	2	4
62	как и	12	4
63	в начале	5	4
64	то в	2	4
65	в качестве	2	4
66	можно сказать	3	4
67	если бы	2	4
68	и к	3	4
69	в ней	4	4
70	в своей	3	4
71	из этого	2	4
72	не было	3	4
73	лишь в	9	4
74	из которых	2	4
75	с точки	20	4
76	в чем	2	4
77	и для	11	4
78	и с	2	4
79	сказать что	4	4
80	во всяком	5	4
81	в каком	3	4
82	все же	8	4
83	xix века	3	4
84	в которой	3	4
85	ничего не	6	4
86	что все	2	3
87	и более	2	3
88	тому что	2	3
89	в какой	3	3
90	к этому	5	3
91	же время	3	3
92	и здесь	6	3
93	с этой	2	3
94	для него	9	3
95	кроме того	6	3
96	до конца	5	3
97	на язык	3	3
98	конце концов	3	3
99	все эти	7	3
100	не является	4	3
101	от нее	2	3
102	как раз	2	3
103	в связи	7	3
104	и его	19	3
105	тесно связана	2	3
106	в другом	2	3
107	связи с	11	3
108	так как	2	3
109	не менее	4	2
110	никогда не	2	2
111	себе отчет	2	2
112	он может	3	2
113	точку зрения	2	2
114	не столько	4	2
115	и во	2	2
116	в одной	2	2
117	одного из	3	2
118	вовсе не	5	2
119	его к	2	2
120	и ее	3	2
121	самого начала	4	2
122	или иной	3	2
123	к тому	2	2
124	как мы	13	2
125	пр в	3	2
126	не как	2	2
127	но все	3	2
128	темы и	2	2
129	того же	6	2
130	формы в	2	2
131	в свою	2	2
132	до сих	8	2
133	еще не	4	2
134	одной из	3	2
135	в самом	10	2
136	в сущности	3	2
137	во всех	7	2
138	одна из	2	2
139	слова как	7	2
140	в виду	2	2
141	нет и	4	2
142	тем не	2	2
143	отчет в	2	2
144	сих пор	8	2
145	и только	2	2
146	в отношении	4	2
147	с ее	2	2
148	и других	2	2
149	не просто	2	2
150	от того	4	2
151	самом деле	10	2
152	во втором	2	2
153	с самого	4	2
154	для того	4	2
155	что не	2	2
156	к этим	3	2
157	той же	2	2
158	мы не	6	2
159	или в	2	2
160	слово в	3	2
161	в результате	9	2
162	могут быть	2	2
163	этого слова	2	2
164	жизни но	2	2
165	так сказать	6	2
166	не имеет	3	2
167	и тот	4	2
168	к этой	2	2
